Subject,A,B
1,42.45,39.69
2,40.34,42.39
3,42.51,41.47
4,39.32,43.81
5,41.59,40.93
6,42.68,40.2
7,40.27,42.07
8,42.14,40.63
9,41.04,41.46
10,40.08,42.68
11,40.12,42.65
12,41.64,41.39
13,40.74,41.94
14,41.97,41.1
15,42.5,41.01
16,39.81,42.77
17,42.25,40.25
18,40.64,42.09
19,41.54,41.09
20,41.99,41.28
21,42.05,40.11
22,42.21,41.06
23,41.12,41.51
24,42.91,40.25
25,40.8,41.72
26,41.18,41.82
27,43.57,39.34
28,39.97,42.81
29,41.66,40.65
30,40.1,42.94
31,42.52,40.93
32,41.34,41.53
33,41.52,40.99
34,41.88,40.24
35,42.75,39.97
36,40.83,41.99
37,42.97,40.46
