Subject,A,B
1,100.27,98.77
2,101.42,99.18
3,98.18,101.52
4,100.43,99.16
5,101.92,100.38
6,101.22,100.19
7,101.78,99.51
8,99.41,100.34
9,101.26,99.63
10,101.17,100.49
11,100.71,98.64
12,100.48,100.43
13,101.47,99.57
14,98.58,98.68
15,100.59,100.31
16,101.25,100.85
17,100.12,99.44
18,100.21,100.65
19,99.32,99.65
20,99.29,101.69
21,98.99,101.41
22,99.41,99.26
23,99.32,102.05
24,98.95,101.64
25,101.24,100.34
26,99.73,98.01
27,98.12,99.67
28,98.59,102.04
29,100.24,98.47
30,101.2,100.18
31,100.47,100.83
32,99.4,101.47
33,100.79,101.28
34,100.2,99.08
35,97.82,100.39
36,99.04,101.73
37,100.57,101.34
38,101.29,100.93
39,100.86,101.17
40,97.81,99.31
41,101.34,100.91
42,99.98,101.55
43,101.59,99.98
44,101.68,99.93
45,98.91,99.62
46,99.14,100.12
47,99.94,101.31
48,101.82,99.89
49,100.05,99.94
50,99.08,101.18
51,100.32,99.56
52,100.82,99.95
53,100.34,99.36
54,99.45,101.88
55,99.28,97.99
56,99.71,101.2
57,100.43,101.44
58,100.11,100.07
59,99.95,99.98
60,99.68,100.25
61,100.46,100.85
62,98.31,99.58
63,99.23,100.72
64,100.26,100.27
65,98.24,100.65
66,99.75,99.04
67,98.32,101.69
68,100.78,99.14
69,99.69,99.89
70,100.56,100.04
71,99.61,99.61
72,101.3,97.71
73,101.13,100.13
74,100.45,99.57
75,100.03,99.51
76,100.05,98.86
77,98.76,98.48
78,99.85,100.61
79,97.45,100.07
80,99.71,99.13
81,100.87,100.35
82,100.56,98.46
83,100.07,101.43
84,100.53,99.27
85,99.45,100.04
86,99.13,101.2
87,98.27,102.59
88,100.7,98.18
89,98.61,100.03
90,99.45,100.29
91,99.49,100.35
92,97.81,99.63
93,99.15,99.98
94,98.9,100
95,100.38,100.1
96,100.42,99.46
97,101.7,101.46
98,99.83,98.7
99,99.34,99.17
100,99.31,99.27
101,100.98,99.86
102,101.36,100.41
103,100.68,99.31
104,100.9,100.2
105,100.14,100.11
106,99.19,99.76
107,98.11,101.61
108,99.17,101.45
109,99.18,98.98
110,101.2,98.6
111,98.53,101.4
112,100.47,99.71
113,99.35,99.58
114,99.99,102.19
115,101.07,98.49
116,101.76,100.19
117,99.14,100.09
118,100.79,99.37
119,100.62,99.5
120,98.96,99.79
