Subject,A,B
1,93.69,91.44
2,92.14,92.43
3,90.68,90.58
4,92.3,91.53
5,93.16,92.86
6,91.26,91.11
7,91.97,91.55
8,91.09,91.42
9,91.02,91.54
10,92.48,93.66
11,91.07,90.87
12,93.26,91.79
13,92.23,91.21
14,92.25,93.11
15,90.99,91.69
16,90.83,90.86
17,90.79,90.77
18,91.61,91.02
19,93.77,93.81
20,92.27,91.99
21,91.96,92.04
22,91.36,91.61
23,92.11,93.33
24,92.48,92.66
25,93.08,92.61
26,92.11,92.44
27,92.83,93.1
28,92.47,91.5
29,91.27,92.06
30,91.92,91.02
31,93.81,93.61
32,91.6,92.15
33,92.76,91.82
34,92.29,91.42
35,91.5,91.43
36,92.17,92.13
37,91.89,91.72
38,91.26,90.98
39,92.66,92.2
