Subject,A,B
1,36.64,32.17
2,34.94,33.84
3,36.65,32.39
4,34.38,34.27
5,33.2,34.9
6,33.49,35.82
7,32.65,35.31
8,34.35,34.02
9,36.08,32.65
10,35.46,33.26
11,34.25,34.29
12,34.18,34.04
13,34.2,33.8
14,34.02,34.49
15,33.36,35.22
16,34.55,33.67
17,33.28,34.85
18,33.69,35.09
19,33.49,34.81
20,34.47,33.15
21,33.58,33.6
22,31.66,36.36
23,35.05,33.22
24,34.57,33.1
25,34.47,34.01
26,34.82,34.71
27,33.34,34.8
28,33.31,35.27
29,36.29,32.57
30,34.01,34.19
31,34.39,33.93
32,34.9,33.1
33,33.79,34.31
34,32.86,34.97
35,34.33,34.4
