Subject,A,B
1,28.79,28.14
2,29.14,28.14
3,29.6,30.51
4,29.29,27.41
5,27.02,28.14
6,29.28,28.76
7,28.13,29.28
8,28.13,29.64
9,30.89,30.75
10,28.94,28
11,28.69,30.21
12,28.85,31.04
13,29.99,29.82
14,29.9,28.2
15,30.8,31
16,29.67,30.04
17,30.05,28.4
18,30.15,29.67
19,30.1,29.33
20,30.33,29.17
21,30.96,28.73
22,30.83,28.8
23,30.48,29.27
24,28.61,29.78
25,31.15,31.64
26,31.93,29.28
27,29.31,29.62
28,29.19,29.45
29,29.62,30.53
30,30.23,29.17
31,31.76,29.55
32,29.7,28.84
33,30.92,28.58
34,28.42,29.9
35,30.27,29.69
36,29.6,29.43
37,29.98,27.28
38,28.68,29.15
39,30.67,31.51
40,31.38,30.31
41,28.34,30.01
42,28.18,28.87
43,29.87,29.36
44,28.47,29.3
45,29.59,30.79
46,29.71,29.66
47,30.19,30.96
48,29.46,31.13
49,29.65,28.69
50,29.94,28.69
51,31.43,28.45
52,28.61,30.15
53,30.53,30.26
54,28.27,28.86
55,30.39,30.19
56,28.51,28.6
57,29.57,30.96
58,28.09,29.5
59,29.34,30.35
60,29.82,30.58
61,31.43,31.46
62,28.03,29.74
63,28.6,29.9
64,30.78,29.49
65,30.43,29.23
66,30.36,29.33
67,28.24,28.69
68,29.35,30.27
69,29.04,28.6
70,29.34,31.39
71,29.61,30.29
72,29.34,27.8
73,28.35,28.5
74,29.9,29.73
75,30.09,29.08
76,29.7,30.42
77,30.22,30.95
78,27.97,29.81
79,29.51,30.77
80,29.87,31.87
81,29.25,31.16
82,27.68,29.68
83,29.44,28.52
84,28.87,29.97
85,29.25,29.11
86,28.71,29.89
87,30.51,30.12
88,30.57,29.39
89,30.53,28.91
90,29.3,30.29
91,29.13,29.24
92,29.54,28.64
93,29.15,30.32
94,30.23,28.19
95,29.28,29.44
96,28.64,30.49
97,30.13,31.02
98,30.38,29.22
99,29.26,30.75
100,30.23,29.45
101,31.48,28.51
102,31.11,30.35
103,28.62,29.85
104,29.54,26.8
105,28.5,28.14
106,29.52,28.54
107,27.71,28.49
108,29.38,29.26
109,29.61,30.32
110,28.42,30.78
111,30.14,30.4
112,29.47,29.81
113,29.75,30.31
114,29.55,28.5
115,28.98,29.12
116,30.02,30.15
117,30.49,28.54
118,29.71,28.03
119,29.53,28.84
120,28.7,28.21
121,30.52,29.38
122,30.22,28.96
123,30.8,30.7
124,28.3,28.99
125,29.31,29.02
126,28.31,30.92
127,30.05,28.52
128,30.2,32.18
129,29.38,28.77
130,31.27,29.88
131,30.76,29.34
132,28.75,30.14
133,30.5,28.03
134,28.82,28
135,29.27,28.71
136,28.46,29.84
137,28.76,29.2
138,28.35,29.49
139,30,29.78
140,30.1,29.86
141,31.01,29.99
142,30.89,31.5
143,28.67,30.2
144,29.24,30.07
145,28.72,30.53
146,29.91,30.02
147,29.81,29.61
148,29.57,29.12
149,29.63,28.27
150,28.49,29.06
151,30.88,29.43
152,29.58,31.45
153,27.28,28.64
154,29.88,29.91
155,32.13,29.42
156,30.09,30.08
157,29.84,28.83
158,30.26,30.63
159,29.69,29
160,28.38,27.31
161,29.53,28.84
162,30.64,28.73
163,29.03,28.78
164,30.19,29.65
165,30.75,29.58
166,27.84,29.83
167,30.64,30.85
168,29.45,30.89
169,28.91,29.7
170,29.26,27.74
171,28.38,29.82
172,29.62,29.25
173,28.57,29.64
174,30.53,28.58
175,30.32,29.97
176,29.21,29.32
177,28.9,29.46
178,30.35,29
179,30.43,29.63
180,29.33,29.87
181,28.21,30.79
182,30.07,28.98
183,31.63,29.89
184,30.35,28.83
185,29.87,28.89
186,28.96,29.47
187,30.39,29.82
188,28.13,29.94
189,31.06,29.63
190,29.12,30.73
191,28.81,31.01
192,28.09,29.97
193,29.82,30.89
194,28.37,28.24
195,29.26,29.28
196,29.29,29.14
197,28.74,29.42
198,29,28.82
199,28.36,30.38
200,27.72,28.91
201,28.73,28.65
202,29.99,31.01
203,29,29.03
204,28.69,29.5
205,29.02,28.69
206,29.28,29.55
207,29.21,28.93
208,28.57,28.01
209,29.83,28.17
210,29.69,31.47
211,29.09,31.38
