Subject,A,B
1,78.05,76.72
2,77.63,77.15
3,79.86,78.97
4,78.1,78.42
5,76.68,77
6,78.05,77.02
7,77.7,78.08
8,77.97,78.76
9,78.41,77.86
10,77.89,78.07
11,78.81,78.86
12,77.67,76.73
13,78.18,76.38
14,76.39,78.35
15,76.69,77.5
16,78.1,77.11
17,76.86,77.42
18,78.82,78.05
19,78.59,79.26
20,77.47,76.42
21,77.37,76.67
22,77.13,76.19
23,79.58,79.4
24,77.79,79.01
25,78.13,76.79
26,78.12,77.82
27,77.63,78.69
28,80.07,78.4
29,77.98,77.53
30,77.64,77.43
31,78.7,76.67
32,78.8,78.04
33,77.36,78.59
34,76.43,77.06
35,77.24,78.26
36,77.24,77.02
37,74.69,75.82
38,77.14,77.39
39,77.57,77.08
40,78.92,79.29
41,79.15,78.01
42,77.19,77.86
43,76.31,77.08
44,78.06,77.54
45,79.24,78.13
46,78.41,77.91
47,78.88,79.23
48,78.02,77.84
