Subject,A,B
1,11.64,11.83
2,8.39,7.42
3,10.48,10.37
4,10.68,10.77
5,11.09,10.92
6,7.9,9.83
7,10.37,9.96
8,10.54,10.26
9,9.24,10.62
10,9.09,10.85
11,9.96,10.84
12,8.72,9.86
13,8.85,9.25
14,9.56,9.58
15,7.56,7.21
16,9.61,8.72
17,7.99,8.18
18,7.38,8.95
19,8.57,8.82
20,10.3,9.01
21,11.02,11.71
22,9.26,8.8
23,8.84,8.58
24,9.56,10.17
25,10.25,10.44
26,9.77,10.63
27,10.12,9.78
28,9.59,9.4
29,8.07,8.7
30,6.7,8.26
31,10.09,8.84
32,10.37,9.68
33,9.17,8.89
34,9.55,9.96
35,9.72,10.7
36,9.5,8.41
37,11.67,9.86
38,11.82,11.86
