Subject,A,B
1,5.82,5.24
2,4.74,3.08
3,5.65,4
4,5.33,5.33
5,3.76,4.48
6,5.74,4.91
7,4.21,4.77
8,5.82,4.38
9,4.78,5.34
10,5.1,5.05
11,5.17,2.55
12,5.64,5.04
13,4.25,4.01
14,6.94,5.85
15,4.97,3.75
16,5.79,3.39
17,3.7,5.7
18,4.04,5.43
19,5.01,4.62
20,4.32,4.66
21,4.06,4.61
22,4.2,6.36
23,5.47,5.4
24,5.74,5.54
25,5.08,3.37
26,5.68,2.44
27,4.33,5.22
28,5.23,3.59
29,5.99,5.25
30,6.2,5.76
31,4.21,6.16
32,4.89,3.68
33,4.17,4.23
34,6.96,7.95
35,3.94,7.31
36,4.19,4.5
37,4.23,3.85
38,4.45,5.16
39,6.23,6.59
40,6.34,5.88
41,4.11,4.19
42,3.98,6.84
43,5.45,5.06
44,4.43,5.87
45,4.66,5.84
46,5.82,3.19
47,4.74,2.6
48,5.62,4.86
49,5.05,3.17
50,4.97,4.91
51,5.19,5.44
52,4.86,4.82
53,5.17,5.6
54,5.12,4.28
55,4.95,3.94
56,4.49,4.02
57,5.1,2.64
58,3.97,5.09
59,5.05,4.83
60,5,1.64
61,4.21,4.62
62,4.91,4.82
63,5.34,4.34
64,4.68,6.47
65,6,5.14
66,4.98,4.49
67,6.02,4.64
68,3.97,4.08
69,5.99,4.87
70,5.43,6.06
71,4.13,6.7
72,5.15,4.57
73,4.38,5.38
74,5.67,4.88
75,3,5.53
76,4.25,4.17
77,4.95,5.67
78,5.84,4.76
79,5.11,4.68
80,4.82,5.49
81,4.68,5.56
82,4.35,3.57
83,4.92,4.59
84,6.02,3.72
85,3.76,3.92
86,4.77,6.11
87,5.32,4.86
88,4.87,5.8
89,4.68,4.15
90,5.56,5.18
91,5.99,5.68
92,6.53,5.22
93,5.78,5.53
94,4.7,5.47
95,5.22,4.2
96,3.05,3.99
97,5.79,5.27
98,4,5.83
99,6.27,4.39
100,6.05,6.43
101,4.87,5.97
102,4.77,5.63
103,4.63,6.23
104,4.14,4.89
105,5.49,5.6
106,4.65,4.24
107,3.55,3.52
108,4.54,5.8
109,4.42,4.03
110,6.31,4.94
111,4.37,4.43
112,6.36,5.04
113,5.61,5.59
114,3.66,4.45
115,5.4,4.24
116,4.99,4.2
117,5.89,3.78
118,4.22,5.37
119,5.49,5.32
120,4.45,5.27
121,4.45,4.59
122,6.99,4.92
