subject,condition,values
116,A,53.39
81,A,-0.72
124,B,-15.79
137,A,-1.31
156,B,-51.57
185,A,-8.99
47,B,-16.65
18,B,184.57
63,A,47.55
163,B,86.51
11,B,76.86
186,A,65.62
180,B,11.21
32,B,243.55
119,A,8.78
105,B,116.9
82,B,-28.8
104,B,132.25
54,B,-24.17
26,A,-29.12
118,B,234.5
65,B,245.91
128,A,31.34
53,A,31.16
149,A,-22.86
174,B,15.44
130,B,-20.3
150,B,-88.81
14,A,18.58
83,B,-44.75
77,A,27.79
177,A,7.44
151,B,-85.39
90,A,-15.86
136,B,15.42
147,A,-15.9
107,A,16.58
98,A,49.53
38,B,95.24
1,A,-35.19
162,A,-37.73
85,B,-2.59
161,A,21.9
2,A,4.54
114,A,-21.95
141,B,-119.89
188,B,10.32
167,B,-4.1
113,B,279.01
92,A,13.68
31,B,-72.95
127,B,62.19
143,B,-116.51
102,A,18.39
132,A,-1.05
55,A,-5.73
22,B,94.88
101,B,210
51,B,-80.38
89,B,-38.44
41,B,186.69
23,B,89.38
120,A,9.11
148,B,310.11
100,B,80.98
71,B,168.32
164,A,-42.16
40,A,28.15
171,A,43.83
166,A,11.3
110,B,13.86
30,A,25.97
86,B,123.81
134,B,186.05
108,B,301.66
35,A,-32.41
126,B,111.8
179,A,-4.52
49,B,-1.91
36,B,-43.49
3,B,-101.19
45,A,38.52
17,B,-34.45
75,B,89.25
145,A,5.58
33,B,-47.02
140,A,20.7
76,B,102.99
74,B,19.53
165,A,13.39
48,B,-43.13
133,A,4.29
123,A,52.94
24,A,40.09
10,A,52.69
68,A,33.86
139,A,-13.52
184,B,-46.11
109,A,25.06
20,B,-7.95
121,B,28.6
80,A,35.52
27,B,117.43
59,B,86.14
99,A,46.54
159,B,-102.85
66,B,-118.01
5,A,6.32
64,B,-31.31
28,B,173.12
155,A,38.74
103,B,294.85
73,B,70.02
115,B,147.7
62,B,-22.38
9,B,27.07
169,B,131.97
70,B,-36.29
15,A,32.58
173,B,65.21
97,B,-85.02
56,A,-2.09
42,B,-114.3
135,A,21.38
87,B,-49.96
117,B,-84.01
21,A,4.9
88,B,-9.12
176,B,119.71
182,A,38.72
183,A,16.14
69,B,26.89
144,B,27.7
170,B,-136.01
122,A,20.64
129,A,37.47
125,B,-104.21
6,A,2.44
91,A,21.88
152,A,10.76
157,A,18.39
25,A,27.35
111,A,57.45
34,A,6.79
19,A,-48.42
172,B,245.96
79,B,135.74
46,B,102.6
37,B,183.6
106,B,39.59
72,B,-125.17
175,B,-8.81
67,B,-41.9
78,B,211.55
131,B,-79.55
29,B,-91.71
8,B,175.31
96,A,46.97
60,B,-63.1
16,B,-69.33
84,B,74.25
187,A,23.83
146,B,-51.31
44,B,-86.9
138,A,47.23
142,B,-140.34
43,A,32.84
7,B,-119.68
61,B,157
93,B,107.78
112,A,-4.33
57,A,5.96
181,A,-28.22
12,B,41.31
13,B,-86.12
168,B,76.96
160,A,-27.54
158,B,-112.79
58,B,293.64
4,B,-142.85
154,B,211.06
52,B,211.06
153,B,-82.62
178,B,26.65
50,B,-102.06
39,B,104.18
94,B,3.28
95,A,27.5
