subject,condition,values
69,B,894.26
57,B,911.33
62,A,970.01
15,B,1018.68
4,B,927.63
108,B,904.67
47,A,867.48
97,B,953.43
25,A,965.05
28,A,983.13
33,A,917.17
22,A,894.87
81,B,901.79
18,B,941.23
84,B,873.21
46,A,944.43
80,A,880.06
12,B,905.46
73,A,947.91
17,B,983.99
51,A,947.3
36,B,940.29
72,A,987.41
77,A,984.59
10,B,903.66
50,A,958.49
11,B,899.91
61,B,911.81
26,A,900.2
3,A,861.94
9,B,920.01
106,B,935.99
89,B,905.41
68,B,913.04
111,B,898.02
99,A,892.43
35,A,960.49
66,B,910.4
54,A,887.86
34,A,934.33
40,B,920.69
60,A,929.88
38,A,924.31
101,B,898.94
79,B,879.64
27,A,912.13
98,A,977.92
6,A,927.24
29,A,878.5
49,A,832.64
92,A,899.45
56,B,940.71
100,B,886.48
32,B,952.88
8,B,900.85
107,A,925.03
44,B,883.77
85,B,878.79
42,B,903.31
65,B,918.55
104,B,931.95
74,B,938.27
88,A,933.82
59,B,915.3
76,B,905.87
71,A,935.35
21,A,936.04
19,A,949.97
83,B,882.06
20,B,868.44
7,B,958.75
109,A,949.16
31,B,908.49
14,A,918.71
87,B,906.13
39,A,965.93
55,B,910.98
53,B,919.13
48,B,897.17
93,A,884.73
63,B,949.59
86,B,962.21
70,B,871.88
52,A,952.64
105,A,907.45
30,A,885.7
16,A,926.73
5,A,944.18
1,B,952.89
110,B,916.21
102,A,881.24
13,B,880.05
95,B,959.15
43,B,917.03
90,B,990.35
64,B,911.5
37,A,981.15
23,B,839.16
91,A,901.84
103,A,893.3
78,B,931.34
58,B,928.68
82,A,856.12
45,B,924.52
96,B,901.85
24,A,987.6
41,A,914.52
94,B,924.09
112,A,941.12
2,B,927.48
113,A,951.06
75,B,897.8
67,B,904.03
