subject,condition,values
117,A,180.34
112,B,243.36
116,A,250.61
58,A,140.8
18,B,253.4
55,A,228.96
67,A,312.83
36,A,249.83
50,B,241.87
87,A,119.8
39,A,87.43
129,A,237.86
145,A,212.67
103,B,230
57,A,257.6
131,B,221.25
21,B,222.19
16,B,237.87
35,B,253.39
43,B,254.54
89,A,228.33
94,A,143.9
49,A,261.46
80,A,197.92
128,A,212.13
141,B,257.9
72,B,236.22
125,B,227.05
77,A,297.1
124,A,246.58
59,A,329.59
137,B,227.48
48,A,172.58
138,A,86.85
19,A,236.78
123,B,237.5
95,A,205.07
140,A,175.49
11,A,226.47
93,A,226.82
135,A,251.45
88,A,195.46
115,A,162.01
148,B,259.39
74,A,213.91
102,A,143.85
33,A,247.92
108,A,263.13
139,A,294.55
20,A,233.58
2,A,256.63
105,A,88.39
32,A,238.64
51,B,235.87
61,A,185.42
30,A,206.81
6,B,232.96
146,B,211.73
25,B,216.85
107,B,216.35
78,A,185.2
17,B,225.45
24,A,218.44
8,A,138.26
91,A,256.04
99,A,168.47
62,A,158.48
71,A,177.97
63,B,244.75
150,B,238.26
56,B,251.84
90,B,222.16
5,A,237.29
28,B,227.67
4,A,244.27
118,B,228.11
106,A,261.4
14,A,343.18
29,B,243.01
136,A,180.39
34,B,223.26
60,B,226.4
111,B,240.21
114,B,263.24
143,B,222.04
45,A,208.94
73,B,243.59
42,B,239.83
144,A,217.79
3,B,246.5
86,A,271.22
83,A,188.73
27,A,240.31
38,B,248.88
12,B,242.74
130,A,300.56
104,A,185.28
126,B,248.1
10,A,219.79
121,B,221.8
23,B,245.19
37,A,135.67
44,B,233.66
31,B,211.41
1,B,236.96
81,A,315.55
119,A,124.89
127,A,198.05
64,B,206.5
97,A,248.29
65,B,264.32
92,B,217.74
13,A,185.75
40,B,238.28
120,B,227.39
85,B,241.34
110,B,253.18
41,B,243.86
75,B,222.78
133,A,211.34
52,B,251.16
113,B,230.39
66,B,232.64
142,B,243
53,B,247.88
84,A,344.94
149,B,234.86
54,B,225.62
79,B,236.59
22,B,220.19
68,B,225.55
9,B,233.2
101,B,251.37
109,B,203.74
70,A,292.62
147,B,245.91
98,B,234.07
96,A,204.69
122,B,232.57
132,B,234.24
7,A,298.3
26,B,225.11
15,A,299.81
69,B,255.91
46,B,253.16
82,B,220.6
100,A,132.35
47,B,264.38
76,A,288.74
134,A,304.01
