subject,condition,values
40,A,261.2
34,B,224.74
23,B,237.69
24,B,259.2
15,A,188.34
27,B,237.67
11,B,254.6
13,B,245.09
19,B,214.72
32,B,288.95
41,B,271.88
36,B,239.17
17,B,239.49
5,A,271.48
8,A,139.21
29,A,408.51
25,B,223.76
2,B,213.51
39,A,113.69
4,B,245.36
20,A,318.37
37,B,226.57
6,B,242.64
21,A,376.83
1,A,256.57
26,A,147.31
22,A,194.01
28,A,286.64
12,B,322.12
9,B,218.23
16,A,213.45
30,A,254.98
33,B,269.19
31,B,271.47
7,A,322.07
35,B,229.01
18,A,322.6
38,A,212.9
3,B,206.49
10,B,206.02
14,A,95.45
