subject,condition,values
112,B,710.98
60,A,748.14
70,B,788.42
145,B,682.35
50,B,668.4
126,A,751.45
4,A,729.56
102,A,703.92
139,A,748.53
12,A,712.03
162,A,741.47
147,B,611.96
20,A,731.47
138,A,731.56
15,B,773.94
92,B,755.16
82,A,734.44
48,B,728.95
87,A,742.55
6,B,810.96
96,B,749.3
36,A,710.57
51,A,724.4
125,B,713
28,A,769.3
105,B,704.58
117,A,742.51
65,A,751.88
103,A,742.59
58,A,741.13
1,A,758.79
136,A,736.91
130,A,755.06
18,A,752.2
56,A,726.46
149,B,661.84
2,B,771.53
66,A,716.35
16,A,713.24
98,B,805.8
61,B,679.89
128,B,743.66
34,B,710.08
124,B,678.15
13,B,732.69
153,A,744.08
95,A,757.09
59,B,673.3
157,B,843.17
8,B,753.39
131,B,817.73
63,B,725
76,B,722.61
114,A,755.12
23,B,718.23
100,A,755.37
79,B,777.94
146,B,672.56
62,B,834.61
68,A,755.19
133,B,700.16
97,A,735.47
152,B,770.06
52,B,689.15
80,B,753.25
122,A,760.5
109,A,765.04
24,A,749.23
123,A,729.26
40,B,758.55
53,B,680.65
115,A,705.5
94,A,745.24
86,B,803.83
143,B,718.07
161,B,727.81
26,B,691.84
69,B,813.22
47,B,729.84
88,B,755.63
127,A,727.26
113,B,653.04
99,B,708.68
81,A,777.86
106,B,680.47
137,B,775.05
45,A,738.66
5,B,753.01
44,A,722.08
151,B,788.8
19,B,721.52
119,B,690.58
144,A,738.02
17,A,759.17
57,B,693.01
121,B,734.15
25,A,732.93
32,A,753.86
150,A,767.15
3,A,736.96
155,A,737.18
141,B,677.94
78,A,668.49
129,B,703.05
85,A,728.05
91,A,764.82
108,A,742.13
107,A,739.17
83,A,753.27
75,A,749.63
160,B,683.17
159,B,762.93
11,B,694.95
132,B,809.18
7,A,750.85
67,A,693.32
135,B,719.29
73,B,714.83
22,B,678.59
110,A,756.26
118,A,769.89
156,B,634.73
41,B,651.33
134,A,733.79
31,A,760.55
30,B,666.22
77,A,738.65
104,B,744.53
71,A,719.18
89,A,720.91
90,B,749.75
111,B,706.78
142,A,673.91
37,A,721.84
93,B,727.7
39,B,748.63
29,B,673.77
46,B,827.45
38,A,721.13
140,A,724.59
27,A,772.35
43,B,755.38
120,B,786.05
33,A,744.43
74,B,718.14
42,A,752.52
154,A,751.4
116,B,776.49
101,A,775.15
158,B,701.7
9,A,756.94
35,A,724.66
72,A,698.66
49,A,755.48
10,B,672.94
21,A,743.84
148,A,754.88
54,B,854.65
84,A,704.32
64,A,778.4
14,B,653.81
55,B,714.79
