subject,condition,values
33,B,424.07
7,B,482.29
39,B,489.6
23,B,263.01
34,B,453.22
40,A,517.45
22,A,512.59
4,B,478.43
3,A,514.36
9,A,545.8
15,A,495.14
25,B,585.85
27,B,618.93
8,A,480.96
20,B,341.37
2,B,359.35
1,B,551.59
19,A,493.07
29,B,462.71
31,A,475.37
11,B,573.04
38,A,494.07
32,A,541.75
46,B,571.11
41,B,480.7
18,A,484.99
17,A,522.67
24,B,391.47
10,B,545.9
14,B,395.45
28,B,677.55
36,A,490.63
26,A,548.97
16,A,512.73
21,A,546.36
44,B,544.54
6,A,510.07
5,B,421.48
35,A,468.58
43,B,546.84
13,A,495.28
12,B,554.18
45,B,362.44
37,A,546.47
42,B,549.92
30,B,470.96
