subject,condition,values
213,A,469.3
125,A,443.92
71,A,463.71
147,A,500.83
198,A,478.45
203,A,440.95
43,B,545.36
108,A,457.63
120,B,480.69
234,B,486.97
208,B,456.77
104,B,599.6
29,A,471.42
173,B,456.33
50,B,441.99
57,B,530.91
92,A,475.06
55,A,457.43
21,B,415.75
247,B,615.62
223,A,484.58
24,B,416.53
100,A,455.15
60,A,482.2
20,A,445.42
243,B,470.89
83,B,419.71
166,A,488.12
10,A,461.32
190,A,495.44
44,B,432.1
65,B,443.36
227,A,477.5
248,A,479.62
39,B,486.59
222,A,481.69
107,A,471.2
235,B,440.9
182,A,472.33
129,A,507.34
119,A,475.77
143,A,504.76
239,A,480.43
232,B,413.22
63,B,465.94
2,A,479.9
153,A,485.12
105,B,450.34
110,B,609.12
15,B,545.45
136,A,469.71
42,A,539.38
188,A,467.66
193,A,499.88
4,B,459.41
47,A,452.75
226,B,450.69
126,B,441.73
113,B,507.41
137,B,517.52
132,B,393.12
184,A,485.45
33,A,483.88
31,A,473.98
58,B,443.66
17,B,501.64
93,B,574.45
148,A,423.08
54,B,484.99
197,A,459.22
219,B,396.96
79,B,404.34
180,A,488.93
142,B,692
185,B,589.1
34,A,502.75
161,B,442.84
201,B,470.66
99,B,457.52
19,A,458.13
149,B,552.58
178,B,533.43
141,A,499.37
106,A,476.61
46,B,523.71
199,A,501.18
109,A,447.33
242,B,553.33
32,B,475.04
115,A,501.64
77,A,528.51
35,A,489.37
212,B,450.8
86,B,404.06
69,B,530.83
16,A,445.05
134,A,514.85
238,A,492.13
241,A,478.15
12,A,542.2
26,A,495.34
3,B,618.62
170,A,464.03
117,B,409.29
76,A,484.07
40,B,484.59
211,B,403.17
102,B,455.01
144,A,492.7
130,A,468
81,B,583.75
9,A,511.91
176,B,441.11
233,B,635.36
202,B,496.53
240,B,455.58
87,A,488.9
158,A,493.26
156,B,510.48
191,B,509.15
7,B,557.93
73,B,610.59
207,A,512.92
195,B,615.96
122,B,431.26
67,A,485.84
133,B,427.3
224,B,496.72
64,B,399.93
246,B,478.92
210,A,495.54
97,A,497.69
154,A,519.54
74,B,453.36
172,A,484.45
231,B,529.5
230,A,502.63
78,A,493.92
28,A,487.01
51,A,503.53
237,A,489.91
95,A,462.47
135,A,469.02
59,A,486.1
140,A,476
37,B,661.17
30,A,460.67
167,A,490.98
5,B,478.42
61,A,535.12
80,B,515.17
200,B,476.12
244,A,435.1
196,A,514.91
85,B,570.12
181,A,471.54
204,B,434.84
114,B,410.9
228,A,512.38
155,A,498.5
1,A,473.32
169,A,479.56
23,B,476.72
220,B,586.82
150,A,495.57
245,A,500.19
68,A,487.8
6,B,458.09
215,B,627.29
48,B,394.59
174,B,432.97
66,A,475
11,B,410.81
112,A,482.75
131,A,478.04
36,B,638.6
225,B,494.21
41,A,488.99
98,A,495.45
72,A,505.03
162,B,396.13
160,B,558.05
189,B,474.59
177,A,450.59
75,A,517.21
25,A,496.85
217,B,555.62
128,B,439.77
209,B,483.66
139,B,540.45
138,A,470.2
88,B,409.8
187,A,469.05
103,A,463.36
168,A,470.6
90,B,541.74
123,A,497.42
116,A,523.6
52,A,504.92
118,B,436.33
53,A,438.05
111,A,484.75
146,A,479.4
70,B,556.23
13,B,456.8
206,A,499.83
151,B,539.34
236,A,506.93
163,A,489.16
179,A,509.82
229,B,557.79
49,B,415.59
205,B,441.68
164,B,550.41
84,A,467.74
183,A,482.27
89,B,473.66
22,B,522.7
62,B,491.78
175,B,429.85
145,B,465.81
91,B,476.61
157,B,562.14
127,B,434.59
94,B,511.52
18,A,537.48
38,A,485.99
96,A,491.51
165,A,488.26
14,B,410.86
216,A,490.72
218,B,445
82,B,415.47
56,A,438.48
194,A,487.74
8,A,495.02
192,B,415.78
124,B,424.31
45,B,451.58
186,B,427.28
214,A,471.39
101,B,476.21
121,B,507.68
159,B,663.41
171,B,454.85
221,B,434.47
152,A,485.25
27,B,489
