"A","B","C","D","E","F","G","H"
1.29393071875634,7.54016509441529,-1.53356786926509,-1.54677514370066,-0.28985694327771,-4.14293471198082,2.09747924278867,-2.35883886834949
2.10943501686412,3.47728142142562,-0.649865622627188,1.4839911217962,-0.848045190990886,1.35839373281537,0.257820375089546,0.874653695427355
3.20800929157746,5.23374184701888,-1.47018301800083,-1.09668669579596,-0.824745479628834,2.47316500615781,1.07747576634756,-1.24197666357454
1.1833838836861,3.27073737867535,-1.26866116029075,-0.925088235778722,-0.399333687717655,5.65866015160535,1.55988998072265,1.177375445225
-0.598887598439737,0.975185124907273,-1.18728403031347,-0.206767055156719,-1.66970818625132,1.31937790571232,-0.670350772363607,-1.13787985781821
-0.130061199192824,3.94589351204225,-1.88225467804599,-0.272954589882478,-1.07449990815438,-1.11678953576564,-1.90844828901738,-1.77301482390272
-0.338511801122565,5.78938892842182,-2.50599358181599,-1.22442792185993,-0.197343784024904,2.50738839469672,3.17377365239265,-0.444845016885467
4.29909966792268,9.19437484235917,1.21292571597342,-0.805100366770042,-1.65862645961263,-1.90223465627313,0.561938092379399,-2.25429109988093
1.05582843672483,2.19697542233232,-1.03314950771208,0.791888147785891,-2.00035633196186,0.982314799229202,-1.80049226045631,-2.12157647435329
2.79685962672196,4.94407803919727,-1.44252742363651,-1.24069286330448,-0.577210351282659,1.859776341554,-0.482390077207954,-1.61729242738508
3.57775212032211,0.385538225514671,-1.83786361630995,-2.62131068372047,0.0626038957991297,1.4125462896444,2.01849690603906,-1.08518593061329
-1.827779164205,1.48085564695536,-1.10241720773982,-1.81059563261702,0.0264176543351853,0.989568785994526,-3.3546500229664,-1.84948925374412
2.84365158207789,4.7004102790103,-1.72870538011027,-0.409942705265228,-2.3000135588565,-3.60220168638074,0.915785184242438,-1.55079366603824
0.950149373994395,5.62278106391839,-1.32436286012888,-1.33721822500441,-2.27449013501575,2.62149785893506,0.59569161139199,0.323801462668075
1.91175327228875,2.57919840768918,-0.210105888360134,-1.45398163935317,0.0957131028307863,-1.6918450025355,1.37739863074502,-1.62866042222254
-0.371526974590173,1.12387559971408,-0.790723035684859,-0.61534460149045,-0.515029515902966,0.950150296635456,0.0439062117283021,-2.21132502376563
-0.754654120911937,1.11505370061873,-1.51362454109837,-1.8898891493498,-0.953023514556581,-1.07436412248958,0.894559555129029,-1.46620937889892
0.172013112085967,2.54251661467964,-0.104601229063832,0.274109555184125,-0.515062024623383,-1.11499556047573,-3.56273067591924,0.440901269806349
1.63004648761316,-0.622076537873514,-0.952893708986232,-1.05463214444539,-3.43351424867542,2.06594993505309,1.94999723051973,-2.03847059181632
1.26715618506901,3.07689267833295,-0.788690452609635,-1.30975633796641,-0.0307118714648379,-1.52145126419074,3.25792960652178,-1.93975016170651
-3.79011956574497,0.782175581077704,-1.32388734021293,-2.84312333791032,-0.896432297316808,-1.32628119161271,2.7794252140056,-0.785504112979906
-2.93460486799782,5.83186444943913,-1.28643059754594,-0.136092303591923,-0.973962375886767,4.0784492059575,2.07898459694098,-1.7503580685517
1.58112617660372,3.37797567042773,-2.30871801418145,-0.235492000998599,0.0102349502924788,-2.96819897053174,0.037810629778477,0.857602402295044
-1.97979812918984,9.34244089581136,-2.21640439751094,-0.0130152952590434,-0.766266151310229,-0.560319750741304,1.20237678094813,-2.22669436079105
1.72805341132364,5.7742550349843,-1.99495241311175,0.530017895041645,-0.921016259915484,-0.684619864955889,-2.36319826931214,-2.26790106941515
-0.589986684884289,-0.046357864700175,-2.2334396828596,-0.882336670135547,-0.0405660294758932,-4.31521802840103,3.64436388497379,0.931791783542299
3.14912633102917,-2.87374714843404,-1.82049807474463,-0.619255212449776,-0.373342926760625,2.08828523907087,6.75753121461914,-0.990853672514886
-0.467079071674026,5.09168819836452,-1.33481749015533,-2.38834342888504,-1.37544337277582,-0.620739552235188,1.91516171267785,-1.14277674746577
-2.37208813945371,4.43435237675392,-2.07144240877775,-1.31872237690214,0.0411324330411764,-0.249013737983499,4.45742713855981,-0.521453107424395
1.94083505850496,-5.41895198113078,-1.83786188043227,-0.0739172634151706,0.0235509439463506,2.65714736749971,-2.15032105018885,-0.365300546685098
6.88783519105945,2.95373878675209,0.783171964411727,-0.742748636028015,0.138450320464844,-0.553541127287864,4.27916687007433,-2.14018302504761
4.8129113579777,3.06811592700924,-0.699375165204558,-1.74525766997365,-1.57939010067087,2.47523923547458,-0.161102620760176,-0.151045704688745
4.98312600540448,2.60070328084033,-2.02471709179277,0.170584403767565,-0.45583185673039,-0.227598793244016,2.78905571352687,-1.73134760233027
3.46684689721604,2.66045640637682,-2.24764039372868,1.17067656520618,0.34407897361164,-0.189190037924947,2.949280378099,0.157073946353912
-0.350872180255734,5.60733373385966,-1.27542865220849,-1.661269378523,-1.47380421124716,-1.46778949120848,-0.0914025711624007,-1.33766078208272
0.22838083860534,4.80337532711182,-1.4559770645129,-0.23884949915204,-1.19355093033586,-1.96774368821681,-0.274368972402451,0.779604891294612
1.28067970035841,1.04092956190956,-0.469971255868143,-0.586004761804293,-0.339037735691598,2.21648197228355,-1.8693205746783,-1.41417352244957
3.77417658696204,5.2011343535933,-0.986469153482433,0.360312584223426,0.0109577312041216,2.87983950871457,-1.52026565246759,-1.26150462072256
-3.04113497618929,3.34744714827837,-1.75600161653726,-0.654276854984696,-0.699088151597871,1.34947008151665,-2.26096271513225,-1.37465141371927
1.44972367051232,2.92673145358939,-2.46942267058596,0.418403494574192,-2.68729817467518,0.29961453178004,-0.368889376783752,-1.59172413913998
1.09215125540529,-2.36614786577081,-2.36537479987578,0.580518242529326,-0.499983706787128,0.859418195728088,2.98564542702159,-1.16900101336914
1.05406995245721,-0.122836239546875,-0.624063099946143,-0.67523996647534,-1.01076612368128,3.58438337756829,-0.0279567760791648,-2.40867311994068
0.35439838712747,2.86135692455571,-0.409634629336373,-2.65089315081948,-0.508549724949808,-0.303152386620209,3.55291199349117,-0.277309906121387
0.599180194709722,7.38764073467004,0.114788220072852,-1.2695141643372,-1.47041570056934,0.885416205237858,-0.520954108640496,-0.0468870460108367
0.849844191808404,9.10943210969904,-0.351545322387916,-1.57962435028723,-1.69876922271801,2.0216929427408,-0.18351971968031,-1.96816715323421
0.902207257328459,4.93990910969645,-1.40354728070763,-0.511253271610271,-2.23753450808556,1.75924011933725,-0.344956933173955,0.794524917832883
-2.6161993242907,6.27997791824413,-1.86087222769433,-4.26661566696635,-1.87506310067134,-5.90653024232125,-0.515536459597306,-1.04261328591352
1.08783919216211,5.94931647682048,-1.48489498203366,-0.0615252111248934,-0.446472498008641,0.452333155475185,-0.639523891559051,-1.51985947936092
1.90684636809147,0.674185552850409,-1.50064049566649,1.07677045105014,-0.839732084103373,-1.1288241336723,-0.555902016446589,-1.1284063528358
0.0598854972911897,3.49887053312612,-0.120411592141034,-1.33852074366178,-0.719777335713462,0.54802619132553,4.15313224306371,-1.4255782992463
1.83154281279257,-1.96304120260565,-1.00043866898615,-1.18799192657223,-0.461292746277584,-1.18585343408333,-0.652594171915253,-1.31284311108337
2.86233929646943,2.03872424659849,-0.700704751249683,-1.51299368995017,-1.52201559335739,0.711754892296092,1.22250562822036,-0.975898007038767
-1.82925192478088,1.26664643567643,-0.0992673655301293,-1.13203649837276,0.181004851079518,2.65469531028708,2.91562264714463,-1.94853844906214
-1.4838194313279,1.1362602543795,-1.64701728072347,-0.830594892663229,-0.513794886002523,-1.69274575660555,1.23442122832184,-2.01963577196975
0.980142594519549,9.35861669538755,-1.80092602106253,-0.109732515099205,-1.77689205799631,-1.28587572870382,1.34401396402868,-1.88744700011969
2.5806088766904,-2.02176437677829,-0.570369245897797,-0.914894262905705,-0.450622822694115,1.9941575656559,-0.889059633179089,-0.748256139707353
0.0552222313914044,3.84106197083946,1.19944003439002,-0.0525894015288122,-1.34185996825771,2.10500717577545,-1.25630748769742,-0.473599705225178
-1.3643644465681,4.51026221918262,0.132724456253722,-1.61483080072519,-0.832148260221802,2.71008160962229,-4.00576468473495,-2.28756828600585
2.98235261662984,7.77300598371077,0.231309007356084,-0.738484631738947,-0.265609967543553,0.645220155138204,2.52803304163214,-2.05395980621804
-0.0617131583550474,3.53584098854437,-1.12875715045668,-3.18053726650507,-2.08399516211189,0.199242835243165,-0.867873593787438,-1.07011314503308
0.515200643215519,0.230204555173094,1.62799933341365,-1.75555666410277,0.191836414766278,-2.5081151557173,-0.790414977315359,-0.610399047996234
-0.0610594193823542,2.04452308155931,-2.05887763321667,-1.47412613661515,-0.268537555879141,2.71690862564214,-1.94121392182943,-1.6257066030822
3.36496931374424,4.37839775625227,1.24500676174848,-2.35739353876015,-2.20921568306964,-0.979047054104195,1.30697690213268,-0.943868550701907
-0.71038655329197,2.71343390678533,-2.20727860348665,-1.39222830635559,-0.377406257567944,-2.55642578575196,0.639632779650158,-2.26022506241654
2.08561776102612,4.36120684240562,-0.603842437185373,0.807586433659807,-1.91073910520419,-0.717559050203792,1.19031318110235,-1.35818496237815
3.76220671285035,4.89574996171374,-1.89774782397792,-1.91158573848945,-1.77606477957332,-2.39757796479073,0.4390591920034,0.387206075175485
