Subject,A,B
1,7.36,7.21
2,7.07,5.36
3,7.34,6.9
4,7.22,5.81
5,6.67,7.45
6,8.4,8.23
7,7.56,6.62
8,7.3,6.1
9,6.38,6.74
10,6.83,6.83
11,7.14,7.33
12,7.04,6.07
13,8.23,7.27
14,5.53,8.33
15,7.72,7.48
16,8.07,5.94
17,6.05,7.33
18,6.17,7.26
19,7.48,6.93
20,6.5,6.62
21,6.77,5.83
22,6.28,7.91
23,5.43,5.68
24,5.75,9.14
25,6.25,7.01
26,6.7,6.96
27,6.98,7.46
28,7.09,7.57
29,6.39,7.78
30,7.97,6.43
31,6.48,9.25
32,6.96,7.81
33,9.48,5.89
34,6.29,7.62
35,6.7,6.53
36,6.95,7.55
37,7.36,6.14
38,6.1,7.71
39,5.93,8.34
40,5.7,7.02
41,6.03,6.02
42,6.03,7.71
43,6.15,5.39
44,7.41,5.55
45,5.5,6.42
46,6.64,6.42
47,6.54,8.34
48,7.39,7.41
49,6.93,7.53
50,7.15,6.77
51,6.52,6.99
52,5.68,8.46
53,7.4,7.88
54,5.23,6.79
55,6.75,7.48
56,7,5.83
57,6.89,6.16
58,6.98,6.37
59,7.48,7.22
60,7.39,6.07
61,6.8,5.67
62,8.34,6.96
63,6.69,7.81
64,7.35,7.43
65,7.84,6.9
66,8.02,6.13
67,6.58,8.08
68,6.74,5.87
69,7.94,5.34
70,7.57,7.11
71,5.78,7.89
72,7.24,7.14
73,8.33,6.76
74,5.62,9.9
75,6.16,5.96
76,7.93,5.82
77,6.19,7.45
78,5.63,6.47
79,7.24,6.8
80,9.04,4.47
81,5.74,6.94
82,6.24,7.02
83,6.98,7.93
84,7.96,8.56
85,5.55,6.31
86,6.11,8.22
87,7.34,5.6
88,7.43,6.43
89,7.02,6.18
90,6.34,6.78
91,7.36,4.54
92,8.29,5.29
93,7.97,9.45
94,7.42,8.86
95,5.68,7.09
96,5.72,8.4
97,8.39,8.19
98,7.25,6.76
99,7.44,6.12
100,6.42,6.13
101,6.96,7.3
102,6.3,7.92
103,9.1,6.03
104,8.42,7.4
105,7.56,6.17
106,7.18,8.35
107,6.59,5.83
108,8.43,6.11
109,8.84,5.69
110,7.26,6.33
111,7.27,7.38
112,7.3,7.37
113,6.43,8.5
114,7.9,6.03
115,6.14,5.26
116,7.99,6.69
117,6.45,7.3
118,6.16,5.81
119,8.07,6.17
120,4.37,6.79
121,7.45,7.79
122,8.11,6.14
123,6.82,6.65
124,7.24,6.05
125,6.98,7.67
126,6.36,6.39
127,6.1,6.22
128,6.94,7
129,5.69,9.29
130,6.8,8.47
131,6.9,6.29
132,7.18,5.96
133,7.91,7.46
134,6.21,6.62
135,7.89,6.52
136,8.66,6.47
137,6.39,7.46
138,6.9,6.41
139,7.13,6.71
140,6.33,8.37
141,5.97,7.36
142,7.12,6.53
143,5.99,7.96
144,7.23,6.51
145,4.09,7.86
146,7.33,6.97
147,6.88,5.82
148,6.96,7.85
149,6.33,6.13
150,9.33,4.88
151,5.81,7.23
152,8.08,7.68
153,6.78,6.94
154,6.45,8.62
155,7.55,7.57
156,7.57,6.84
157,7.3,8.64
158,5.35,7.69
159,6.17,8.35
160,6.28,6.03
161,6.7,5.98
162,6.48,7.42
163,7.21,8.69
164,8.6,5.72
165,7.14,7.16
166,5.86,6.92
167,8.95,8.73
168,6.59,7.26
169,7.1,6.99
170,5.97,6.55
171,4.51,7.61
172,7.89,6.28
173,6.01,6.18
174,8.06,6.29
175,6.04,8.28
176,6.42,8
177,7.23,8.1
178,7.21,6.59
179,7.13,7.45
180,8.24,6.28
181,6.76,5.96
182,6.91,6.81
183,7.77,7.66
184,7.18,6.42
185,7.55,6.36
186,6.63,8.83
187,6.45,5.84
188,6.99,6.02
189,6.6,7.5
190,5.52,8.7
191,6.35,6.45
192,5.89,7.96
193,5.98,7.44
194,6.84,6.83
195,7.21,7.4
196,9.62,6.52
197,6.85,7.65
198,9.4,7.41
199,5.75,7.91
200,6.16,6.25
201,6.82,7.68
202,8.42,5.87
203,8.03,7.09
204,6.65,6.19
205,6.85,7.51
206,6.84,7.34
207,6.07,6.88
208,6.79,7.18
209,7.21,6.93
