Subject,A,B
1,63.77,62.87
2,63.04,62.34
3,60.27,65.19
4,61.63,63.13
5,62.72,61.32
6,62.48,60.34
7,60.78,62.95
8,61.3,61.93
9,62.38,61.96
10,62.91,62.2
11,61.27,62.24
12,62.63,63.66
13,61.43,63.59
14,64.17,61.23
15,63.24,62.05
16,64.55,62.69
17,64.42,61.73
18,62.28,60.06
19,61.33,64.16
20,62.04,62.9
21,63.2,63.43
22,62.38,62.55
23,62.72,62.24
24,62.73,62.5
25,62.2,63.7
26,62.95,62.86
27,62.15,63.19
28,62.66,61.8
29,62.99,61.96
30,64.53,61.11
31,62.04,62.92
32,62.13,64.26
33,63.29,62.89
34,63.38,61.58
35,63.95,62.71
36,62.65,61.43
37,61.92,63.52
38,62.7,61.15
39,63.12,63.16
