Subject,A,B
1,34.65,34.94
2,35.32,35.94
3,35.92,36.03
4,36.93,34.84
5,36.69,36.45
6,37.08,36.73
7,36.63,37.58
8,34.91,34.51
9,34.23,35.27
10,34.31,35.09
11,36.57,35.73
12,33.69,35.12
13,34.81,36.41
14,35.2,35.6
15,36.51,35.44
16,35.56,34.2
17,36.3,35.49
18,35.32,35.58
19,33.75,37.03
20,34.91,35.14
21,35.94,35.74
22,36.99,35.71
23,36.61,35.88
24,36.03,36.81
25,35.35,35.9
26,33.45,34.34
27,35.02,34.24
28,35.29,35.41
29,34.87,36.26
30,37.69,35.09
31,35.22,34.58
32,36.99,35.48
33,35.93,35.26
34,35.93,35.49
35,36.27,35.79
36,35.02,33.05
37,36.39,34.29
38,35.41,35.19
39,34.51,35.18
40,32.79,35.22
41,35.82,35.11
42,34.89,34.88
43,34.98,34.69
44,36.19,35.12
45,36.17,33.42
46,35.77,34.66
47,36.47,37.33
48,37.45,36.4
49,37.05,37.3
50,35.95,36.98
51,34.99,34.62
52,36.15,35.7
53,35.08,35.47
54,35.27,35.36
55,36.38,36.87
56,35.99,34.66
57,35.41,35.47
58,35.47,35.58
59,33.72,35.49
60,34.81,35.29
61,36.85,36.2
62,37,35.93
63,35.64,36.1
64,35.91,36.31
65,37.11,36.78
66,35.67,36.43
67,35.06,34.57
68,35.22,35.08
69,32.63,34.85
70,35.12,35.04
71,35.83,35.85
72,37.19,37.42
73,35.08,33.13
74,35.01,35.39
75,36.65,34.57
76,34.77,34.66
77,34.49,35.03
78,34.71,35.77
79,35.36,34.36
80,35.49,36.13
81,37.2,35.17
82,36.32,36.92
83,33.89,34.34
84,33.89,35.75
85,35.24,36.15
86,35.64,34.93
87,36.23,35.43
88,35.53,34.68
89,34.7,34.74
90,35.01,34.74
91,35.78,34.71
92,35.75,35.8
93,35.5,35.3
94,35.58,34.66
95,34.79,33.75
96,35.03,35.16
97,33.98,34.38
98,35.12,33.72
99,36.15,36.19
100,34.41,34.5
101,34.39,36.24
102,37.04,34.46
103,35.08,35.43
