Subject,A,B
1,17.11,16.22
2,15.93,15.63
3,17.32,15.39
4,16.69,15.62
5,15.8,14.89
6,13.21,15.81
7,16.96,15.03
8,16.3,16.37
9,17.15,15.74
10,15.28,16.08
11,15.39,16.8
12,17.6,16.69
13,14.57,14.68
14,15.87,16.66
15,16.14,17.92
16,14.38,16.3
17,14.58,16.52
18,14.85,16.4
19,15.95,17.89
20,14.11,15.84
21,14.85,15.65
22,15.55,16.47
23,16.73,17.22
24,14.87,15.87
25,15.88,15.73
26,17.56,14.86
27,14.49,17.02
28,16.45,15.21
29,17.59,14.58
30,16.87,15.8
31,16.95,16.24
32,15.33,17.46
33,17.18,16.62
34,15.6,13.28
35,15.43,16.1
36,16.29,17.18
37,15,15.26
38,16.52,15.37
39,14.82,17.28
40,18.53,15.48
