Subject,A,B
1,39.42,39.1
2,39.82,38.67
3,39.94,40.26
4,37.48,36.59
5,39.04,39
6,38.81,38.06
7,39.03,39.03
8,40.48,39.9
9,36.62,37.13
10,40.49,40.01
11,37.11,37.45
12,40.17,40.58
13,36.67,37.9
14,38.69,39.17
15,37.72,37.51
16,36.37,37.1
17,38.32,37.75
18,38.56,38.66
19,39.54,39.49
20,41.14,40.51
21,37.6,37.44
22,40.21,39.75
23,40.11,39.43
24,40.06,40.22
25,38.04,39.59
26,38.92,39.27
27,39.12,39.14
28,41.02,40.41
29,38.39,39.01
30,40.71,41.14
31,36.96,37.25
32,40.29,39.92
33,37.72,37.7
34,37.63,37.97
35,40.3,40.37
36,38.39,38.89
37,39.05,38.99
38,40.27,40.19
