Subject,A,B
1,83.01,82.53
2,82.19,83.21
3,85.23,84.8
4,82.25,82.55
5,83.52,83.64
6,82.54,83.09
7,83.7,82.74
8,82.5,82.48
9,82.13,82.58
10,82.22,82.81
11,83.15,82.81
12,84.68,84.46
13,83.81,83.04
14,84.35,85.2
15,82.24,82.29
16,83.98,83.91
17,84.69,85.6
18,83.41,83.11
19,83.39,83.72
20,83.36,83.42
21,83.39,83.29
22,83.78,83.16
23,82.17,82.1
24,82.54,83.1
25,83.51,83.33
26,82.93,83.38
27,83.1,83.51
28,82.55,81.97
29,84.3,84.59
30,82.03,81.95
31,82.86,82.6
32,83.59,83.04
33,83.04,83.61
34,85.36,85.32
35,82.87,82.6
36,83.4,82.9
37,83.23,82.96
38,83.58,84.03
39,83.65,83.38
40,82.34,82.49
41,82.41,82.46
42,84.25,83.14
43,83.85,83.72
44,82.79,82.78
45,83.45,83.36
46,83.85,83.17
47,82.33,82.24
48,83.3,82.59
49,82.16,82.33
50,84.36,83.98
51,83.82,83.15
52,84.5,84.72
53,83.72,83.94
54,83.42,83.35
55,83.22,82.79
56,83.64,82.72
57,83.72,83.6
58,84.55,85.66
59,82.49,81.83
60,83.16,83.83
61,84.21,84.47
62,83.37,83.35
63,81.88,83.4
64,82.79,82.45
65,82.07,82.39
66,82.61,83.22
67,82.39,82.61
68,81.62,81.98
69,84.49,83.85
70,82.21,82.92
71,82.6,83.36
72,83.22,83.49
73,83.13,83.25
74,82.97,82.9
75,83.51,83.44
76,82.95,82.63
77,82.8,82.69
78,84.18,84.5
79,83.34,84.17
80,81.98,81.3
81,82.53,82.8
82,82.42,82.63
83,81.77,82.27
84,82.86,83.43
85,83.09,83.42
86,83.34,82.73
87,84.21,83
88,82.52,81.69
89,84.17,84.02
90,83.63,82.95
91,83.1,83.59
92,82.3,82.17
93,82.1,82.24
94,82.27,82.43
95,84.87,84.28
96,84,84.21
97,82.27,82.44
98,82.42,82.5
99,82.74,82.84
100,83.98,83.16
101,82.77,82.41
102,84.95,84.61
103,83.57,83.75
104,83.3,83.18
105,81.8,81.6
106,83.57,83.94
107,82.85,83.28
108,85.01,84.22
109,84.95,84.82
110,84,84.39
111,82.04,82.04
112,82.2,82.31
113,82.35,82.61
114,82.97,83.85
115,83.96,83.21
116,82.33,82.38
117,81.97,82.24
118,84.69,84.43
119,82.33,83.36
120,81.64,82.83
121,83.62,84.17
122,83.77,83.69
123,84.06,83.46
124,83.74,82.91
125,81.68,82.17
126,81.7,81.69
127,82.75,82.73
128,82.46,82.7
129,84.65,85.14
130,86.44,86.02
131,82.98,83.02
132,81.68,82.32
133,84.35,83.18
134,83.5,83.59
135,82.74,83.01
136,82.05,82.18
137,81.79,81.61
138,85.04,85.37
139,84.85,84.25
140,83.39,82.99
141,82.9,83.15
142,83.86,84.76
143,83.67,84.21
144,81.79,81.43
145,82.79,83.36
146,83.3,82.6
147,83.54,83.57
148,84.46,84.1
149,81.84,82.93
150,83.78,83.08
151,82.67,82.25
152,83.3,83.34
153,82.92,83.15
154,85.58,84.87
155,83.18,84.1
156,82.37,81.77
157,83.79,83.4
158,82,81.89
159,81.91,82.2
160,84.82,84.74
161,82.6,83.01
162,82.25,82.05
163,83.71,84.24
164,83.62,83.12
165,81.29,81.07
166,83.42,82.97
167,83.29,83.74
168,84.79,83.57
169,83.33,83.04
170,81.39,81.27
171,83.63,83.21
172,83.43,83.28
173,82.84,83.86
174,81.72,81.69
175,83.32,82.9
176,83.92,83.7
177,84.12,83.99
178,83.5,84.04
179,83.18,82.86
180,83.42,82.71
181,82.3,82.57
182,83.08,83.1
183,83.06,83.07
184,84.33,83.8
185,83,83.45
186,82.8,82.22
187,82.96,82.71
188,82.5,82.37
189,83.59,83.12
190,83.67,83.74
191,81.77,82.08
192,82.62,82.48
193,84.19,84.88
194,84.74,83.99
195,84.25,84.35
196,82.95,82.51
197,83.54,83.48
198,83.53,84.33
199,84.91,85.61
200,84.1,84.24
201,82.26,82.02
202,84.52,84.89
203,84.71,84.34
204,84.55,84.07
205,84.02,83.83
206,84.48,83.49
207,82.23,82.62
208,82.56,82.56
209,83.71,84.11
210,83.95,84.23
211,82.37,82.7
212,83.95,83.21
213,83.43,83.61
214,82.09,82.09
215,83.16,83.37
216,84.16,84.43
217,82.34,82.31
218,84.4,83.61
219,81.8,82.26
220,84.88,84.24
221,82.38,82.79
222,83.35,83.43
223,83.76,83.47
224,82.94,82.33
225,83.8,82.98
226,83.96,84.21
227,82.62,82.19
228,84.02,83.92
229,84.86,85.76
230,84.17,83.36
231,83.09,83.26
232,83.07,83.33
233,84.35,84.24
234,82,82.3
235,82.65,83.8
236,83.55,84.57
237,82.83,82.6
238,83.31,83.48
239,83.07,82.74
240,82.39,82.75
241,83.97,83.6
242,83.8,83.53
243,82.94,83.2
244,82.85,82.9
245,82.11,82.59
246,82.47,81.52
247,83.99,83.74
248,83.32,82.88
249,84.3,84.94
250,82.12,81.9
251,82.58,82.51
252,82.78,82.63
253,83.81,84.19
254,82.49,82.93
255,82.26,83.28
256,84.3,84.3
257,81.67,82.29
258,82.36,82.21
259,81.55,81.44
260,83.27,83.44
261,83.59,82.66
262,85.33,84.34
263,84.38,84.74
264,81.8,82.25
265,83.88,83.08
266,83.65,83.1
267,83.57,82.16
268,82.1,82.69
269,81.01,81.24
270,82.77,82.68
271,84.84,84.36
272,82.42,82.07
273,82.79,83.16
274,82.62,82.35
275,81.79,81.74
276,83.85,83.58
277,83.32,82.58
278,83.17,82.35
279,81.43,81.99
280,82.46,82.73
281,82.01,81.89
282,82.72,82.4
283,82.03,82.27
