Subject,A,B
1,21.26,21.97
2,22.03,21.42
3,21.8,20.96
4,20.59,21.79
5,23.07,21.89
6,23.44,21.69
7,21.38,23.16
8,21.04,20.54
9,20.32,20.52
10,22.65,21.48
11,20.22,18.87
12,21.74,21.62
13,22.48,20.45
14,21.51,22.53
15,20.64,22.57
16,20.71,19.84
17,21.27,20.51
18,22.03,20.95
19,22.19,20.23
20,20.8,21.34
21,21.22,21.43
22,24,21.06
23,20.53,20.47
24,21.28,21.25
25,22.58,20.73
26,20.82,20.84
27,21.46,22.2
28,22.77,22.29
29,22.49,23.72
30,19.52,18.81
31,22.18,21.16
32,22.67,20.92
33,23.58,22.86
34,22.6,22.38
35,20.99,20.13
36,22.58,21.86
37,22.73,22.11
38,21.12,21.75
39,22.94,20.54
40,21.95,21.74
41,22.69,22.06
42,20.76,20.43
43,22.72,20.3
44,22.81,22.42
45,20.53,21.43
46,21.65,21.79
47,21.92,20.26
48,20.94,21.18
49,20.89,20.68
50,21.73,22.97
51,20.74,21.86
52,21.75,21.23
53,21.81,22.19
54,20.58,22.25
55,19.4,21.47
56,21.13,22.96
57,21.49,20.73
58,22.63,22.17
59,22.61,21.81
60,22.04,22
61,20.58,20.03
62,20.91,23.31
63,21.85,22.31
64,20.56,21.25
65,22.37,21.73
66,21.69,21.55
67,22.43,21.34
68,21.99,19.84
69,20.81,20.35
70,21.1,20.61
71,23.51,21.04
72,20.07,21.89
73,19.31,20.59
74,19.81,22.1
75,22.37,20.59
76,20.39,21.07
77,21.05,20.31
78,20.98,21.04
79,22.75,22.22
80,21.15,21.65
81,21.31,21.54
82,21.74,22.62
83,22.49,21.36
84,21.3,21.39
85,21.79,22
86,22.47,21.57
87,21.75,21.05
88,22.99,21.24
89,20.27,22.62
90,19.13,22.29
91,20.95,21.99
92,20.56,20.62
93,21.96,20.88
94,19.76,22.09
95,22.86,21.7
96,22.31,21.41
97,20.86,21.65
98,21.11,19.97
99,22.72,21.15
100,19.63,20.74
101,20.6,18.97
102,20.88,22.46
103,21.56,21.97
104,20.37,21.72
105,20.87,21.73
106,21.09,22.39
107,23.63,20.61
108,20.96,21.79
109,22.68,20.71
110,21.31,21.58
111,22.7,21.34
112,21.95,21.96
113,20.88,21.67
114,19.96,24.31
115,21.52,20.51
116,20.26,22.21
117,21.84,22.48
118,20.36,19.92
119,19.97,20.51
120,22.57,22.96
121,19.2,20.2
122,22.35,22.22
123,20.47,22.34
124,23.77,21.2
125,21.15,20.4
126,20.32,21.6
127,20.03,20.74
128,20.85,21.85
129,20.33,20.79
130,20.88,20.55
131,21.26,21.67
132,22.63,22.09
133,20.83,23.13
134,21.69,21.09
135,20.03,21.71
136,21.28,20.79
137,21.74,21.29
138,22.41,21.52
139,20.99,19.38
140,21.84,21.55
141,22.15,22.22
142,20.03,22.36
143,21.75,20.41
144,21.92,23.86
145,21.92,23.18
146,20.45,20.83
147,19.76,21.86
148,21.62,20.06
149,21.93,20.48
150,20.38,20.48
151,22.29,22.76
152,21.23,20.24
153,19.72,22.56
154,22.17,21.86
155,21.67,20.43
156,20.75,22.98
157,20.97,22.92
158,22,21.41
159,22.26,22.19
160,20.51,20.45
161,19.68,21.04
162,21.53,21.59
163,21.77,21.29
164,21.57,22.67
165,20.84,22.03
166,21.9,21.88
167,20.67,20.32
168,22.75,21.75
169,21.31,21.47
170,23.41,22.25
171,20.35,21.04
172,21.77,21.2
173,19.9,22.17
174,22.48,22.36
175,20.86,19.92
176,23.15,23.54
177,22.91,22.31
178,20.31,21.66
179,22.1,20.77
180,22.72,21.67
181,20.15,21.64
182,20.8,20.88
183,20.74,21.27
184,21.8,20.99
185,20.29,23.6
186,21.61,23.28
187,20.6,20.65
188,19.1,22.32
189,22.36,22.32
190,20.76,20.93
191,23.03,22.76
192,21.84,21.32
193,22.07,22.28
194,20.68,21.16
195,21.36,22.16
196,21.44,21.18
197,21.68,21.7
198,20.28,21.71
