Subject,A,B
1,4.4,4.16
2,2.72,4.53
3,1.65,4.87
4,4.67,3.53
5,3.85,4.15
6,3.11,4.55
7,6,2.12
8,3.5,3.55
9,5.15,2.5
10,4.53,4.31
11,3.38,4.18
12,3.53,5.11
13,4.51,6.09
14,3.95,6.67
15,3.21,4.34
16,3.37,5.11
17,4.85,5.46
18,5.53,1.61
19,6.23,2.66
20,1.73,6.31
21,5.79,3.7
22,4.32,4.85
23,4.56,2.31
24,4.83,3.79
25,3.2,5.45
26,4.68,3.96
27,5.37,4.3
28,6.41,4.98
29,4.44,2.1
30,4.36,6.04
31,2.29,4.87
32,4.73,2.8
33,4.68,1.73
34,3,4.85
35,3.14,4.73
36,4.31,3.07
37,4.58,3.43
38,3.26,4.64
39,4.62,1.39
40,3.89,4.5
41,5.01,2.8
42,4.51,4.84
43,3.35,3.84
44,4.91,3.95
45,3.28,5.2
46,3.25,4.56
47,4.68,4.6
48,6.62,2.4
49,5.13,3.52
50,4.51,5.45
51,2.66,5.11
52,4.43,4.4
53,4.17,4.54
54,5.79,2.32
55,4.66,2.77
56,3.96,3.64
57,6.28,2.2
58,6.72,2.9
59,2.86,3.16
60,6.15,5.11
61,3.76,3.68
62,3.61,6.33
63,5.37,1.72
64,4.84,4.2
65,1.13,6.01
66,2.56,5.41
67,1.7,5.66
68,4.25,4.72
69,4.98,4.66
70,5.21,4.67
71,8.34,1.97
72,2.77,4.37
73,2.79,2.69
74,5.26,3.76
75,3.58,5.23
76,5.43,3.84
77,4.62,4.6
78,4.22,4.3
79,4.08,4.33
80,5.99,3.6
81,3.8,3.55
82,3.51,5.23
83,2.47,5.67
84,4.13,2.92
85,4.11,3.37
86,4.19,6.61
87,3.17,4.35
88,4.21,3.32
89,5.15,2.45
90,4.92,3.73
91,5.39,4.78
92,3.45,5.11
93,3.06,3.6
94,6.06,3.56
95,3.68,3.64
96,5.05,3.99
97,5.06,2.89
98,5.29,4.22
99,4.31,3.62
100,5.61,4.76
101,2.53,5.18
102,3.77,3.78
103,2.5,3.76
104,2.98,5.11
105,3.01,4.21
106,6.33,3.85
107,3.56,4.89
108,1.79,4.63
109,3.9,4.97
110,5.17,4.31
111,3.29,6.05
112,3.51,5.33
113,4.24,3.75
114,3.6,4.62
115,4.46,4.68
116,2.72,4.75
117,4.64,4.68
118,3.17,5.3
119,4.34,4.55
120,4.21,3.25
121,5.31,4.74
122,3.6,5.45
123,4.65,3.64
124,3.95,4.3
125,6.17,4.27
126,6.05,2.13
127,3.52,4.52
128,4.4,2.84
129,5.81,2.81
130,4.34,3.18
131,5.83,3.98
132,2.7,6.39
133,4.14,4.28
134,3.15,3.56
135,3.24,6.22
136,3.2,4.52
137,3.77,2.56
138,5.04,2.39
139,3.59,5.71
140,3.12,4.45
141,2.96,3.25
142,4.98,4.73
143,4.63,3.39
144,1.7,6.02
145,3.17,3.69
146,4.66,1.33
147,3.64,4.38
148,5.49,4.09
149,3.19,5.75
150,5.18,4.79
151,4.32,4.71
152,4.79,3.51
153,4.66,4.12
154,2.91,5.18
155,4.12,2.21
156,4.12,4.86
157,2.86,4.59
158,5.61,4.07
159,4.19,3.98
160,5.11,3.15
161,5.31,5.9
162,3.98,2.89
163,3.78,4.22
164,4.22,3.81
165,4.35,3.32
166,3.91,6.46
167,7.52,3.49
168,3.7,4.94
169,3.62,3.89
170,4.29,3.65
171,2.71,3.62
172,3.37,3.84
173,2.79,3.29
174,4.95,2.66
175,2.46,3.93
176,3.89,3.48
177,4.64,2.76
178,4.98,3.3
179,6.65,3.83
180,5.82,2.79
181,5.34,4.87
182,4.14,3.96
183,2.14,5.98
184,3.6,4.72
185,3.48,3.89
186,5.48,4.29
187,4.09,4.15
188,4.04,4.47
189,4.58,6.15
190,3.54,3.32
191,4.43,5.56
192,3.49,5.06
193,4.05,3.52
194,4.47,5.93
195,4.12,5.79
196,4.13,2.65
197,5.69,2.59
198,5.75,3.99
199,3.71,3.25
200,3.89,5.26
201,3.19,3.89
202,3.95,3.3
203,4.71,2.64
204,4.07,5.49
205,2.94,4.27
206,5.07,2.87
207,4.7,1.95
208,4.77,3.02
209,4.21,3.49
210,3.81,3.13
211,4.22,5.65
212,5.17,4.07
213,3.61,3.88
214,3.9,3.61
215,3.71,4.49
216,2.53,3.69
217,4.15,3.92
218,4.47,5.16
219,3.5,3.63
220,4.86,3.93
221,4.85,3
222,5.19,4.47
223,3.32,4.93
224,4.81,3.56
225,3.6,4.94
226,4.01,3.45
227,3.91,4.6
228,4.86,3.61
229,4.55,4.52
230,5.69,2.92
231,2.87,5.03
232,4.09,3.49
233,3.99,3.56
234,6.24,2.02
235,4.21,3.06
236,4.02,3.31
237,3.14,4.15
238,3.61,4.01
239,2.98,4.57
240,3.08,4.26
241,5.04,4.63
242,3.56,3.36
243,2.8,2.87
244,3.72,5.1
245,4.44,4.2
246,6.12,4.38
247,4.83,4.34
248,3.15,2.8
249,4.71,3.89
250,3.97,4.19
251,2.83,5.71
252,4.15,4.07
253,4.41,3.51
254,3.79,3.03
255,6.15,3.43
256,2.67,5.52
257,2.24,3.49
258,5.73,4.6
259,4.02,4.12
260,4.35,3.95
261,1.69,6.35
262,5.44,3.61
263,5.22,5.07
264,5.7,2.29
265,4.33,3.4
266,5.01,4.01
267,3.22,4.44
268,4.03,4.36
269,5.53,2.66
270,3.66,4.03
271,4.14,3.66
272,3.66,5.03
273,3.92,3.9
274,4.45,5.65
275,5.48,4.42
276,6.7,3.59
277,3.85,4.36
278,5.3,4.78
279,4.24,4.24
280,3.7,5.05
281,3.45,2.8
282,5.91,2.27
283,6.2,1.44
284,4.44,3.91
285,6.21,3.47
286,3.14,4.54
287,6.32,3.91
288,5.82,3.03
289,3.73,4.29
290,2.95,4.49
291,2.61,4.58
292,5.04,3.7
293,3.58,3.75
294,6.15,2.88
295,3.21,5.08
296,3.41,5.07
297,4.93,3.54
298,2.97,3.69
299,4.32,5.27
300,5.75,3.61
301,4.44,4.61
302,3.73,5.11
303,4.29,3.75
304,5.29,3.48
305,5.68,3.24
306,3.55,2.28
307,3.99,3.98
308,2.65,5.8
309,4.43,3.96
310,4.27,4.06
311,3.8,3.29
312,4.97,3.73
313,3.25,5.04
314,3.97,4.36
315,2.43,5.15
316,3.71,4.25
317,3.23,3.41
318,4.72,4.11
319,3.31,3.78
320,5.65,2.89
321,1.66,4.46
322,5.05,2.92
323,3.96,2.84
324,3.76,4.19
325,4.84,5.39
326,4.37,3.13
327,4.67,5.66
328,5.73,3.43
329,4.95,4.57
330,4.65,3.39
331,4.26,2.63
332,6.35,3.18
333,4.71,3.7
334,3.68,4.31
335,5.65,4.13
336,4.5,4.05
337,2.28,5.71
338,4.16,3.78
339,4.46,2.46
340,4.44,3.41
341,3.07,5.27
342,2.1,4.78
343,3.26,4.06
344,5.14,3.94
345,5.01,3.93
346,3.83,3.93
347,5.61,2.79
348,3.92,3.96
349,3.05,4.11
350,4.51,4.07
351,7.12,2.18
352,6.15,4.35
353,4.11,4.54
354,3,4
355,3.37,4.57
356,5.41,4.1
357,3.84,4.17
358,3.33,5
359,4.75,2.65
360,3.02,6.26
