Subject,A,B
1,25.94,24.4
2,25.14,23.83
3,25.49,23.68
4,24.61,24.71
5,25.47,25.13
6,26,25.27
7,25.04,25.58
8,26.35,26.57
9,27.01,26.88
10,26.04,25.4
11,27.59,25.04
12,25.62,24.86
13,23.93,24.89
14,25.71,25.07
15,25.78,24.21
16,25.49,25.71
17,24.36,24.9
18,25.48,26.18
19,21.75,23.8
20,25.77,25.37
21,25.1,26.25
22,24.57,26.23
23,24.52,25.92
24,25.55,25.9
25,25.24,26.39
26,24.09,25.7
27,24.09,24.96
28,23.97,24.68
29,25.01,26.5
30,25.4,25.18
31,25.09,24.28
32,24.99,24.11
33,25.05,26.69
34,26.71,25.44
35,26.79,25.07
36,23,24.47
37,24.1,24.8
38,23.61,22.65
39,26.17,24.54
40,25.17,23.55
41,24.35,23.96
42,25.36,25.07
43,25.39,24.21
44,25.09,27.27
45,25.22,24.21
46,22.74,23.42
47,23.92,25.37
