Subject,A,B
1,98.66,96.62
2,97.62,97.63
3,97.56,99.4
4,96.77,98.95
5,96.97,99.44
6,97.21,97.97
7,99.04,97.65
8,97.84,97.85
9,99.72,98.6
10,97.96,98.74
11,98.36,99.11
12,97.33,98.69
13,100.25,97.37
14,97.77,98.67
15,98.9,96.92
16,99.32,97.15
17,97.23,98.19
18,98.1,98.29
19,96.55,99.88
20,98.74,97.07
21,97.85,97.67
22,98.83,98.32
23,97.44,98.23
24,98.91,97.62
25,96.92,99.35
26,98.39,99.59
27,96.07,100.5
28,98.98,96.94
29,100.57,96.32
30,99.48,97.55
31,98.73,99.13
32,98.56,98.2
33,97.71,99.27
34,98.51,98.34
35,99.26,97.61
36,97.54,97.78
37,99.54,97.35
38,99.9,96.84
39,98.2,98.55
40,97.36,99.66
41,98.91,97.4
42,98.18,99.6
43,99.29,97.18
44,98.66,96.73
45,97.13,99.53
46,98.59,98.21
