Subject,A,B
1,79.17,79.93
2,79.2,78.18
3,76.94,77.24
4,79.23,78.59
5,77.11,78.41
6,80.71,78.9
7,80.9,77.96
8,78.81,76.88
9,77.92,78.64
10,78.66,79.16
11,77.7,78.32
12,77.35,78.09
13,80.24,80.36
14,80.47,80.01
15,77.65,78.06
16,79.32,79.05
17,82.57,80.47
18,79.41,79.83
19,79.33,80.1
20,76.78,78.73
21,81.45,78.87
22,78.62,78.3
23,79.71,79.24
24,79.24,80.96
25,78.99,78.88
26,79.14,80.12
27,79.19,79.56
28,78.26,77.39
29,78.04,78.77
30,80.13,79.62
31,78.48,79.83
32,78.08,77.63
33,79,78.56
34,79.11,77.32
35,78.4,78.32
36,78.09,79.15
37,80,79.77
38,79.88,79.15
39,77.29,78.03
40,80.69,77.86
41,79.12,78.12
42,79.32,78.78
43,79.76,79.96
44,79.74,77.95
45,79.38,79.17
46,80.34,80.5
47,78.79,79.24
48,79.53,78.26
49,80.02,77.9
50,78.21,78.61
51,77.15,78.39
52,79.52,78.27
53,79.5,78.41
54,79.25,78.93
55,81.36,79.17
56,79,78.16
57,80.35,80.18
58,79.77,79.9
59,78.02,78.49
60,78.47,78.44
61,78.14,77.51
62,80.66,79.35
63,78.99,79.19
64,79.73,78.95
65,79.99,80.8
66,79.08,78.15
67,79.8,79.13
68,78.65,78.67
69,80.85,80.33
70,79.72,78.2
71,79.7,80.25
72,78.28,78.28
73,77.85,77.69
74,79.08,80.92
75,80.44,80.5
76,78.9,80.64
77,77.02,78.56
78,79.05,77.73
79,78.83,78.25
80,79.05,77.81
81,78.62,78.82
82,79.6,78.63
83,78.68,78.25
84,78.24,79.42
85,78.03,77.62
86,79.03,78.58
87,79.1,78.6
88,79.32,79.34
89,79.76,78.84
90,78.86,80.36
91,80.14,77.01
92,77.79,76.57
93,78.76,79.35
94,79.55,77.98
95,76.92,78.18
96,78.44,78.44
97,77.91,79.41
98,79.35,79.54
99,79.59,80.26
100,79.23,77.6
101,78.62,76.87
102,78.86,78.58
103,78.24,80.06
104,77.46,78.6
105,78.56,79.96
106,79.37,78.45
107,79.53,80.36
108,78.28,79.86
