Subject,A,B
1,19.53,20.23
2,18.31,19.64
3,18.21,18.05
4,20.1,20.89
5,19.39,19.77
6,18.33,18.72
7,20.55,19.16
8,19.7,20.18
9,17.62,17.19
10,20.92,20.54
11,19.75,20.66
12,18.54,19.6
13,19.53,19.74
14,18.32,19.2
15,18.45,20.6
16,18.8,18.73
17,18.39,17.59
18,20.37,19.87
19,17.5,18.36
20,21.81,22.12
21,19.96,19.16
22,18.27,19.12
23,19.83,19.59
24,19.93,18.79
25,20.31,20.05
26,20.38,19.02
27,18.81,19.19
28,19.63,19.06
29,18.74,17.13
30,19.19,19.55
31,20.32,20.17
32,19.28,18.65
33,19.4,18.61
34,19.96,20.2
35,19.36,19.72
36,18.48,17.93
37,17.96,18.23
38,20.35,18.32
39,19.21,18.37
40,19.38,19.37
41,19.71,20.38
42,20.32,19.42
43,17.98,18.71
44,20.6,19.87
45,20.11,19.21
46,19.9,19.57
47,20.04,19.22
48,18.36,19.33
49,19.2,19.04
50,21.89,21.46
51,17.35,19.21
52,20.16,20.56
53,19.43,20.08
54,21.56,22.62
55,19.14,19.62
56,18.84,18.03
57,18.7,18.1
58,18.38,18.67
59,19.87,18.6
60,19.69,20.44
61,19.8,20.09
62,20.66,20.14
63,19.23,18.16
64,18.32,17.56
65,19.02,18.51
66,20.05,20.69
67,20.93,20.54
68,18.96,19.03
69,18.37,19.08
70,20.9,21.79
71,17.62,18.25
72,19.21,18.27
73,18.93,19.86
74,19.65,20.19
75,20.19,20.01
76,17.74,17.58
77,20.95,21.17
78,19.02,19.4
79,18.03,17.61
80,19.17,18.97
81,19.95,20.15
82,18.44,19.6
83,19.2,19.9
84,19.56,18.99
85,21.97,21.47
86,19.51,20.34
87,19.99,20.57
88,20.55,18.54
89,19.08,19.02
90,20.12,20.44
91,17.44,17.66
92,19.48,19.07
93,18.57,19.52
94,17.57,20.15
95,20.13,20.03
96,19.27,19.45
97,18.72,17.91
98,18.93,18.06
99,17.91,19.52
100,19.45,19.63
101,20.3,19.58
102,18.85,17.99
103,20.17,19.66
104,19.22,19.63
105,18.17,17.47
106,19.08,20.01
107,18.63,19.32
108,19.16,18.55
109,19.71,20.26
110,20.07,20.25
111,19.47,18.66
112,18.55,17.82
113,18.9,18.82
114,20.09,19.23
115,20.46,20.5
116,18.96,18.93
117,19.93,18.32
118,20.64,21.15
119,21.13,21.65
120,19.63,18.57
121,18.41,19.71
122,18.7,18.86
123,18.92,20.03
124,19.55,20.55
125,19.65,19.83
126,19.23,19.23
127,19.21,20.63
128,20.45,20.82
129,20.65,19.77
130,18.74,17.95
131,20.74,19.39
132,20.3,20.57
133,18.81,19.06
134,18.8,20.4
135,19.87,20
136,19.7,20.08
137,17.76,17.11
138,17.36,17.98
139,20,19.17
140,18.63,19.08
141,20.25,21.51
142,19.02,20.29
143,19.45,21.1
144,18.82,16.73
145,19.21,18.72
146,18.43,19.04
147,19.79,21.24
148,19.58,20.38
149,20.33,19.4
150,19.04,18.81
151,17.67,18.27
152,17.49,18.16
153,17.74,18.37
154,18.92,19.87
155,18.17,18.41
156,18.09,19.06
157,20.24,20.44
158,18.3,19.48
159,19.07,19.5
160,18.82,18.53
161,16.98,17.39
162,18.1,19.14
163,19.14,19.69
164,19.02,19.1
165,16.92,17.01
166,19.83,18.76
167,18.22,18.88
168,17.61,18.34
169,19.12,20.04
170,20.27,20.08
171,20.82,20.67
172,18.38,17.14
173,19.98,19.12
174,20.14,20.67
175,19.29,18.74
176,19.89,20.85
177,19.83,19.76
178,19.25,19.85
179,18.1,19.17
180,20.03,19.93
181,17.06,18.44
182,19.56,20.7
183,18.88,19.07
184,17.57,17.22
185,18.54,17.91
186,19.63,19.13
187,18.93,20.26
188,20.92,19.39
189,18.83,18.38
190,20.44,18.64
191,19.92,20.36
192,18.89,17.95
193,19.85,20.44
194,20.26,19.96
195,19.37,20.32
196,19.53,19.65
197,16.68,17.55
198,19.02,18.84
199,19.74,20.17
200,19.2,19.3
201,19.09,19.18
202,19.23,18.56
203,20.26,20.91
204,17.32,17.96
205,19.14,20.5
206,19.62,19.73
207,18.97,18.83
208,20.09,20.2
209,19.17,19.76
210,18.02,16.8
211,20.41,20.79
212,18.72,19.69
213,19.72,18.71
214,19.48,18.03
215,19.85,18.7
216,18.13,18.6
217,17.93,19.11
218,18.65,18.91
219,19.67,18.94
220,20.35,19.17
221,17.87,17.77
222,19.94,20.16
223,18.81,20.08
224,18.25,18.44
225,20.56,21.97
226,16.97,17.56
227,18.82,18.35
228,19.81,20.44
229,19.16,18.6
230,20.41,21.92
231,20,18.99
232,19.99,19.25
233,19.82,20.29
234,19.63,18.95
235,17.42,18.15
236,19.21,19.16
237,18.73,19.98
238,18.84,17.11
239,19.11,18.58
240,20.82,21.04
241,19.75,20.93
242,18.11,18.51
243,18.81,18.14
244,20.76,20
245,19.94,19.48
246,18.65,19.2
247,17.57,16.18
248,17.28,17.67
249,19.53,19.28
250,19.62,19.2
251,20.14,19.13
252,18.38,20.07
253,18.58,18.42
254,18.06,18.79
255,19.58,19.74
256,18.47,18.75
257,19.94,19.33
258,20.78,18.61
259,19.29,20.04
260,19.96,18.63
261,19.99,19.45
262,19.1,19.72
263,17.86,19.98
264,17.71,16.69
265,17.84,18.85
266,18.66,17.6
267,20.16,19.13
268,19.84,18.12
269,17.54,17.35
270,17.52,19.11
271,19.66,18.92
272,18.16,19.33
273,19.47,18.66
274,18.67,19.03
275,18.57,19.06
276,18.98,19.3
277,20.59,20.14
278,19.98,19.42
279,19.62,19.71
280,19.6,17.93
281,18.38,17.71
282,18.37,18.37
283,19.28,19.47
284,18.5,18.52
285,21.25,21.64
286,18.25,18.3
287,18.44,18.34
288,18.96,19.28
289,19.28,19.24
290,19.71,19.03
291,19.14,20.26
292,21.37,19.23
293,18.47,18.54
294,18.43,18.75
295,19.26,18.85
296,17.23,18.51
297,19.38,20.22
298,20.87,20.25
299,19.89,19.38
300,19.23,19.2
301,18.87,19.36
302,18.45,19.28
303,18.27,20.15
304,19.66,19.87
305,19.25,21.05
306,19.01,19.75
307,19.1,17.75
308,18.76,18.96
309,19.56,21.04
310,20.4,21.68
311,18.73,18.61
312,18.8,19.07
313,19.55,21
314,18.35,18.66
315,18.25,18.39
316,20.59,20.44
317,20.54,19.63
318,19.41,18.16
319,19.28,19.39
320,20.51,20.32
321,19.54,18.16
322,18.6,19.94
323,17.69,18.25
324,18.75,18.37
325,19.56,20.46
326,19.39,18.82
327,17.74,17.72
328,18.25,18.73
329,20.04,19.29
330,21.26,20.79
331,20.42,19.34
332,20.48,20.4
333,19.6,19.8
334,18.84,18.87
335,18.66,18.16
336,19.04,17.48
337,19.58,20.62
338,19.21,17.98
339,19.96,20.48
340,17.95,19.88
341,18.37,18.15
342,20.06,19.59
343,19.17,19
344,20.21,18.63
345,19.73,18.16
346,18.76,17.69
347,17.68,18.04
348,19.75,20.56
349,19.93,20
350,19.93,20.17
351,19.03,19.63
352,18.59,19.08
353,19.71,17.84
354,20.62,21.65
355,18.7,18.83
356,20.09,20.49
357,18.94,20.93
358,20.66,20.5
359,19.67,19.07
360,18.94,19.69
361,19,18.75
362,18.78,18.3
363,19.4,19.76
364,19.62,21.07
365,17.76,18.18
366,18.63,18.78
367,18.6,18.84
368,19.43,19.99
369,19.6,19.23
370,19.31,19.1
371,19.79,19.67
372,20.71,20.42
373,19.63,18.94
374,19.58,19.72
375,18.54,17.41
376,19.25,18.17
377,20.27,19.92
378,19.03,19.42
379,20.33,20.32
380,20.48,21.34
381,18.54,17.65
382,19,18.72
383,18.01,18.94
384,16.93,17.86
385,18.85,19.98
386,18.08,19.21
387,19.97,19.63
388,19.68,19.44
389,19.96,19.06
390,19.34,19.19
391,18.78,19.61
392,19.75,20.26
393,20.56,19.67
394,21.19,21.34
395,17.41,17.42
396,19.88,20.63
397,21.88,20.74
398,19.19,18.59
399,20.87,21.17
400,17.91,17.8
401,19.46,18.84
402,19.01,19.24
403,19.15,18.17
404,18.9,19.82
405,19.41,19.19
406,20.55,20.84
407,20.37,18.87
408,18.26,18.86
409,19.82,18.48
410,16.96,17.99
411,19.79,19.64
412,17.5,18.3
413,18.25,16.96
414,19.6,18.91
415,19.34,19.78
416,20.96,20.67
417,18.75,19.31
418,19.54,18.19
419,19.32,18.58
420,19.52,18.97
421,19.37,19.83
422,17.94,17.91
423,19.9,19.51
424,20.86,19.44
425,19.28,19.02
426,19.5,19.26
427,18.75,18.67
