Subject,A,B
1,19.2,64.08
2,20.75,64.7
3,20.41,64.62
4,20.95,64.5
5,19.6,58.23
6,19.46,64.11
7,20.38,60.92
8,20.09,63.69
9,20.63,64.68
10,20.7,64.51
11,21,61.89
12,20.62,62
13,18.15,61.69
14,18.76,61.26
15,20.33,62.63
16,21.01,60.57
17,20.26,63.16
18,20.95,63.51
19,21,62.25
20,19.08,64.67
21,20.97,64.16
22,20.66,64.5
23,20.37,63.26
24,16.41,63.86
25,19.33,62.34
26,16.83,61.94
27,18.55,62.99
28,18.47,59.75
29,20.43,61.1
30,20.83,59.84
31,20.57,64.23
32,20.63,64.55
33,16.8,62.82
34,20.22,64.59
35,20.52,64.29
36,20.38,62.91
37,20.92,63.92
38,20.19,62.29
39,19.75,62.87
40,19.33,63.42
41,20.88,62.38
42,19.97,60.52
43,20.95,64.44
44,20.3,63.25
45,17.65,64.38
46,16.89,64.53
47,20.71,64.69
48,20.39,61.65
49,20.64,64.7
50,18.03,62.75
51,20.99,62.56
52,19.91,64.62
53,20.88,64.38
54,20.13,64.57
55,16.51,64.7
56,18.32,64.22
57,19.61,64.5
58,19.35,61.9
59,20.94,64.66
60,18.58,59.49
61,20.85,62.77
62,20.95,64.68
63,20.96,61.94
64,19.47,64.15
65,20.93,63.61
66,19.32,62.19
67,19.77,64.15
68,19.3,60.44
69,20.38,64.05
70,19.74,64.08
71,20.58,64.2
72,20.87,63.69
73,20.21,62.52
74,19.11,64.34
75,19.94,64.16
76,20,63.19
77,19.39,61.86
78,15.25,61.72
79,18.31,61.72
80,20.7,63.3
81,20.8,64.08
82,20.66,64.33
83,20.8,62.02
84,20.52,61.62
85,20.22,61.9
86,20.85,62.2
87,19.85,63.89
88,20.87,63.87
89,20.95,62.03
90,14.42,64.7
91,21.01,60.88
92,20.85,61.8
93,21.01,61.27
94,21,63.81
95,20.38,63.1
96,18.94,63.6
97,19.19,64.57
98,19.96,64.67
99,20.61,61.47
100,18.93,64.5
101,18.97,62.06
102,20.68,64.55
103,21,64.32
104,20.69,63.65
105,20.57,64.7
106,20.33,64.18
107,21,64.53
108,17.34,64.31
109,20.44,64.38
110,17.88,63.72
111,19.44,64.04
112,20.09,63.58
113,20.28,61.17
114,20.75,64.57
115,17.99,64.65
116,21.01,63.6
117,18.59,62.83
118,20.31,64.33
119,18.85,64.62
120,20.3,64.7
121,18.07,63.17
122,19.52,59.51
123,20.27,63.02
124,19.79,64.57
125,15.07,64.7
126,20.84,62.03
127,20.94,63.85
128,18.32,64.39
129,20.81,63.79
130,19.74,63.35
131,19.64,64.6
132,16.3,63.92
133,15.64,62.67
134,19.46,63.47
135,17.26,61.79
136,16.84,64.53
137,20.99,64.65
138,18.88,64.15
139,21.01,62.67
140,20.84,63.91
141,19.41,64.3
142,21,61.87
143,19.92,64.33
144,20.54,64.55
145,21,63.63
146,16.6,63.64
147,19.79,64.41
148,19.89,64.67
149,20.17,64.26
150,20.98,62.46
151,16.25,62.78
152,18.74,61.55
153,20.43,63.98
154,17.7,61.6
155,20.34,63.87
156,20.09,63.89
157,21.01,64.7
158,19.58,64.37
159,20.82,60.34
160,20.93,64.4
161,18.88,64.7
162,19.87,64.43
163,20,64.69
164,20.59,64.7
165,19.84,64.15
166,20.02,63.01
167,19.1,63.52
168,18.26,60.67
169,20.9,64.22
170,20.69,64.69
171,21,62.19
172,15.78,61.93
173,19.8,64.46
174,18.85,64.7
175,20.99,64.44
176,19.36,63.11
177,17.3,64.49
178,15.06,64.68
179,19.98,63.01
180,19.64,58.42
181,19.7,63.83
182,20.73,59.86
183,20.02,63.95
184,19.91,64.66
185,20.84,58.99
186,21.02,61.87
187,20.77,62.46
188,18.66,63.33
189,18.83,61.33
190,20.7,62.62
191,19.6,63.32
192,19.28,64.07
