Subject,A,B
1,83.28,24.21
2,81.66,24.18
3,81.64,25.78
4,81.86,26.11
5,81.08,26.34
6,82.1,25.46
7,81.73,24.36
8,81.9,24.37
9,82.01,25.15
10,83.27,24.89
11,80.83,26.68
12,80.72,27.19
13,82.48,26.28
14,81.25,24.77
15,82.1,24.77
16,82.71,23.02
17,82.23,22.11
18,81.6,24.35
19,81.09,24.6
20,83.46,23.21
21,79.43,26.18
22,81.31,26.61
23,84.19,23.9
24,82.9,24.67
25,80.49,27.06
26,80.53,27.08
27,81.27,25.05
28,82.14,25.01
29,82.31,24.63
30,81.52,24.72
31,82.91,25.05
32,80.6,25.23
33,81.29,24.51
34,83.02,23.86
35,81.23,25.76
36,81.86,24.41
37,80.23,25.78
38,81.94,25.04
39,80.13,27.1
40,81.71,24.39
41,81.17,23.63
42,82.63,25.42
43,80.08,27.77
44,80.97,25.67
45,80.64,25.15
46,82.6,24.62
47,82.76,22.58
48,82.99,23.4
49,80.71,24.31
50,81.14,24.79
51,81.17,27.25
52,81.58,25.44
53,82.44,24.29
54,79.95,23.54
55,79.81,26.71
56,79.38,26.67
57,82.18,23.87
58,81.45,25.91
59,81.27,25.3
60,80.98,27.14
61,82.15,25.17
62,81.49,26.44
63,81.31,23.78
64,83.02,23.31
65,80.44,23.58
66,80.14,25.86
67,80.49,24.61
68,82.18,24.97
69,81.34,25.57
70,82.33,27.77
71,80.18,26.7
72,81.68,25.49
73,82.74,24.95
74,81.42,24.44
75,82.24,24.34
76,81.12,24.23
77,81.74,24.01
78,81.1,25.37
79,80.79,25.12
80,83.13,25.22
81,81.38,25.38
82,81.81,25.59
83,81.23,25.36
84,82.23,23.76
85,81.5,26.06
86,83.04,25.24
87,82.38,23.89
88,82.9,24.85
89,82.05,23.34
90,82.12,24
91,81.58,25.97
92,82.42,25.28
93,81.37,25.34
94,82.14,23.68
95,81.91,25.79
96,79.23,25.24
97,80.89,25.12
98,81.1,25.48
99,81.1,25.53
100,80.02,24.42
101,81.8,24.84
102,81.53,25.57
103,82.42,24.78
104,80.06,26.11
105,81.82,24.24
106,80.69,24.35
107,80.06,24.4
108,81.34,25.67
109,80.34,25.45
110,82.31,23.33
111,81.96,24.84
112,83.03,24.17
113,82.18,25.44
114,80.73,25.38
115,81.25,24.58
116,81.42,25.44
117,82.1,24.57
118,82.41,25.84
119,82.44,24.31
120,82.44,25.06
121,80.84,25.66
122,82.08,22.51
123,81.45,25.32
124,80,24.83
125,82.67,24.55
126,80.2,25.86
127,82.55,23.05
128,80.72,25.59
129,81.43,24.05
130,79.38,25.9
131,79.21,26.67
132,81.47,27.91
133,81.85,23.25
134,82.56,23.78
135,82.18,23.67
136,81.29,23.77
137,80.5,25.66
138,81.26,24.68
139,81.24,25.2
140,81.63,25.18
141,81.48,24.81
142,81.58,24.5
143,80.7,24.02
144,81.02,25.27
145,81.61,22.95
146,79.43,26.34
147,80.63,25.32
148,80.69,24.63
149,81.91,24.74
150,81.31,25.94
151,81.61,26.33
152,81.8,24
153,81.28,25.47
154,80.75,24.63
155,81.97,24.5
156,80.87,25.82
157,80.58,25.8
158,82.71,24.26
159,82.4,26.16
160,80.73,24.92
161,80.99,25.17
162,81.34,23.78
163,82.3,24.11
164,82.1,26.59
165,81.35,24.37
166,80.79,25.45
167,82.78,26.11
168,81.17,25.9
169,81.14,25.63
170,80.83,26.91
171,79.53,25
172,82.38,25.45
173,82.03,24.33
174,79.92,26.83
175,81.18,24.85
176,81.67,27.27
177,81.28,25.38
178,83.75,23.87
179,80.98,26.16
180,81.23,27.01
181,81.02,25.26
182,81.3,25.71
183,81.95,25.34
184,81.63,25.49
185,82.73,24.65
186,81.66,23.83
187,81.64,24.74
188,80.04,26.03
189,81.66,26.01
190,80.5,25.02
191,82.43,23.61
192,81.11,25.88
193,82.03,23.8
194,82.35,23.37
195,82.92,22.46
196,81.4,25.19
197,81.45,24.63
198,83.66,25.91
199,81.22,24.76
200,82.35,26.58
201,82.72,25.03
202,80.94,24.11
203,81.89,25.95
204,81.01,26.46
205,80.72,25.8
206,81.57,24.85
207,82.02,23.96
208,81.06,24.5
209,80.13,25.68
210,80.44,25.33
211,81.98,26.15
212,81.54,26.1
213,82.79,24.03
214,81.36,25.29
215,80.25,28.31
216,81.11,26.51
217,81.74,25.22
218,81.21,24.35
219,82,24.06
220,81.25,24.61
221,81.09,26.64
222,81.48,23.25
223,82.77,24.59
224,82.16,24.79
225,81.31,24.17
226,81.2,25.83
227,82.45,25.76
228,82.69,24.87
229,83.1,23.9
230,81.45,26.7
231,81.87,23.5
232,82.98,24.35
233,82.91,23.28
234,82.17,25.46
235,82.28,25.1
236,81.15,25.29
237,80.35,25.61
238,81.62,24.2
239,82.92,24.75
240,81.07,24.55
241,81.7,25.61
242,81.4,25.19
243,80.61,26.93
244,83.99,22.21
245,82.23,25.56
246,81.74,24.78
247,79.79,25.98
248,83.75,23.33
249,81.7,26.13
250,83.04,23.3
251,81.12,26.59
252,82.42,23.49
253,80.59,27.32
254,80.77,25.31
255,81.07,24.55
256,80.35,25.69
257,80.09,26.51
258,82.44,25.93
259,83.07,24.9
260,82,22.53
261,82.35,25.26
262,82.84,25.84
263,80.47,25.07
264,81.83,25.12
265,81.06,25.02
