Subject,A,B
1,94.22,39.78
2,93.94,40.15
3,95.12,38.68
4,93.91,41.26
5,95.09,39.1
6,94.76,39.54
7,94.63,40.16
8,96.73,37.82
9,94.96,39.68
10,95.12,39.39
11,95.8,38.76
12,93.3,41.26
13,96.37,38.26
14,95.46,39.22
15,94.69,40.24
16,93.81,40.43
17,93.52,41.03
18,95.85,38.75
19,95.05,39.91
20,95.71,38.63
21,96.24,37.86
22,95.08,39.32
23,96.63,38.07
24,94.34,39.67
25,95.92,38.16
26,94.14,40.3
27,94.63,39.45
28,93.34,40.16
29,95.29,39.69
30,95.18,38.85
31,95.2,38.54
32,96.31,37.84
33,95.66,38.59
34,93.53,40.5
35,94.7,39.6
36,94.54,39.96
37,95.47,38.09
38,97.72,36.7
39,95.72,38.65
40,95.09,39.42
41,94.9,39.69
42,95.5,38.42
43,97.09,37.11
44,96.32,38.45
45,95.95,38.42
46,96.46,38.64
47,95.53,38.35
48,94.98,39.28
49,95.42,38.87
50,94.28,40.55
51,95.06,39.24
52,94.24,39.92
53,93.8,40.69
54,95.16,37.89
55,94.57,39.86
56,94.53,39.19
57,95.45,38.98
58,95.13,38.55
59,94.32,40.1
60,95.89,38.24
61,95.55,38.63
62,93.14,41.49
63,96.07,38.17
64,94.59,39.44
65,93.83,39.95
66,96.17,37.27
67,95.42,39.75
68,96.1,38.39
69,94.61,39.18
70,95.52,38.29
71,95.54,39.49
72,95.82,38.43
73,93.91,39.7
74,94.98,39.08
75,93.1,41.66
76,95.24,39.34
77,96.2,37.35
78,95.47,38.93
79,96.1,38.09
80,94.63,39.95
81,95.55,38.51
82,94.46,39.85
83,96.3,38.08
84,95.02,39.86
85,94.16,40.5
86,94.52,40.4
87,93.91,40.09
88,93.74,41.11
89,94.6,39.72
90,95.68,39.18
91,96.89,37.97
92,97.22,36.99
93,96.77,37.23
94,94.49,39.74
95,94.88,39.28
96,93.91,40.62
97,95.3,38.31
98,95.76,38.74
99,93.08,41.06
100,94.14,39.99
101,95.75,38.14
102,92.97,40.71
103,95.29,39.08
104,94.73,39.39
105,94.25,40.17
106,95.55,38.73
107,96.5,37.75
108,96.26,38.28
109,94.84,39.09
110,94.31,40.17
111,94.95,39.58
112,95.21,39.51
113,95.14,39.55
114,93.78,40.42
115,94.83,38.8
116,93.77,39.97
117,95.49,39.53
118,97.08,37.25
119,95.6,39.34
120,95.02,39.46
121,95.2,38.59
122,95.94,38.71
123,95.01,38.57
124,95.17,39.97
125,94.1,39.9
126,94.98,38.95
127,94.76,40.18
128,96.96,37.86
129,94.25,40.04
130,95.01,39.37
131,94.79,39.44
132,94.76,38.94
133,94.77,38.8
134,94.2,40.41
135,96.66,38.09
136,94.32,40.46
137,94.99,39.68
138,94.51,39.5
139,95.94,38.88
140,93.32,41.2
141,93.7,39.91
142,95.64,38.71
143,94.43,39.52
144,95.98,37.85
145,95.01,39.02
146,95.99,37.76
147,94.39,39.77
148,96.13,38.15
149,95.61,38.73
150,94.17,40.19
151,96.42,38.37
152,95.05,39.69
153,96.41,37.78
154,95.86,38.44
155,94.45,40.27
156,94.04,39.56
157,95.99,38.67
158,93.76,40.39
159,93.93,40.35
160,94.55,40.14
161,94.2,40.28
162,96.77,37.95
163,95.47,39.27
164,94.61,38.83
165,94.19,40.47
166,94.88,38.69
167,93.07,40.61
168,94.45,40.18
169,94.57,39.79
170,96.19,37.69
171,96.08,38.82
172,94.23,39.33
173,95.19,39.14
174,95.06,39.36
175,93.26,41.36
176,94.6,39.68
177,94.24,39.85
178,93.95,40.07
179,95.58,38.67
180,96.47,38.13
181,94.68,39.32
182,96.04,38.39
183,93.17,41.33
184,96.23,37.82
185,95.45,39.08
186,94.82,39.39
187,95.63,39
188,96.01,38.58
189,94.29,40.26
190,94.09,39.88
191,95.08,39.8
192,95.18,38.68
193,96.19,38.57
194,93.82,40.17
195,95.87,38.71
196,94.29,40.28
197,95.52,38.61
198,97.62,36.99
199,93.66,40.43
200,96.1,38.23
201,93.87,40.74
202,96.1,39.03
203,96.76,37.53
204,95.24,39.02
205,96.07,38.01
206,95.57,39.41
207,93.47,40.84
208,94.74,39.95
209,95.38,38.76
210,94.43,40
211,96,38.65
212,94.74,40.01
213,98.48,36.11
214,96.83,38.61
215,93.32,40.49
216,94.65,39.61
217,96.45,38.89
218,94.57,39.18
219,93.92,40.37
220,94.45,40.54
221,95.14,39.71
222,95.4,38.92
223,94.82,40.08
224,94.94,39.69
225,96.85,37.52
226,94.74,40.53
227,95.28,39.25
228,95.49,38.72
229,93.91,39.82
230,95.16,38.96
231,94,40.27
232,93.37,40.8
