Subject,A,B
1,6.51,7.59
2,3.26,4.14
3,4.25,4.79
4,4.53,5.21
5,4.97,4.39
6,4.06,3.45
7,4.85,4.39
8,5.13,5.24
9,2.47,4.89
10,5.32,5.69
11,4.45,4.5
12,5.77,2.93
13,4,2.99
14,6.09,5.09
15,4.33,5.3
16,5.62,4.45
17,5.52,5.61
18,4.14,5.33
19,4.48,3.97
20,4.85,3.81
21,5.57,5.28
22,4.33,5.08
23,3.89,5.36
24,4.63,4.3
25,5.01,4.82
26,4.61,4.38
27,4.64,3.65
28,6.63,5.59
29,4.79,5.12
30,6.07,5.97
31,3.45,2.59
32,3.71,4.31
33,2.7,3.82
34,4.59,4.06
35,2.78,1.94
36,3.3,3.68
37,4.34,4.19
38,4.26,5.73
39,6.73,3.93
40,5.04,4.94
41,3.95,3.91
42,4.5,5.3
43,5.59,4.41
44,3.12,3.47
45,4.69,2.31
46,4.86,6.13
47,3.64,4.63
48,4.7,5.44
49,6.02,5.64
50,4.86,4.96
51,5.48,5.54
52,5.34,5.13
53,3.38,3.95
54,3.71,4.25
55,3.63,3.51
56,4.41,4.97
57,5.05,3.8
58,4.08,3.89
59,5.32,3.27
60,2.82,3.77
61,4.97,4.74
62,4.36,3.35
63,5.15,6.94
64,5.86,4.85
65,3.23,4.26
66,3.37,3.28
67,4.8,3.79
68,4.17,3.38
69,5.89,5.93
70,5.03,7.24
71,5.21,4.76
72,2.91,4.34
73,3.97,4.81
74,5.53,3.92
75,5.69,5.37
76,5.55,4.61
77,4.97,4.74
78,3.44,5.22
79,4.5,4.79
80,2.98,4.82
81,3.49,5.46
82,6.53,4.22
83,3.83,5.42
84,6.55,6
85,4.86,4.43
86,5.38,6.3
87,6.5,6.38
88,4.73,3.99
89,5.15,5.02
90,2.87,7.24
91,3.2,4.51
92,3.52,4.3
93,2.45,5.84
94,3.82,4.96
95,6.45,5.56
96,4.4,4.33
97,6.76,5.81
98,5.95,4.54
99,4.41,6.62
100,4.68,4.83
101,4.59,2.97
102,5.41,4.12
103,5.24,5.63
104,6.58,5.19
105,5.41,3.87
106,4.48,4.65
107,6.6,5.22
108,3.82,4.03
109,6.17,5.02
110,3.41,4.18
111,4.07,4.93
112,4.78,4.98
113,5.26,5.01
114,5.22,3.35
115,3.69,5.35
116,4.9,3.5
117,4.09,6.3
118,5.51,5.94
119,3.99,4.57
120,4.65,5.34
121,4.74,3.14
122,6.06,4.54
123,3.7,4.71
124,4.49,4.12
125,3.01,4.59
126,5.03,5.03
127,3.66,4.07
128,4.77,4.38
129,3.18,3.93
130,6.11,4.37
131,5.98,6.32
132,5.78,5.5
133,6.43,5.27
134,4.42,5.02
135,3.71,3.54
136,3.18,2.33
137,3.72,3.16
138,3.85,4.63
139,2.67,4.85
140,4.92,4.91
141,3.07,3.71
142,5.59,4.51
143,5.36,4.86
144,5.94,5.66
145,6.07,3.49
146,5.39,4.89
147,5.21,2.49
148,3.53,4
149,5.42,4.67
150,3.5,4.12
151,5.28,5.75
152,5.52,5.43
153,5.15,5.52
154,3.53,4.42
155,4.19,5.31
156,5.73,5.35
157,5.29,4.02
158,4.19,4.14
159,5.5,4.84
160,6.22,7.07
161,5.12,4.37
162,4.6,4.52
163,4.42,4.11
164,5.66,4.4
165,4.43,4.41
166,6.44,5.28
167,3.91,4.92
168,5.41,5.39
