Subject,A,B
1,14.77,17.23
2,17.47,16.03
3,15.44,16.39
4,16.74,15.77
5,17.29,16.19
6,16.04,16.99
7,16.28,15.96
8,16.28,16.98
9,18.08,17.7
10,16.92,14.06
11,16.3,15.71
12,13.32,17.61
13,16.99,17.59
14,16.04,16.37
15,18.54,15.57
16,17.16,17.02
17,16.87,17.77
18,15.37,16.13
19,16.78,15.35
20,17.98,14.78
21,15.27,16.42
22,16.35,17.08
23,16.36,16.29
24,16.21,16.53
25,16.21,15.32
26,16.38,17.1
27,18.67,15.04
28,15.56,18.68
29,16.94,15.44
30,15.35,16.1
31,17.71,16.45
32,16.42,16.56
33,16.02,17.08
34,15.21,16.01
35,16.83,17.52
36,14.84,17.29
37,15.42,15.83
38,18.18,14.97
39,15.23,17.13
40,15.59,17.42
41,15.81,16.65
42,16.39,17.42
43,16.92,16.67
44,16.99,17.68
45,17.27,14.13
46,17.07,15.8
47,14.84,17.89
48,16.28,16.68
49,15.63,16.57
50,14.89,15.23
51,16.13,17.74
52,15.96,17.46
53,15.14,16.16
54,16.61,18.59
55,16.27,16.65
56,15.53,15.66
57,17.47,16.48
58,16.52,15.92
59,16.3,16.37
60,16.23,15.8
61,16.15,16.34
62,17.31,17.61
63,16.69,16.84
64,15.8,16.76
65,16.08,16.13
66,17.55,15.99
67,16.76,17.02
68,15.66,16.47
69,16.39,17.32
70,16.29,16.5
71,15.06,15.73
72,16.34,16.72
73,16.74,15.81
74,17.58,15.94
75,15.11,17.19
76,16.61,15.48
77,16.61,17.64
78,17.38,16.35
79,16.25,15.94
80,15.96,16.96
81,16.42,16.65
82,16.52,16.3
83,15.28,16.96
84,16.96,17.12
85,16.04,15.27
86,15.3,15.01
87,17.62,14.75
88,16.77,16.56
89,17.36,14.29
90,17.64,16.65
91,15.61,16.66
92,17.71,17.72
93,17.26,16.28
94,16.97,17.44
95,16.88,13.87
96,16.05,18.15
97,16.45,17.94
98,18.01,15.52
99,16.6,15.73
100,17.06,17.37
101,16.48,16.91
102,15.54,17.04
103,14.61,15.8
104,17.5,17.82
105,15.91,15.41
106,15.85,17.41
107,15.77,15.19
108,14.69,16.11
109,17.23,16.84
110,16.28,16.54
111,16.13,16.61
112,17.06,14.78
113,15.33,15.56
114,17.41,16.78
115,17.29,16.94
116,15.65,17.62
117,18.46,14.7
118,16.66,17.25
119,15.75,15.92
120,17.58,16.69
121,16.13,15.61
122,17.23,15.7
123,16.04,15.87
124,16.25,17.45
125,15.44,15.21
126,16.2,15.18
127,15.07,16.68
128,17.11,16.24
129,17.01,16.23
130,15.53,17.92
131,15.96,16.01
132,16.54,16.69
133,16.55,15.73
134,18.52,14.45
135,14.13,14.98
136,16.95,16.14
137,17.03,16.45
138,15.95,16.4
139,15.39,15.11
140,16.68,14.59
141,16.1,15.78
142,17.07,17.43
143,16.99,18.41
144,16.96,14.99
145,15.49,17.57
146,16.22,15.93
147,17.56,17.12
148,15.63,17.58
149,17.24,16.92
150,16.45,16.37
151,16.38,15.31
152,17.97,16.62
153,14.87,17.47
154,15.24,15.9
155,15.01,16.94
156,15.4,15
157,17.1,16.55
158,15.67,14.84
159,14.45,16.49
160,15.76,15.87
161,16.35,16.07
162,15.88,19.16
163,16.53,17.47
164,16.66,17.68
165,15.67,16.46
166,17.14,16.85
167,17.37,18.03
168,15.24,18.02
169,16.81,14.22
170,15.66,17.37
171,14.76,16.44
172,17.38,15.13
173,15.39,16.9
174,14.79,14.84
175,15.1,13.5
176,14.73,18.35
177,15.88,16.83
178,16.04,16.35
179,15.55,17.1
180,18.53,16.01
181,16.55,17.53
182,15.23,16.76
183,15.95,16.01
184,15.83,15.69
185,15.91,17.9
186,15.93,16.26
187,16.89,16.96
188,16.62,15.29
189,16.15,18.7
190,17.68,17.15
191,17.34,15.73
192,15.79,14.43
193,14.55,17.08
194,15.67,17.17
195,16.92,14.57
196,16.71,14.86
197,16.81,17.52
198,15.21,15.92
199,17.58,15.63
200,16.5,16.75
201,17.65,17.01
202,15.26,17.03
203,17.22,16.45
204,16.89,15.81
205,16.86,15.32
206,17.28,15.6
207,17.13,17.39
208,16.12,16.88
209,16.82,15.07
210,17.53,13.74
211,16.59,16.03
212,16.58,15.08
213,16.25,16.26
214,17.49,14.44
215,16.16,15.31
216,15.45,15.4
217,17.35,16.3
218,16.47,16.31
219,14.98,14.6
220,16.15,16.6
221,15.7,16.62
222,16.25,15.2
223,15.34,18.73
224,16.69,16.63
225,17.8,16.05
226,14.89,16.34
227,16.62,16.99
228,17.6,16.61
229,16.71,15.82
230,16.24,16.63
231,16.05,16.06
232,16.14,14.78
233,16.56,16.37
234,18.13,15.15
235,16.5,15.76
236,15.8,17.08
237,15.65,16.58
238,16.34,16.2
239,17.45,17.37
240,15.94,17.37
241,17.25,17.08
242,14.34,14.59
243,16.34,15.9
244,16.57,15.64
245,14.95,16.03
246,16.77,16.41
247,16.32,16.8
248,15.75,16.54
249,16.06,16.91
250,15.53,14.53
251,17.23,15.97
252,15.28,16.94
253,16.38,16.39
254,15.7,15.96
255,16.12,17.16
256,16.03,15.81
257,13.39,15.47
258,17.38,15.38
259,17.34,17.07
260,17.99,16.23
261,15.86,15.01
262,16.62,17.11
263,16.49,16.56
264,17.73,15.96
265,15.91,17.07
266,15.25,16.42
267,17.76,16.05
268,15.6,15.26
269,17.95,16.01
