Subject,A,B
1,64.23,64.31
2,64.59,63.19
3,64.43,63.53
4,63.36,64.14
5,63.94,64.67
6,64.11,64.38
7,63.61,64.45
8,66.76,62.14
9,63.06,64.83
10,63.55,64.31
11,62.67,65.03
12,63.82,64.29
13,61.45,66.25
14,63.82,63.98
15,65.62,62.39
16,62.76,63.98
17,64.31,63.56
18,64.48,63
19,64.71,63.15
20,63.21,64.09
21,63.45,62.67
22,63.16,64.43
23,65.21,61.66
24,63.74,63.67
25,65.22,62.11
26,65.33,62.75
27,62.18,65.69
28,64.76,64.64
29,64.52,62.9
30,63.3,64.64
31,62.96,65.2
32,62.21,65.01
33,62.2,64.88
34,63.75,63.47
35,64.14,63.14
36,63.6,64.18
37,63.13,63.76
38,65.65,62.55
39,65.18,62.53
40,64.8,62.81
41,63.28,63.64
42,64.64,62.75
43,63.97,63.89
44,63.26,63.76
45,64.05,62.74
46,64.22,64.22
47,64.06,64.25
48,63.23,63.8
49,66.34,61.9
50,63.44,62.89
51,62.81,64.49
52,63.46,65.21
53,64.75,63.9
54,64.48,62.55
55,64.65,63.81
56,64.34,62.51
57,65.85,62.57
58,64.08,63.6
59,64,63.66
60,64.5,62.53
61,64.57,64.37
62,64.04,65.28
63,63.86,63.43
64,64.96,64.41
65,62.03,67.1
66,63.22,63.91
67,63.99,63.46
68,63.7,63.77
69,63.72,64.31
70,64.2,62.68
71,66.18,62.05
72,63.06,62.83
73,64.37,63.72
74,62.65,64.83
75,63.93,64.03
76,63.16,63.86
77,62.62,65.63
78,62.88,64.51
79,65.74,61.91
80,63.37,63.78
81,63.22,64.08
82,64.05,62.64
83,62.6,64.82
84,63.41,66.05
85,64.16,63.26
86,63.69,63.01
87,64.07,63.26
88,65.45,61.94
89,65.08,63.01
90,64.49,63.9
91,62.12,66.15
92,62.13,64.7
93,63.86,64.59
94,63.71,63.64
95,65.67,63.44
96,63.28,64.6
97,62.88,64.52
98,62.31,63.58
99,63.97,64.1
100,63.14,65.77
101,64.62,61.58
102,62.97,64.26
103,64.46,64.31
104,64.52,63.01
105,63.82,63.98
106,62.82,65.14
107,64.61,63.47
108,63.43,63.75
109,64.53,62.72
110,64.2,63.35
111,63.64,63.47
112,62.96,65.32
113,63.83,64.47
114,64.22,63.8
115,63.05,64.63
116,66.27,62.94
117,63.38,65.42
118,64.89,63.17
119,64.41,64.36
120,63.93,64.04
121,63.17,64.97
122,64.02,64.21
123,62.51,65.36
124,62.44,64.71
125,62.78,64.15
126,62.95,65.28
127,63.77,64.54
128,64.32,63.77
129,61.94,64.88
130,63.61,64.43
131,64.31,63.8
132,62.27,64.26
133,63.78,63.7
134,64.44,63.38
135,63.86,64.48
136,63.28,63.47
137,63.45,64.53
138,63.55,63.92
139,62.8,64.25
140,62.66,63.94
141,62.83,66.6
142,65.41,63.31
143,64.48,64.3
144,64.56,63.33
145,63.79,64.49
146,63.46,63.33
147,64.1,63.9
148,64.06,64.14
149,65.56,61.83
150,64.42,64.06
151,63.81,64.42
152,63.35,64.58
153,64.63,62.12
154,64.46,63.52
155,64.96,64.6
156,64.82,62.78
157,60.73,65.79
158,64.3,63.55
159,65.62,63.66
160,64.9,63.46
161,64.51,63.71
162,63.92,62.63
163,63.35,63.89
164,63.83,65.55
165,64.39,63.45
166,63.59,63.45
167,64.54,64.84
168,64.81,62.78
169,63.19,64.83
170,63.23,64.12
171,63.33,64.47
172,62.36,64.92
173,64.65,64.26
174,63.91,63.18
175,61.89,65.71
176,65.73,63.58
177,63.65,66
178,63.25,64.05
179,62.99,64.91
180,62.99,63.69
181,62.97,64.02
182,63.68,63.64
183,64.07,63.85
184,63.96,64.47
185,65,62.81
186,63.03,65.37
187,64.83,63.32
188,63.53,63.89
189,64.53,63.83
190,65.22,62.21
191,66.34,62.17
192,63.42,64.88
193,63.42,65.21
194,65.41,63.67
195,63.85,64.64
196,64.1,63.75
197,66.68,63.24
198,65.43,63.36
199,63.32,64.46
200,64.73,62.99
201,64.04,64.49
202,65.08,63.33
203,65.96,62.89
204,63.23,63.85
205,64.29,63.12
206,62.39,64.45
207,64.42,61.72
208,63.85,64.2
209,64,64.74
210,63.3,64.46
211,63.74,64.33
212,64.05,62.56
213,64.34,63.12
214,63.02,64.99
215,63.33,65.71
216,63.83,62.94
217,64.48,63.34
218,63.86,64.43
219,63.11,64.56
220,65.04,62.77
221,63.88,64.58
222,64.17,63.47
223,64.81,63.97
224,62.64,66.06
225,63.57,65.8
226,65.08,62.24
227,64.46,64.39
228,65.67,62.89
229,65.05,64.3
230,62.63,66.36
231,62.53,66.15
232,63.57,65.89
233,64.54,64.07
234,64.62,63.29
235,63.76,63.39
236,64.12,63.32
237,63.01,64.2
238,61.04,66.09
