Subject,A,B
1,36.62,36.31
2,36.68,36.35
3,37.34,37.51
4,36.44,37.79
5,38.82,35.26
6,36.03,37.69
7,36.73,36.38
8,36.09,36.46
9,36.78,37.38
10,36.59,37.13
11,37.67,34.51
12,36.25,38.27
13,36.94,36.69
14,36.96,37.13
15,36.86,37.73
16,35.34,37.46
17,35.51,38.4
18,34.12,39.17
19,37.2,36.34
20,37.98,36.66
21,38.35,37.26
22,37.32,37.5
23,35.75,36.78
24,37.59,37.13
25,37.37,37.64
26,37.61,35.95
27,37.19,36.38
28,36.82,36.37
29,38.13,35.94
30,36.87,36.88
31,36.38,37.33
32,37.16,36.22
33,36.72,36.67
34,37.51,36.23
35,36.8,37.12
36,35.3,37.42
37,37.72,36.35
38,36.66,36.58
39,38.13,35.9
40,35.73,37.06
41,36.76,37.12
42,36.37,37.22
43,35.83,36.81
44,37.05,36.33
45,36.55,37.23
46,36.71,36.87
47,37,37.57
48,36.22,36.51
49,37.3,35.86
50,38.66,34.61
51,36.43,36.74
52,38.41,35.84
53,35.39,38.2
54,37.67,36.99
55,35.48,38.79
56,37.6,35.89
57,36.54,36.86
58,36.7,37.59
59,36.92,37.73
60,37.04,36.9
61,37.24,37.37
62,36.88,37.34
63,36.6,36.8
64,37.41,37.08
65,35.94,37.62
66,35.96,36.56
67,36.53,36.56
68,37.1,36.58
69,36.27,37.23
70,36.7,37.03
71,39.77,34.04
72,36.69,37.83
73,39.1,34.86
74,36.81,37.23
75,35.5,37.73
76,35.64,37.2
77,35.01,38.72
78,39.32,35.86
79,36.62,36.47
80,35.33,37.3
81,35.53,38.27
82,38,35.74
83,38.57,35.93
84,37.87,35.32
85,39.38,34.98
86,35.95,37.35
87,35.99,37.2
88,36.26,37.26
89,37.94,36.1
90,37.42,35.45
91,37.09,37.41
92,37.3,36.57
93,37.58,37.17
94,35.71,38.52
95,35.86,37.09
96,36.5,37.2
97,36.22,38.28
98,36.33,36.83
99,37.1,37.59
100,37.01,36.25
101,38.62,34.65
102,37.26,37.67
103,36.8,38.14
104,36.85,37.18
105,37.1,37.55
106,37.51,36.6
107,34.4,38.68
108,37.2,36.78
109,36.27,37.63
110,37.76,36.75
111,39.01,34.5
112,37.62,36.55
113,36.92,35.77
114,37.76,35.47
115,38.31,34.51
116,37.59,36.33
117,39.29,35.5
118,35.05,38.42
119,36.59,37.49
120,36.38,37.31
121,36.69,36.76
122,36.46,37.46
123,38.18,35.75
124,36.59,37.03
125,35.43,38.21
126,38,36.42
127,36.9,36.93
128,36.59,36.37
129,36.91,37.06
130,38,34.91
131,36.45,37.02
132,35.89,38.07
133,34.81,39.26
134,38.51,34.38
135,38.34,35.46
136,36.96,37.02
137,35.94,36.65
138,39.04,34.44
139,37.03,37.11
140,37.5,36.82
141,37.33,36.97
142,39.17,34.76
