Subject,A,B
1,91.08,90.06
2,89.25,90
3,91.03,89.79
4,90.78,90.13
5,88.26,90.07
6,91.11,90.48
7,90.58,91.01
8,89.96,89.59
9,88.82,89.61
10,91.03,91.33
11,89.93,89.89
12,89.41,88.5
13,91.18,90.44
14,89.75,89
15,87.35,88.9
16,88.07,88.33
17,91.48,91.43
18,89.69,88.14
19,89.33,88.44
20,89.05,89.4
21,90.82,91.22
22,89.75,89.75
23,88.54,89.47
24,92.08,91.71
25,89.5,89.12
26,89.37,89.35
27,91.17,89.9
28,91.7,91.48
29,89.98,89.89
30,88.01,87.65
31,89.15,88.46
32,89.87,89.23
33,89.38,90.12
34,89.95,89.31
35,88.67,88.8
36,89.96,90.8
37,88.33,88.14
38,91.61,90.47
39,87.23,87.98
40,89.77,89.37
41,89.12,88.95
42,90.56,90.17
43,90.43,90.22
44,91.48,91.37
45,89.49,88.6
46,87.71,88.56
47,90.99,91.56
48,90.8,90.6
49,89.83,89.46
50,88.5,88.59
51,89.35,88.91
52,90.58,89.08
53,92.91,91.83
54,89.7,89.47
55,90.52,88.65
56,88.13,88.98
57,89.8,90.79
58,88.86,88.71
59,89.37,89.9
60,88.36,89.3
61,88.98,90.52
62,89.3,90.38
63,90.54,90.71
64,89.05,88.84
65,89.21,89.1
66,90.87,90.55
67,88.83,89.77
68,89.68,90.6
69,89.32,89.12
70,88.9,88.98
71,89.98,88.66
72,89.71,89.74
73,90.77,91.8
74,90.2,89.6
75,88.97,88.87
76,88.2,88.87
77,89.05,88.7
78,89.08,90.17
79,88.7,89.03
80,90.61,88.73
81,89.85,90.27
82,91.39,91.23
83,88.28,89.68
84,90.08,90.04
85,90.22,91.06
86,89.68,89.73
87,89.51,89.26
88,89.4,89.78
89,90.18,88.14
90,89.36,89.14
91,89.8,89.81
92,88.56,88.91
93,89.26,89.88
94,89.3,89.61
95,88.94,89.3
96,90.28,89.5
97,87.93,87.35
98,89.62,90.23
99,89.29,90.07
100,90.29,90.08
101,89.39,89.32
102,89.96,90.14
103,88.91,89.8
104,90.03,90.78
105,90.91,89.99
106,90.79,90.66
107,89.15,89.67
108,90.42,89.87
109,88.24,88.79
110,90.24,91.94
111,89.26,88.84
112,89.41,89.36
113,88.77,87.69
114,89.3,88.68
115,89.59,87.64
116,91.81,91.47
117,88.63,89.32
118,89.9,90.63
119,90.85,90.53
120,89.38,90.42
121,90.06,89.58
122,88.83,89.69
123,90.35,90.78
124,89.4,89.15
125,88.45,87.41
126,89.47,90.05
127,91.07,90.44
128,89.38,89.62
129,90.24,90.97
130,89.77,90.01
131,91.11,90.94
132,89.01,88.8
133,89.1,90.02
134,89.74,89.66
135,87.83,88.8
136,89.26,88.91
137,88.67,89.17
138,89.52,88.87
139,90.86,91.5
140,90.26,89.48
141,89.6,89.48
142,90.6,89.31
143,90.47,89.6
144,89.22,89.79
145,88.78,89.19
146,90.3,90.46
147,90.91,90.34
148,91.88,91.71
149,92.09,91.11
150,91.29,90.7
151,91.47,90.13
152,86.35,88.25
153,90.61,90.57
154,90.01,90.84
155,90.11,91.01
156,89.62,89.33
157,90.7,90.58
158,89.85,88.46
159,89.49,89.25
160,91.71,91
161,89.96,89.44
162,92.26,91.15
163,90.49,90.67
164,92.03,91.59
165,89.54,90.09
166,90.24,89.44
167,89.26,89.32
168,90.99,91.94
169,90.26,90.02
170,90.05,89.68
171,90.47,90.19
172,89.62,88.37
173,90.05,89.29
174,88.89,90.14
175,90.12,90.44
176,88.94,89
177,89.22,89.14
178,90.82,91.78
179,89,89.05
180,88.57,88.43
181,90.53,90.91
182,90.19,90.84
183,88.88,89.74
184,89.72,89.66
185,89.36,90.23
186,88.35,88.46
187,90.41,89.9
188,90.75,90.83
189,88.5,88.95
190,90.34,90.38
191,88.69,88.64
192,89.08,89.83
193,89.96,89.79
194,90.29,91
195,89.46,89.66
196,89.53,89.33
197,90.95,90.32
198,88.92,88.41
199,89.91,90.6
200,89.86,89.84
201,89.34,89.67
202,89.66,89.63
203,89.74,89.66
204,90.89,91.59
205,89.81,88.79
206,89.64,89.68
207,91.03,90.62
208,89.26,89.51
209,88.58,88.86
210,90.54,91.06
211,91.02,89.93
212,90.66,89.97
213,90.09,91
214,89.09,89.36
215,89.57,88.79
216,90.33,90.65
