Subject,A,B
1,21.25,19.81
2,22.09,20.61
3,19.57,21.58
4,21.8,20.75
5,23,19.69
6,21.9,21.74
7,21.42,22.05
8,20.51,23.12
9,21.37,20.26
10,21.97,21.91
11,22.71,21.19
12,20.79,21.5
13,20.43,19.64
14,21.55,23.01
15,19.7,19.03
16,22.27,21.06
17,20.86,22.54
18,21.46,19.93
19,19.74,21.04
20,18.37,19.63
21,20.34,20.68
22,20.56,21.23
23,19.37,19.82
24,20.24,20.95
25,21.17,19.94
26,20.71,20.19
27,20.41,21.75
28,17.78,21.85
29,20.5,19.56
30,19.07,20.58
31,21.74,21.84
32,20.25,20.44
33,22.73,22.48
34,20.64,19.58
35,21.67,21.01
36,20.55,17.84
37,19.98,21.2
38,20.42,23.93
39,19.34,19.94
40,20.89,21.07
41,20.54,21.07
42,20.1,19.9
43,21.58,20.99
44,20.05,21.13
45,21.42,20.74
46,20.96,21.55
47,20.05,20.54
48,19.58,20.4
49,20.9,20.41
50,20.72,21.07
51,21.7,20.08
52,20.38,22.31
53,21.53,20.57
54,20.61,20.76
55,20,20.7
56,21.61,21.89
57,20.51,19.76
58,20.6,20.78
59,21.55,21.6
60,20.14,22.31
61,20.46,21.45
62,20.45,21.21
63,20.97,21.9
64,20.95,21.91
65,20.31,23.03
66,22.17,21.88
67,20.5,20.46
68,23.22,22.09
69,21.24,21.84
70,21.84,20.78
71,19.29,21.25
72,23.72,22.3
73,22.96,21
74,19.6,21.46
75,21.48,18.81
76,19.02,19.84
77,21.11,21.08
78,21.28,20.61
79,22.07,21.43
80,20.57,22.36
81,22.17,20.94
82,21.8,22.38
83,21.19,20.63
84,23.3,19.95
85,20.57,21.45
86,21.12,21.2
87,22.19,21.91
88,19.79,19.58
89,20.07,21.63
90,21.16,20.67
91,21.37,21.12
92,20.42,20.3
93,21.66,20.89
94,18.99,19.74
95,20.51,20.44
96,22.66,20.59
97,21.99,21.63
98,22.57,20.85
99,21.12,22.1
100,22.08,19.66
101,19.82,21.42
102,19.8,21.83
103,21.97,19.43
104,20.7,19.16
105,20.58,21.36
106,21.4,20.64
107,21.23,22.16
108,21.34,20.34
109,21.19,22.22
110,21.8,20.92
111,21.97,20.94
112,19.26,21.47
113,21.02,20.28
114,21.6,19.93
115,20.65,21.22
116,20.89,20.94
117,19.78,18.53
118,20.46,20.65
119,23.62,22.79
120,22.06,20.87
121,20.95,19.81
122,21.31,20.08
123,21.48,20.36
124,22.02,20.5
125,20.78,19.73
126,20.17,19.88
127,19.9,21.08
128,20.93,22.7
129,20.6,21.28
130,22.36,22.21
131,20.28,21.5
132,21.87,22.63
133,21.97,21.44
134,22.51,20.32
