Subject,A,B
1,84.77,86.21
2,85.14,85.25
3,83.5,86.18
4,84.28,85.5
5,84.73,84.72
6,85,84.41
7,85.93,85.07
8,86.79,86.37
9,83.49,86.2
10,83.13,84.79
11,84.74,85.66
12,86.09,84.12
13,85.13,84.97
14,84.51,86.42
15,83.39,85.56
16,83.94,84.56
17,85.4,85.12
18,84.56,86.23
19,85.36,85.3
20,84,84.99
21,83.29,87.4
22,85.42,85.46
23,83.8,85.31
24,85.28,84.36
25,85.29,85.22
26,82.94,85.05
27,83.93,85.13
28,85.17,85.53
29,83.41,87.52
30,86.62,83.54
31,85.42,85.1
32,85.14,85.11
33,85.62,85.92
34,86.44,84.71
35,85.92,85.44
36,85.28,83.75
37,84.82,85.81
38,84.54,85.74
39,84.38,86.55
40,86.71,83.54
41,86.04,85.26
42,83.79,85.48
