Subject,A,B
1,10.47,9.64
2,9.63,9.76
3,9.24,10.41
4,9.32,9.66
5,10.73,10.37
6,8.9,9.4
7,10.05,9.33
8,8.95,9.08
9,9.77,9.57
10,7.99,12.1
11,9.82,9.75
12,8.37,10.81
13,8.5,11.01
14,9.46,9.43
15,10.13,10.28
16,9.54,10.26
17,7.82,11.36
18,9.51,9.62
19,8.97,10.74
20,9.38,10.2
21,11.62,8.89
22,10.19,9
23,11.11,9.33
24,8.56,9.16
25,9.64,8.63
26,10.69,8.93
27,9.78,9.61
28,10.38,8.73
29,9.38,9.77
30,7.43,10.41
31,9.53,10.33
32,11.32,9.14
33,9.93,9.59
34,8,10.45
35,8.42,10.4
36,8.54,10.06
37,11.06,7.76
38,9.84,9.66
39,8.54,11.1
40,8.95,10.29
41,9.24,9.18
42,9.29,10.24
43,7.56,11.11
44,10.8,9.31
45,10.65,8.27
46,9,10.3
