Subject,A,B
1,51.67,51.43
2,52.19,49.23
3,49.93,51.77
4,50.44,51.94
5,52.18,50.38
6,52.58,51.1
7,50.33,50.89
8,51.09,49.61
9,51.34,50.92
10,51.32,50.26
11,51.6,50.56
12,50.03,51.45
13,49.58,51.04
14,50.35,50.73
15,49.77,50.72
16,51.22,51.28
17,49.87,50.25
18,49.3,51.54
19,51.49,50.68
20,50.66,49.73
21,52.64,49.07
22,51.75,48.8
23,51.68,49.5
24,51.84,51.51
25,52.73,49.26
26,51.61,51.5
27,51.33,50.92
28,51.19,50.43
29,51.63,50.48
30,52.39,49.56
31,50.29,51.29
32,51.88,49.25
33,53.03,49.16
34,52.14,50.24
35,49.38,50.42
36,51,52.08
37,50.7,49.58
38,51.4,51.4
39,51.19,50.69
40,50.39,51.53
41,51.34,49.29
42,49.47,49.79
43,51.1,50.33
44,50.13,52.72
45,50.1,51.36
46,50.77,50.99
47,51.84,51.76
48,53.3,49.86
49,50.66,49.66
50,48.69,53.31
51,51.86,51.31
52,50.96,51.2
53,51.72,50.38
54,50.57,50.98
55,50.93,50.49
56,50.57,50.23
57,52.25,50.86
58,52.24,49.35
59,52.05,50.31
60,51.66,49.05
61,51.3,51.51
62,49.77,52.47
63,49.61,51.34
64,51.24,50.86
65,51.01,50.75
66,51.54,49.94
67,50.96,50.7
68,51.92,50.68
69,52.5,50.41
70,50.88,50.62
71,52.95,49.37
72,51.7,48.39
73,51.75,50.57
74,51.49,50.83
75,53.02,50.43
76,50.84,51.55
77,51.12,51.25
78,51.62,49.09
79,49.08,52.29
80,52.05,49.74
81,51.3,50.83
82,50.96,50.51
83,50.84,50.33
84,50,52.12
85,51.39,51.03
86,51.06,50.03
87,53.55,49.93
88,50.45,51.87
89,48.9,51.76
90,51.47,50.92
91,51.19,52.07
92,49.43,51.67
93,52.16,52.3
94,50.7,51.65
95,49.41,51.61
96,52.95,49.57
97,52.7,50.73
98,52.12,51.07
99,52.38,50.7
100,51.32,50.91
101,50.31,51.24
102,51.35,49.68
103,51.36,47.65
104,49.39,50.7
105,50.75,49.1
106,48.57,52.95
107,50.72,51.01
108,51.06,49.92
109,49.76,51.97
110,51.14,51.71
111,52.34,52.38
112,50.07,52.24
113,51.32,50.03
114,50.81,52.59
115,52.04,50.21
116,52.6,50.48
117,51.15,51.16
118,48.88,52.04
119,50.59,51.06
120,52.18,49
121,50.26,50.03
122,50.47,51.69
123,50.63,51.35
124,50,53.2
125,51.93,50.89
126,51.6,50.08
127,50.78,51.08
128,48.89,51.88
129,50.56,50.29
130,50.86,51.54
131,49.82,50.14
132,50.19,49.59
133,52.19,49.06
134,51.42,50.23
135,51.49,49.57
136,51.06,51.74
137,51.28,51.33
138,49.7,51.13
139,49.48,51.57
140,53.34,48.95
141,52.42,51.08
142,53.09,50.1
143,52.29,48.85
144,51.67,51.17
145,49.69,49.34
146,50.39,52.01
147,50.48,50.86
148,51.29,52.19
149,53.12,50.8
150,50.31,50.79
151,50.45,51.08
152,51.36,49
153,51.34,52.35
154,50.84,52.63
155,50.83,51.21
156,51.11,52.68
157,52.23,48.67
158,52.13,49.91
159,51.45,51.36
160,49.94,51.66
161,49.65,51.74
162,50.34,52.24
163,51.56,51.88
164,50.3,50.57
165,50.24,51.93
166,50.1,50.83
167,51.39,51.98
168,50.78,52.05
169,50.78,51.4
170,50.29,51.25
171,52.02,50.7
172,50.36,49.35
173,51.2,50.48
174,51.43,50.22
175,50.83,51.31
176,50.9,49.22
177,51.52,51.19
178,49.51,51.63
179,51.18,50.27
180,51.8,50.05
181,50.75,50.69
182,52.55,49.06
183,50.4,51.38
184,52.04,50.83
185,51.17,50.25
186,52.62,50.04
187,50.91,49.38
188,50.73,52.75
189,49.3,51.54
190,51.02,52.44
191,51.07,51.3
192,51.66,51.64
193,50.61,51.49
194,50.89,51.62
195,51.37,50.75
196,51.99,51.81
197,50.76,50.61
198,51.61,51.56
199,49.59,53.08
200,50.73,50.89
201,50.44,50.27
202,51.87,51.17
203,51.04,50.46
204,51.41,50.45
205,51.65,49.97
206,50.97,52.64
207,51.07,50.32
208,50.31,50.71
209,51.57,50.95
210,51.44,51.08
211,51.28,51.26
212,50.99,50.66
213,51.64,51.05
214,49.34,51.31
215,50.37,50.44
216,50.75,51.37
217,48.84,51.4
218,51.26,51.61
219,50.65,51.31
220,51.1,51.97
221,50,50.84
222,50.18,51.31
223,49.79,49.92
224,50.06,52.34
225,49.63,52.67
226,51.98,51.39
227,50.43,51.33
228,50.59,52.3
229,52.3,50
230,51.31,51.34
231,51.84,50.45
232,51.4,52.42
233,49.76,52.13
234,50.07,52.18
235,51.62,50.67
236,50.72,49.85
237,52.48,50.96
238,52.22,48.6
239,51.2,52.49
240,51,50.6
241,50.4,51.72
242,51.99,51.71
243,49.09,51.33
244,50.66,51.38
245,51.7,50.73
246,52.01,50.81
247,49.74,52.18
248,51.32,50.54
249,50.26,50.9
250,50.33,51.42
251,50.54,51.91
252,51.79,50.14
253,48.98,51.59
254,51.42,50.4
255,49.46,54.14
256,49.98,52.3
257,52.3,50.81
258,49.75,51.83
259,51.27,51.3
260,51.96,50.6
261,51.81,50.27
262,51.35,49.95
263,52.08,50.47
264,52.11,49.3
265,51.45,49.67
266,51.9,50.85
267,51.19,50.22
268,52.97,49.84
269,50.13,51.37
270,52.18,50.43
271,52.03,51.63
272,49.86,50.9
