Subject,A,B
1,41.11,39.38
2,39.87,42.01
3,40.35,41.85
4,41.44,41.01
5,41.56,40.79
6,40.81,40.88
7,41.65,41.76
8,42.11,40.26
9,41.04,38.65
10,41.64,41.24
11,38.99,41.65
12,41.08,41.22
13,40.75,39.99
14,39.81,41.06
15,39.77,40.76
16,40.71,39.27
17,40.74,42.09
18,41.05,40.57
19,40.46,39.83
20,42.75,41.11
21,40.67,40.89
22,41.35,41.7
23,42.15,37.84
24,42.43,39.34
25,40.41,41.47
26,41.58,41.61
27,42.25,39.86
28,39.11,41.7
29,39.75,43.56
30,40.76,41.53
31,42.28,39.69
32,40.69,41.18
33,40.99,39.73
34,41,41.08
35,40.23,40.13
36,41.55,39.57
37,39.33,41.72
38,40.25,42.61
39,40.41,40.32
40,40.24,39.57
41,41.15,41.19
42,39.76,40.23
43,41.92,40.02
44,41.17,41.95
45,41.58,40.56
46,39.24,40.8
47,42.51,40.11
48,42.46,40.54
49,41.17,40.5
50,41.3,41.2
51,39.88,41.23
52,42.36,40.21
53,42.65,40.78
54,42.2,41.23
55,41.87,40.39
56,41.29,39.28
57,40.59,40.65
58,40.91,39.73
59,40.42,40.89
60,40.16,42.68
61,43.44,40.11
62,40.84,41.04
63,40.7,42.8
64,41.77,42.19
65,42.02,40.62
66,41.07,41.86
67,41.39,40.76
68,38.38,42.38
69,41.69,39.75
70,41.75,39.56
71,41.93,38.9
72,39.63,39.71
73,41.06,41.01
74,40.04,41.26
75,42.14,39.21
76,41.25,39.34
77,42.43,41.63
78,40.7,40.37
79,41.16,41.55
80,39.4,40.86
81,41.69,40.34
82,42.23,41.07
83,40.98,40.28
84,40.5,42.77
85,39.88,40.89
86,40.59,39.48
87,39.93,42.1
88,40.92,40.95
89,41.74,40.04
90,41.35,40.99
91,40.9,40.72
92,40.7,41.67
93,40.62,38.98
94,40.82,41.41
95,40.48,41.12
96,40.13,42.31
97,41.1,40.47
98,40.88,39.98
99,39.84,41.28
100,39.54,41.62
101,40.46,41.77
102,41.33,39.67
103,42.87,41.66
104,43.16,39.61
105,41.86,42.11
106,41.79,40.41
107,42,40.56
108,41.85,39.98
109,40.21,41.43
110,39.36,42.53
111,40.14,39.96
112,41.11,40.22
113,41.78,40.62
114,40.85,40.79
115,40.68,39.95
116,40.23,40.42
117,38.68,42.27
118,43.2,38.02
119,40.14,39.56
120,40.7,42.29
121,41.18,40.75
122,39.11,41.3
123,40.33,41.12
124,40.51,41.77
125,40.55,39.45
126,40.73,41.47
127,41.45,40.28
128,41.85,39.76
129,40.66,40.79
130,40.13,40.91
131,41.88,42.38
132,41.63,40.07
