Subject,A,B
1,44.21,44.95
2,43.11,44.65
3,44.64,44.41
4,44.95,42.48
5,44.47,45.42
6,42.89,45.28
7,45.57,42.14
8,43.34,44.04
9,44.27,45.06
10,44.26,44.12
11,43.39,42.72
12,45.16,43.88
13,43.62,45.19
14,43.75,43.29
15,44.57,44.5
16,44.6,45.44
17,45.55,44.81
18,45.15,43.42
19,43.99,44.18
20,44.36,42.25
21,45.21,45.24
22,43.76,44.45
23,43.81,44.75
24,44.1,43.18
25,44.58,42.06
26,43.03,42.83
27,46.21,41.48
28,46.55,43.89
29,41.31,43.97
30,43.94,45.81
31,43.13,43.99
32,43,43.94
33,42.35,44.33
34,44.6,42.94
35,46.18,42.41
36,43.98,42.41
37,42.6,43.69
38,43.78,44.98
