Subject,A,B
1,57.18,54.02
2,55.82,54.7
3,54.79,55.11
4,54.1,54.5
5,54.71,55.6
6,54.28,56.37
7,55.41,55.08
8,54.13,55.97
9,54.39,56.37
10,54.6,56.01
11,55.13,54.34
12,56.18,53.3
13,54.25,55.05
14,55.28,54.06
15,56.03,55.83
16,55.71,54.06
17,55.82,54.44
18,54.73,53.95
19,53.87,55.19
20,54.67,54.92
21,55.43,54.09
22,54.11,54.86
23,54.12,55.28
24,53.41,54.89
25,53.72,54.96
26,55.74,54.61
27,53.44,55.61
28,54.84,55.02
29,53.7,56.19
30,56.13,55.33
31,55.05,54.41
32,56.25,55.29
33,56.13,54.97
34,54.73,54.16
35,55.4,54.5
36,54.54,56.05
37,56,54.48
38,54.37,57.81
39,56.43,53.57
40,54.48,54.25
41,54.28,54.02
42,55.1,54.16
43,55.3,55.66
44,54.87,55.76
45,56.41,53.49
46,55.47,56.12
47,54.3,54.69
48,55.77,54.64
49,55.55,55.35
50,55.49,53.92
51,54.45,54.51
52,55.21,54.03
53,54.57,54.32
54,55.28,54.84
55,56.81,53.31
56,55.45,54.5
57,54.08,55.2
58,53.03,55.91
59,55.98,54.78
60,54.95,54.04
61,54.89,55.24
62,57.3,54.03
63,54.65,54.9
64,54.9,55.43
65,55.79,54.25
66,55.19,54.47
67,56.01,54.03
68,54.74,56.33
69,54.5,54.66
70,54.5,55.86
71,56.93,55.07
72,55.55,54.57
73,54.43,55.46
74,53.32,55.93
75,54.03,55.6
76,55.25,55.87
77,56.77,55.46
78,54.48,54.78
79,54.01,55.79
80,54.22,55.23
81,56.25,53.31
82,53.51,55.58
83,55.59,53.93
84,54.66,55.77
85,54.12,56.08
86,54.23,55.07
87,55.98,52.97
88,55.75,54.4
89,55.34,54.46
90,55.81,53.31
91,55.68,55.2
92,54.86,55.33
93,56.42,54.62
94,55.69,54.47
95,55.54,56.41
96,56.87,53.98
97,56.65,51.98
98,56.77,54.89
99,54.7,55.55
100,55.43,55.03
101,56.98,53.6
102,55.72,54.33
103,54.3,55.61
104,54.12,55.54
105,54.47,56.08
106,55.56,55.91
107,55.29,53.09
108,56.03,55.7
109,53.33,55.41
110,55.76,54.19
111,54.97,54.99
112,53.81,55.64
113,55.21,54.87
114,53.69,56.15
115,54.14,54.49
116,55.25,55.33
117,56.34,53.47
118,54.79,55.07
119,54.58,54.82
120,55.49,55.24
121,55.34,53.75
122,53.33,56.61
123,55.29,55.8
124,56.24,54.02
125,54.61,56.74
126,56.58,54.49
127,54.84,56.05
128,56.15,54
129,54.9,54.77
130,56.46,53.61
131,55.5,54.78
132,54.32,55.81
133,54.37,54.7
134,53.83,54.54
135,54.82,54.36
136,55.67,55.12
137,54.49,55.85
138,53.52,56.21
139,55.16,55.5
140,53.27,55.55
141,55.81,56.05
142,54.46,53.58
143,53.81,56.34
144,53.3,57.48
145,55.08,55.36
146,53.08,57.31
147,57.93,53.52
148,56.45,54.8
149,56.33,52.56
150,56.11,54.29
151,55.1,55.57
152,55.49,54.89
153,57.11,56.04
154,54.75,53.29
155,54.56,55.73
156,55.45,54.38
157,55.93,54.79
158,56.21,54.82
159,54.56,56.57
160,55.36,55.02
161,53.55,54.27
162,54.43,55.13
163,53.07,56.15
164,54.31,56.83
165,56.01,54.26
166,54.98,53.4
167,56.08,54.48
168,55.09,53.76
169,55.46,54.22
170,55.96,54.4
171,55.44,55.54
172,54.62,56.44
173,55.87,53.39
174,54.87,55.98
175,55.57,55.46
176,56.38,53.56
177,56.22,55.27
178,55.03,53.46
179,55.81,53.51
180,54.77,53.94
181,54.79,55.01
182,53.97,55.9
183,54.91,55.03
184,54.27,53.87
185,54.59,54.49
186,54.48,55.96
187,55.45,54.7
188,55.17,54.66
189,54.63,54.72
190,54.12,56.17
191,54.43,56.28
192,54.13,54.57
193,55.74,54.02
194,56.67,54.22
195,54.68,54.85
196,56.37,54.97
197,55.38,56.21
198,55.65,55.35
199,54.83,55.87
200,53.57,55.62
201,56.07,54.31
202,54.96,54.64
203,54.89,55.96
204,57.07,55.15
205,55.65,55.3
206,55.37,55.07
207,52.99,56.65
208,55.38,54.54
209,55.54,54.97
210,56.42,55.21
211,55.31,54.88
212,55.06,55.15
213,55.72,54.71
214,53.42,55.89
215,53.84,55.34
216,56.21,52.17
217,54.72,54.53
218,55.44,54.78
219,54.91,56.09
220,54.91,55.09
221,55.59,55.59
222,54.51,55.14
223,54.34,53.55
224,55.19,55.81
225,54.23,55.1
226,55.33,54.56
227,54.89,56.88
228,53.79,54.18
229,54.57,55.02
230,54.58,56.92
231,55.33,54.08
232,54.75,56.3
233,54.29,53.94
234,54.99,55.82
235,54.8,54.13
236,55.29,54.68
237,55.03,55.19
238,55.53,55.22
239,55.9,54.79
240,54.69,54.05
241,56.51,52.58
242,53.15,55.41
243,55.38,55.8
244,54.92,55.66
245,55.26,55.39
246,53.69,55.03
247,56.31,55.22
248,56.07,54.57
249,54.57,55.85
250,56.17,54.69
251,54.61,55.73
252,53.85,55.14
