Subject,A,B
1,55.26,67.06
2,55.51,66.66
3,54.12,67.86
4,54.25,65.88
5,55.48,68.09
6,57.5,68.56
7,54.11,66.83
8,57.49,67.51
9,54.48,66.82
10,54.96,66.7
11,55.25,68.89
12,55.43,68.13
13,57.64,69.12
14,55.52,68.13
15,55.38,68.6
16,55.97,67.82
17,55.27,67.07
18,55.41,68.26
19,54.96,67.85
20,55.86,67.64
21,57.32,70.01
22,54.92,67.93
23,56.2,66.66
24,55.71,67.87
25,55.22,67.58
26,57.1,68.11
27,56.6,67.34
28,56.58,69.69
29,56.35,67.64
30,55.52,67.81
31,53.23,65.78
32,55.36,67.12
33,54.63,66.34
34,56.53,67.67
35,56.07,67.07
36,57.79,68.37
37,54.81,66.81
38,55.11,66.95
39,55.73,68.7
