Subject,A,B
1,33.83,90.65
2,34.83,90.47
3,33.17,90.25
4,33.64,91.22
5,32.43,91.14
6,33.09,91.47
7,35.21,91.19
8,34.83,90.15
9,34.78,89.26
10,32.45,90.96
11,34.51,90.58
12,35.05,91.69
13,34.05,91.11
14,34.86,89.74
15,34.82,90.44
16,36.65,88.83
17,34.95,92.13
18,34.14,90.21
19,34.02,88.3
20,34.05,91.6
21,35.52,90.25
22,35.51,89.51
23,33.52,89.49
24,36.1,90.67
25,35.56,89.95
26,34.44,91.8
27,33.49,89.9
28,35.22,90.38
29,34.08,92.21
30,35.71,91.46
31,36.74,90.57
32,34.14,89.44
