Subject,A,B
1,5.16,56.42
2,4.99,58.32
3,8.43,58.92
4,5.37,58.5
5,8.88,56.57
6,6.43,58.15
7,6.84,56.79
8,5.26,57.26
9,5.05,57.84
10,5.17,57.8
11,4.99,59.61
12,6.46,56.94
13,5.57,60.46
14,5.26,57.21
15,5.26,58.77
16,5.1,56.61
17,5.23,57.02
18,5.41,59.55
19,5.01,57.62
20,5.99,59.4
21,7.31,59.1
22,5.01,56.48
23,7.81,60.35
24,8.21,58.85
25,4.99,57.09
26,5.37,62.76
27,6.45,60.82
28,6.37,57.91
29,5.62,56.5
30,5.01,57.96
31,5.18,57.03
32,7.82,56.66
33,5.34,56.67
34,5.15,56.42
35,6.44,56.6
36,5.27,56.43
37,5.62,58.6
38,5.13,57.12
39,5.12,58.07
40,5.05,56.45
41,5.5,56.64
42,6.02,56.41
43,5.52,57.31
44,5.11,57.39
45,5.7,56.57
46,9.23,57.34
47,6.39,57.34
48,8.33,56.77
49,5.02,56.44
50,5.48,58.61
51,5.1,58.51
52,6.86,56.96
53,7.73,56.72
54,5.26,56.47
55,5.51,56.67
56,8.44,56.71
57,6.95,56.72
58,7.16,56.52
59,7.41,59.14
60,4.98,59.47
61,5.3,56.55
62,7.99,59.07
63,5.14,60.48
64,7.79,56.91
65,5.3,56.66
66,5.5,57.99
67,5.13,57.78
68,5.62,56.76
69,7.8,57.35
70,4.99,56.44
71,5.23,56.89
72,6.81,56.57
73,4.99,58.1
74,5.06,62.5
75,5.68,56.83
76,5.47,57.01
77,5.97,56.83
78,7.21,56.53
79,5.01,57.81
80,5.63,61.43
81,5.01,59.08
82,9.36,58.15
83,8.35,59.17
84,5.06,56.78
85,4.99,56.9
86,9.21,56.76
87,6.14,56.48
88,7.16,57.07
89,7.36,57.73
90,5.08,58.41
91,7.13,56.52
92,5.21,57.88
93,5.38,56.56
94,5.23,57.34
95,6.48,56.82
96,5.24,57.32
97,6.01,58.56
98,5.09,57.16
99,5.68,59.72
100,9.13,57.35
101,6,58.63
102,6.91,56.51
103,5.38,58.41
104,8.26,56.43
105,11.13,56.8
106,5.47,57.53
107,6.19,56.49
108,5,59.63
109,4.99,59.38
110,6.74,57.48
111,6.73,56.57
112,5.03,57.79
113,6.72,56.53
114,5.45,57.42
115,5.07,59.15
116,4.98,62.88
117,5.02,57.21
118,7.27,56.8
119,5.71,58.18
120,6.18,56.87
121,8.08,56.58
122,5.72,59.12
123,5.21,59.32
124,5.21,56.89
125,5.77,56.45
126,5.76,69.37
127,8.8,56.74
128,6.19,56.41
129,5.71,56.64
130,6.97,58.4
131,5.61,61.53
132,5.13,57.48
133,6.3,57.14
134,5.7,60.68
135,6.54,57.63
136,9.66,56.99
137,6.31,57.23
138,5.91,56.41
139,5,59.32
140,10.05,56.69
141,5.54,57.58
142,4.99,56.51
143,5.47,57.55
144,6.27,57.62
145,4.99,56.42
146,5.33,57.69
147,5.85,58
148,8,59.58
149,5.24,60.29
150,5.39,56.78
151,6.76,56.44
152,7.06,57.32
153,6.02,57.93
154,7.14,57.76
155,5.05,57.41
156,5.67,57.24
157,5.12,57.91
158,7.99,58.25
159,5.06,56.64
160,7.12,57.45
161,5.18,57.11
162,5.89,60.05
163,5.35,57.91
164,5.48,59.01
165,7.69,58.23
166,5.51,59.44
167,6.54,58.2
168,5.68,56.43
169,5.3,56.69
170,5.09,58.97
171,5.18,56.47
172,5.29,56.69
173,5.29,58.92
174,5.34,58.63
175,8.5,56.5
176,8.34,59.75
177,6.34,56.53
178,5.05,56.46
179,8.06,56.94
180,5.06,57.68
181,6.28,59.03
182,5.39,59.47
183,8.45,57.07
184,8.6,56.84
185,5.03,59.79
186,7.26,56.82
187,4.98,59.52
188,5.91,60.4
189,5,56.64
190,5.39,60.24
191,5.03,56.42
192,8.09,56.6
193,10.3,57.57
194,7.95,57.71
195,5.35,58.52
196,6.81,60.42
197,7.02,57.03
198,6.31,57.8
199,4.99,57.27
200,5.35,56.6
201,5.06,58.94
