Subject,A,B
1,36.1,39.22
2,37.9,37.63
3,34.99,36.25
4,36.97,38.55
5,36.17,36.73
6,36.13,37.8
7,36.8,37.78
8,36.7,38.89
9,36.9,37.69
10,38.13,36.01
11,37.41,38.72
12,36.53,39.05
13,36.42,38.77
14,37.3,38.3
15,35.68,36.83
16,38.02,39.9
17,35.82,38.19
18,35.71,41.26
19,35.51,39.15
20,37.02,38.58
21,36.49,37.97
22,36.96,39.22
23,34.64,38.34
24,36.66,37.76
25,36.77,40.03
26,37.27,38.01
27,36.92,39.16
28,36.64,39.2
29,36.02,38.74
30,35.2,39.21
31,35.6,36.69
32,35.5,38.32
33,34.14,39.13
34,36.1,39.83
35,37.13,39.29
36,36.72,37.61
37,37.42,39.13
38,37.09,38.25
39,35.62,38.92
40,35.7,38.41
41,36.96,36.9
42,37.56,38.51
43,36.33,38.76
44,36.8,37.33
45,36.41,38.89
46,34.79,37.82
47,37.3,38.56
48,37.81,39.05
49,36.17,39.16
50,35.33,41.02
51,37.05,38.4
52,37.2,39.62
53,35.44,39.77
54,34.72,40.15
55,35.99,38.81
56,38.39,36.46
57,36.84,39.81
58,37.54,39.24
59,36.43,38.12
60,38.91,38.6
61,36.1,39.36
62,35.7,39.26
63,35.46,38.25
64,36.5,38.15
65,36.14,39.15
66,35.57,37.73
67,35.91,38.22
68,37.19,39.27
69,36.28,38.23
70,36.61,38.05
71,36.11,38.38
72,36.05,38.67
73,36.7,38.97
74,35.43,38.69
75,36.99,38.17
76,34.5,39.81
77,36.54,38.51
78,35.95,39.12
79,36.53,39.56
80,36.59,38.17
81,37.5,37.06
82,37.39,38.54
83,34.3,39.31
84,37.53,39.31
85,37.16,39.09
86,37.36,38.28
87,35.74,37.71
88,37.81,36.26
89,36.64,39.73
90,36.82,37.59
91,37.41,37.21
92,39.27,37.81
93,36.82,39.13
94,35.75,38.6
95,37.73,37.71
96,35.68,39.55
97,37.01,38.86
98,35.84,39.08
99,37.17,37.26
100,37.34,39.52
101,37.08,37.97
102,37.43,39.49
103,36.03,39.03
104,36.38,37.61
105,34.97,39.36
106,37.11,38.99
107,36.33,38.69
108,36.44,37.69
109,35.66,37.69
110,36.77,37
111,35.46,38.27
112,36.78,37.94
113,35.96,39.74
114,37.4,36.73
115,37.2,39.11
116,36.41,37.22
117,37.29,37.82
118,36.69,39.08
119,34.41,40.93
120,36.1,37.53
121,36.31,38.74
122,37.95,38.92
123,36.29,37.27
124,37.42,37.3
125,36.94,37.05
126,36.62,37.59
127,38.67,37.35
128,35.14,39.81
129,36.83,38.61
130,36,38.76
131,38.61,38.14
132,36.97,37.93
133,35.83,38.37
134,37.01,39.8
135,37.75,37.35
136,37.12,39.14
137,37.66,37.18
138,37.21,37.83
139,37.5,37.89
140,36.59,37.96
141,36.3,39.16
142,35.38,38.44
143,36.71,39.54
144,37.85,36.81
145,37.3,36.92
146,36.98,37.91
147,36.44,39.46
148,37.72,38.05
149,37.38,38.85
150,36.17,39.41
151,35.24,37.65
152,37.75,38.79
153,35.8,38.07
154,37.31,38.15
155,36.33,40.12
156,37.83,39.51
157,35.94,37.64
158,36.44,37.12
159,36.45,38.53
160,36.33,40.43
161,37.26,37.41
