Subject,A,B
1,73.12,73.79
2,75.96,71.68
3,73.17,70.53
4,74.55,71.77
5,75.46,72.67
6,74.41,71.14
7,74.57,72.64
8,73.37,72.22
9,72.8,72.38
10,73.2,71.73
11,73.99,73.57
12,75.35,72.21
13,72.36,70.19
14,76.98,72.35
15,74.07,72.16
16,74.37,73.83
17,76.63,71.94
18,74.22,71.52
19,74.67,71.26
20,74.1,71.68
21,73.54,72.74
22,75.49,71.07
23,75.03,73.09
24,76.61,72.23
25,74.79,71.87
26,75.22,72.08
27,75.88,71.65
28,73.13,71.46
29,72.94,72.21
30,74.26,70.87
31,74.89,72.75
32,74.51,71.5
33,73.58,71.58
34,72.98,72.07
35,72.66,72.13
36,75.2,71.61
37,73.96,71.72
38,75.14,72.53
39,73.01,71.67
40,72.6,70.03
