Subject,A,B
1,3.1,22.73
2,3.64,24.75
3,1.79,23.27
4,1.87,26.7
5,1.58,22.8
6,1.27,22.84
7,1.36,23.13
8,0.81,22.73
9,0.84,24.17
10,2.03,22.58
11,4.15,22.7
12,4.23,23.16
13,0.6,22.59
14,0.72,22.58
15,1.19,23.53
16,0.97,24.82
17,1.08,22.81
18,0.53,23.24
19,1.12,22.91
20,1.37,23.12
21,0.46,22.72
22,0.74,22.87
23,1.9,22.7
24,1.9,23.87
25,0.48,28.86
26,0.89,23.43
27,0.55,24.61
28,0.9,22.98
29,0.68,24.72
30,3.1,24.49
31,2.38,23.99
32,2.53,27.08
33,0.46,22.67
34,1.54,23.89
35,7.35,26.17
36,4.97,24.23
37,1.29,24.44
38,1.07,23.85
39,2.43,25.39
40,0.52,22.72
41,0.74,23
42,0.97,25.44
43,1.44,26.06
44,5.36,25.7
45,0.89,23.51
46,2.99,22.97
47,0.83,23.58
48,2.83,23.96
49,5.91,25.24
50,1.08,26.54
51,0.59,22.78
52,1.51,23.13
53,3.51,26.69
54,0.68,23.13
55,0.9,24.64
56,1.54,22.8
57,3.4,23.68
58,0.59,26.21
59,0.99,24.81
60,1.57,22.87
61,5.61,25.48
62,2.68,25.2
63,1.9,22.59
64,1.66,24.49
65,1.64,22.72
66,0.49,22.78
67,2.45,22.94
68,1.05,23.02
69,3.18,22.7
70,7.41,26.67
71,3.49,24.23
72,1.38,27.86
73,3.84,23.35
74,0.52,22.78
75,1.17,23.65
76,0.98,23.32
77,0.54,22.9
78,6.51,25.64
79,1.12,23.08
80,3.8,23.91
81,0.52,23.62
82,0.49,22.62
83,0.8,22.74
84,1.32,23.15
85,1.56,26.78
86,2.01,25.42
87,1.32,22.7
88,5.36,25.52
89,0.9,29.29
90,1.25,25.4
91,0.52,25.37
92,4.23,23.46
93,0.84,22.99
94,1.32,24.29
95,0.63,22.93
96,0.65,24.26
97,2.89,24.17
98,5.43,22.58
99,0.47,22.58
100,6.15,23.69
101,2.03,23.55
102,3.09,24.57
103,2.15,23.28
104,0.86,23.56
105,2.37,25.02
106,0.52,22.9
107,2.37,27.71
108,2.8,27.36
109,0.47,22.74
110,3.96,22.57
111,2.72,23.01
112,0.73,24.26
113,3.28,24.51
114,0.78,22.97
115,1.2,22.69
116,2.13,24.7
117,1.04,22.6
118,0.48,23.39
119,0.46,26.06
120,0.49,24.9
121,1.27,23.03
122,0.46,23.81
123,1.46,23.31
124,2.49,22.98
125,3.48,23.44
126,0.53,23.3
127,0.87,22.68
128,0.63,22.63
129,1.11,25.27
130,0.49,23.36
131,0.93,23.04
132,0.82,22.73
133,1.14,22.64
134,0.96,22.57
135,3.72,23.29
136,2.39,22.82
137,0.81,23.6
138,1.32,23.42
139,4.72,22.65
140,4.63,25.51
141,2.28,23.85
142,1.5,23.57
143,5.05,23.39
144,2.61,23.63
145,1.12,22.81
146,2.97,24.16
147,3.06,23.3
148,1.81,22.73
149,0.68,23.47
150,0.52,23.87
151,0.48,23.72
152,1.22,26.39
153,0.9,22.57
154,6.99,25.99
155,1.06,24.37
156,0.57,22.66
157,3.66,24.1
158,0.57,24
159,0.54,22.57
160,5.55,27.17
161,0.68,26.57
162,1.5,24.43
163,0.76,23.01
164,0.87,28.04
165,1.09,27.36
166,3.56,22.64
167,4.08,25.66
168,0.59,23.58
169,4.4,23.43
170,0.52,23.04
171,2.12,23.81
172,1.06,22.86
173,2.1,24.29
174,0.5,24.63
175,1.66,25.69
176,2.4,23.03
177,0.56,24.67
178,0.71,23.03
179,2.13,24.84
180,0.52,22.7
181,0.46,23.1
182,3.25,25.52
