Subject,A,B
1,18.26,88.73
2,14.78,86.29
3,17.53,88.91
4,18.24,85.52
5,17.76,86.35
6,18.26,88.59
7,18.23,87.36
8,16.8,83.57
9,18.28,89.03
10,17.93,86.93
11,18.29,88.89
12,18.25,85.63
13,18.07,86.51
14,17.01,87.95
15,18.3,88.33
16,16.78,83.85
17,18.1,89.03
18,17.42,88.98
19,16.17,87.84
20,17.48,87.53
21,15.32,85.3
22,17.91,88.89
23,17.56,87.85
24,17.92,85.71
25,16.33,83.28
26,18.19,87.55
27,17.98,87.92
28,16.69,89
29,18.15,82.89
30,18.24,88.54
31,18.02,88.79
32,17.05,86.33
33,17.63,88.24
34,14.15,89.01
35,17.28,87.93
36,16.67,88.28
37,18,88.65
38,17,87.96
39,13.96,88.32
40,16.77,87.74
41,12.59,82.62
42,17.8,88.1
43,14.53,89.03
44,18.23,85.55
45,18.14,87.28
46,18.12,89
47,18.16,89.04
48,18.17,87.37
49,17.72,89.02
50,17.9,88.62
51,17.5,88.32
52,16.84,88.91
53,14.67,86.41
54,17.39,87.28
55,18.12,89.04
56,17.86,89.03
57,15.51,86.8
58,16.63,87.57
59,15,88.73
60,18.28,88.91
61,16.2,86.12
62,18.15,88.7
63,18.29,88.88
64,18.06,85.6
65,17.94,88.12
66,18.3,88.26
67,18.03,85.1
68,16.85,84.98
69,18.3,88.93
70,17.89,89.04
71,17.63,88.89
72,16.13,83.33
73,17.44,87.94
74,17.62,85.98
75,18.15,88.29
76,18.3,86.71
77,15.22,88.67
78,17.05,89.04
79,18.3,87.93
80,12.59,88.8
81,17.91,86.94
82,15.5,89.04
83,17.08,88.94
84,14.61,85.32
85,16.52,89.04
86,17.56,85.52
87,17.17,87.93
88,16.62,89.01
89,15.65,88.92
90,17.5,87.59
91,18.25,86.26
92,15.84,88.5
93,15.78,88.8
94,14.55,88.31
95,18.21,89
96,18.23,89.03
97,15.76,88.54
98,17.76,86.31
99,16.53,88.8
100,16.58,88.98
101,17.39,88.57
102,16.04,86.69
103,18.1,87.9
104,18.29,88.29
105,16.77,87.9
106,14.35,88.86
107,17.95,87.8
108,15.2,89
109,17.69,87.23
110,14.52,88.61
111,16.37,87.36
112,17.56,88.94
113,12.84,86.46
114,17.5,89
115,18.07,88.55
116,16.13,87.77
117,15.2,89.04
118,17.95,87.28
119,18.16,85.92
120,18.29,88.98
121,14.27,88.92
122,16.87,88.71
123,14.89,88.26
124,16.89,85.89
125,15.75,89
126,13.75,86.63
127,17.49,88.5
128,17.31,85.85
129,18.27,86.32
130,18.07,88.98
131,12.48,86.55
132,18.11,88.14
133,15.74,86.52
134,17.73,84.76
135,17,88.99
136,18.12,89.03
137,17.49,88.86
138,17.08,88.89
139,14.91,84.23
140,16.81,86.72
141,17.02,86.38
142,18.04,88.91
143,15.63,88.94
144,18.13,89.04
145,16.27,88.1
146,18.28,88.18
147,17.21,88.91
148,17.4,88.94
149,18.05,85.87
150,17.52,85.45
151,18.12,88.64
152,17.9,89.04
153,16.38,86.41
154,17.73,87.08
155,17.4,87.51
156,17.45,88.33
157,17.69,87.22
158,14.62,85.62
159,15.26,88.06
160,17.48,89.03
161,17.23,88.07
162,14.81,87.84
163,16.4,86.91
164,18.2,87.86
165,17.09,89.04
166,14.83,88.13
167,18.24,89.01
168,18.24,86.5
169,17.77,87.68
170,15.99,86.97
171,14.42,88.37
172,18.26,82.29
173,16.94,88.91
174,17.91,87.48
175,17.8,89.03
176,16.69,88.95
177,18.16,88.92
178,15.81,87.4
179,16.6,87.56
180,15.59,87.43
181,16.01,88.83
182,17.13,85.97
183,17.34,88.67
184,18.22,88.11
185,16.87,87.1
186,17.57,88.47
187,17.96,88.19
188,11.71,87.89
189,17.16,86.24
190,17.85,88.67
191,14.72,88.72
192,17.36,87.73
193,18.16,87.62
194,15.9,89.02
195,16.62,87.26
196,17.43,85.97
197,18.13,88.54
198,17.56,88.93
199,18.27,86.54
200,16.45,88.92
201,17.43,89
202,15.63,87.58
203,16.14,88.31
204,17.41,88.43
205,16.04,86.07
206,14,89.03
207,17.88,86.13
208,16.41,89.04
209,17.96,88.54
210,17.13,87.05
211,17.94,88.59
212,15.16,88.73
213,18.25,88.46
214,14.29,81.43
215,15.45,88.75
216,16.57,88.5
217,17.95,87.2
218,17.35,87.82
219,16.29,84.04
220,18.29,88.95
221,17.44,88.77
222,15.32,86.28
223,16.15,87.17
224,17.73,88.8
225,11.3,88.53
226,18.16,88.96
227,17.68,88.93
228,12.85,89.02
229,16.66,85.89
230,17.59,87.39
231,18.29,88.92
232,17.78,85.37
233,15.52,87.8
234,17.09,87.6
235,14.52,87.46
236,18.22,88.44
237,15.01,88.64
238,18.04,88.93
239,12.49,86.7
240,18.06,88.97
241,14.51,88.47
242,17.2,89.03
243,15.43,88.91
244,15.15,87.46
