Subject,A,B
1,13.09,21.86
2,13.64,22.54
3,13.77,23.27
4,13.12,22.85
5,13.43,22.89
6,9.68,22.9
7,13.15,22.64
8,12.83,21
9,11.25,17.4
10,13.02,22.79
11,13.78,22.94
12,12.88,23.28
13,13.78,20.62
14,12.22,22.62
15,13.28,23.26
16,12.52,21.74
17,12.96,23.21
18,13.44,20.08
19,10.43,23.04
20,13.09,22.9
21,12.88,22.39
22,13.25,20.43
23,12,21.94
24,9.77,17.74
25,13.75,19.7
26,13.78,23.01
27,8.57,21.61
28,13.24,22.78
29,13.69,22.82
30,11.77,23.07
31,11.26,22.78
32,10.72,23.25
33,13.68,21.35
34,11.17,20.1
35,13.47,23.27
36,12.14,22.84
37,10.3,22.4
38,13.53,19.98
39,13.4,23.16
40,13.24,23.02
41,11.17,23.24
42,11.56,21.31
43,13.7,19.35
44,11.39,23.01
45,13.3,23.03
46,13.73,20.62
47,12.37,22.52
48,11.45,22.93
49,12.75,18.87
50,9.48,22.52
51,12.76,18.16
52,13.78,20.64
53,13.18,21.81
54,13.39,22.45
55,13.77,22.56
56,13.57,22.15
57,12.87,20.31
58,13.32,22.69
59,13.53,23.29
60,11.21,22
61,11.51,23.28
62,13.53,19.67
63,13.27,21.94
64,8.77,22.98
65,11.68,23.28
66,13.49,21.98
67,13.35,20.87
68,13.78,23.16
69,13.44,23.24
70,12.66,21.3
71,12.81,23.13
72,13.77,21.96
73,13.11,23.15
74,13.76,22.93
75,8.86,23.28
76,12.49,20.95
77,13.75,23.25
78,13.77,23.26
79,10.04,23.04
80,12.64,21.69
81,13.74,19.38
82,12.8,23.23
83,5.88,22.15
84,13.32,22.17
85,13.23,19.55
86,13.75,23.28
87,12.14,21.77
88,12.6,22.2
89,12.25,22.72
90,13.66,21.85
91,13.46,21.03
92,13.78,19.92
93,12.74,22.95
94,10.32,23.28
95,13.69,21.98
96,13.62,23.23
97,11.4,23.06
98,12.01,21.27
99,13.57,21.35
100,13.28,23.28
101,9.51,23.24
102,12.81,19.94
103,11.95,21.93
104,11.77,22.09
105,11.89,23.19
106,8.35,18.72
107,13.57,22.62
108,13.13,23.19
109,13.66,22.36
110,12.27,20.51
111,12.49,21.78
112,13.18,21.47
113,13.57,22.93
114,11.73,22.54
115,13.59,21.86
116,13.55,20.41
117,12.66,21.91
118,12.58,23.09
119,13.16,21.96
120,12.36,18.37
121,11.89,22.91
122,8.35,18.23
123,13.09,22.54
124,13.57,23.15
125,13.78,18.49
126,13.78,22.31
127,13.55,23.28
128,13.78,23.22
129,13.2,23.29
130,13.55,23.05
131,12.86,21.54
132,12.49,23.28
133,11.08,23.02
134,13.78,20.91
135,12.96,23.22
136,13.58,22.84
137,11.16,20.46
138,13.67,23.25
139,12.08,22.78
140,10.7,23.28
141,13.75,18.77
142,13.75,22.47
143,13.41,23.27
144,13.74,22.85
145,11.92,22.76
146,11.91,22.17
147,13.15,22.76
148,13.76,19.3
149,12.33,23.28
150,8.51,22.59
151,11.53,22.49
152,13.51,21.66
153,13.74,22.7
154,12.15,23.14
155,7.69,23.24
156,13.08,20.14
157,12.85,22.59
158,12.34,23.27
159,12.76,20.54
160,12.52,23.23
161,13.67,22.95
162,10.57,21.81
163,12.12,21.27
164,11.21,19.79
165,13.78,23.06
166,13.43,23.26
167,10.56,22.62
168,10.21,19.7
169,13.55,20.9
170,13.71,22.27
171,10.79,21.36
172,10.38,23.27
173,13.62,16.32
174,12.99,22.04
175,10.61,21.1
176,12.98,23.29
177,13.4,23.12
178,13.65,19.38
179,12.3,18.83
180,12.91,23.23
181,11.88,21.98
182,13.61,22.59
183,9.04,23.28
184,13.33,23.24
185,12.5,21.53
186,13.48,22.52
187,11.19,22.16
188,9.8,22.73
189,11.72,23.13
190,13.19,20.36
191,12.58,21.82
192,10.1,22.65
193,11.93,22.26
194,13.74,22.05
195,12.57,22.38
196,12.09,22.94
197,9.11,22.77
198,12.84,21.4
199,12.37,21.2
200,7.99,19.44
201,13.39,22.08
