Subject,A,B
1,96.72,19.32
2,96.73,17.09
3,95.56,18.42
4,95.81,15.34
5,92.06,14.62
6,96.53,19.08
7,95.87,19.34
8,95.84,14.75
9,96.58,18.36
10,95.17,17.37
11,96.72,17.18
12,93.94,18.64
13,93.25,19.36
14,95.81,19.03
15,96.72,18.15
16,94.35,18.93
17,96.43,17.74
18,96.51,17.03
19,95.69,18.51
20,93.64,19.35
21,94.98,18.44
22,96.67,14.14
23,96.69,17.4
24,94.83,19.12
25,94.85,15.61
26,93.86,18.3
27,92.37,18.68
28,94.23,19.11
29,90.52,16.77
30,96.05,19.36
31,96.72,16.93
32,94.03,19.12
33,94.02,19.01
34,96.6,19.31
35,96.63,19.09
36,95.31,18.87
37,95.97,15.23
38,94.53,17.41
39,95,19.32
40,91.08,15.94
41,96.49,18.97
42,95.09,18.51
43,95.17,17.19
44,96.01,19.33
45,95.95,19.26
46,95.16,18.2
47,95.04,16.52
48,91.65,18.63
49,91.45,18.31
50,96.65,15.71
51,96.69,17.01
52,93.6,19.33
53,96.51,17.57
54,95.15,19.35
55,96.01,18.11
56,95.91,19.33
57,96.46,17.38
58,96.61,19.23
59,92.54,19.35
60,96.43,18.45
61,96.47,17.77
62,95.45,16.23
63,93.21,19.34
64,96.62,18.48
65,96.72,17.06
66,92.85,19.35
67,96.28,18.49
68,96.7,18.6
69,96.45,19.01
70,96.58,17.13
71,96.7,17.19
72,94.8,18.93
73,92.77,19.34
74,95.52,19.23
75,93.34,16.34
76,95.88,19.23
77,94.63,19.25
78,95.99,17.69
79,96.41,18.64
80,96.2,18.12
81,95.28,19.35
82,96.55,16.56
83,95.68,15.69
84,96.48,19.36
85,95.16,19.21
86,95.64,15.25
87,96.57,14.09
88,95.94,15.74
89,95.74,18.34
90,92.81,19.23
91,96.56,18.15
92,96.69,16.16
93,92.99,17.85
94,95.79,19.35
95,94.44,19.27
96,96.56,18.69
97,95.31,17.94
98,96,16.79
99,96.66,19.21
100,96.54,15.92
101,96.64,16.3
102,96.62,13.03
103,95.08,17.7
104,93.6,18.5
105,95.31,18.99
106,91.54,18.35
107,92.92,19.18
108,95.61,19.08
109,94.85,18.86
110,96.64,18.74
111,96.72,16.74
112,96.34,18.04
113,96.72,16.39
114,96.62,18.38
115,95.95,17.44
116,94.55,17.5
117,95.48,19.33
118,94.96,19.02
119,96.63,17.44
120,96.09,19.34
121,94.78,17.07
122,95.32,19.01
123,95.9,18.16
124,96.14,16.92
125,96.04,18.95
126,96.33,19.03
127,95.58,15.88
128,96.58,16.91
129,93.92,19.34
130,96.42,17.57
131,94.71,18.4
132,94.55,18.95
133,96.32,17.95
134,96.14,19.34
135,92.16,19.29
136,96.21,14.23
137,95.46,18.8
138,95.77,19.33
139,96.13,16.5
140,94.48,18.58
141,96.68,14.3
142,92.87,19.26
143,96.35,19.06
144,96.72,18.47
145,96.62,19.18
146,96.04,18.14
147,94.01,18.83
148,96.49,16.56
149,96.44,16.85
150,92.83,19.12
151,94.84,18.41
152,96.6,16.08
153,96.64,17.17
154,95.78,17.31
155,96.37,17.46
156,96.71,19.36
157,96.05,19.27
158,94.17,18.43
159,95.54,18.99
160,92.45,18.88
161,96.45,17.89
162,95.87,18.63
163,96.48,15.43
164,93.28,17.89
165,93.38,19.32
166,96.58,15.29
167,95.25,17.64
168,94.75,19
169,96.54,19.33
170,95.88,19.13
171,96.37,19.32
172,96.16,19.28
173,96.04,16
174,94.59,17.43
175,96.71,16.1
176,96.51,18.87
177,96.51,19.21
178,96.58,17.14
179,96.53,18.79
180,94.57,19.25
181,95.45,19.24
182,93.31,19.03
183,96.64,16.35
184,94.17,19.19
185,94.35,18.99
186,96.26,19.06
187,92.7,18.91
188,96.55,19.35
189,96.69,19.14
190,96.24,19.23
191,94.98,17.47
192,95.66,19.27
193,96.41,17.76
194,94.93,18.98
195,95.69,18.17
196,96.49,16.04
197,93.08,18.67
198,96.25,17.29
199,96.02,17.93
200,95.74,18.88
201,96.53,18.15
202,94.81,19.33
203,95.35,18.7
204,96.54,16.03
205,95.93,19.33
206,96.25,19.34
207,95.51,18.14
208,94.72,18
209,96.71,17.05
210,96.51,13.36
211,95.61,17.48
212,96.43,17.17
213,96.44,14.82
214,95.1,17.86
215,93.05,19.28
216,95.45,19.16
217,96.52,17.85
218,95.94,18.5
219,93.95,19.34
220,96.13,19.19
221,96.56,18.05
222,96.72,18.51
223,96.33,13.91
224,95.07,17.97
225,96.29,16.97
226,96.65,19.36
227,94.49,17.68
228,96.49,18.29
229,95.15,18.11
230,95.96,18.97
231,96.32,19.36
232,95.92,17.15
233,95.12,18.67
234,95.11,18.55
235,91.53,19.3
236,92.82,19.35
237,96.26,19.04
238,96.22,19.07
239,96.68,17.68
240,96.67,16.44
241,95.58,19.36
242,96.51,18.8
243,96.59,19.32
