Subject,A,B
1,73.42,74.9
2,74.82,73.89
3,73.78,75.18
4,74.28,74.65
5,75.28,71.83
6,74.01,73.35
7,75.38,71.63
8,73.09,75.35
9,74.35,73.77
10,74.56,74.1
11,74.19,72.54
12,73.38,74.65
13,73.2,73.35
14,74.94,72
15,75.5,72.67
16,71.9,74.16
17,74.93,75.18
18,71.87,73.47
19,72.71,75.96
20,73.62,74.07
21,73.28,73.39
22,74.41,75.36
23,74.17,73.49
24,72.62,74.98
25,72.94,73.54
26,75.01,73.96
27,74.07,76.1
28,72.65,74.73
29,73.75,75.03
30,75.62,72.35
31,72.09,74.95
32,72.6,76.39
33,74.53,73.68
34,73.41,74.12
35,74.71,73.55
36,75.6,75.21
37,72.75,73.79
38,75.63,72.81
39,74.63,74.32
40,74.29,73.68
41,73.98,74.1
42,74.36,72.53
43,73.86,75.03
44,74,74.05
45,72.9,75.22
46,73.95,73.57
