Subject,A,B
1,13.88,45.73
2,12.55,45.75
3,13.87,45.16
4,13.68,46.02
5,14.68,45.14
6,13.07,47.88
7,11.78,46.24
8,14.73,42.89
9,13.01,46.1
10,12.12,45.7
11,14.92,44
12,13.07,45.95
13,12.39,44.71
14,14.35,44.19
15,12.17,47.19
16,15.48,46.61
17,12.34,44.78
18,12.52,45.16
19,13.1,45.16
20,13.3,44.47
21,13.72,46.52
22,12.16,43.59
23,12.87,44.43
24,12.38,47.46
25,14.35,46.09
26,14.49,45.31
27,11.31,46.23
28,14.2,44.57
29,14.35,45.84
30,12.42,46.67
31,11.2,47
32,14.38,44.42
33,12.8,45.07
34,12.15,44.41
35,12.14,44.65
36,12.54,44.81
37,14.64,43.94
38,13.2,47.28
39,13.46,44.85
40,13.88,46.11
41,15.51,45.26
42,14.7,44.54
43,14.46,46.58
44,13.22,44.69
45,13.83,43.42
46,13.37,43.97
47,14.37,46.24
48,13.94,45.56
49,13.75,45.58
50,13.01,44.45
51,14.82,46.2
52,13.25,45.19
53,13.01,45.62
54,13.81,46.37
55,15.07,44.79
56,11.85,45.06
57,12.17,46.26
58,14.81,45
59,13.81,45.41
60,13.35,45.2
61,14.64,45.13
62,14.43,44.61
63,13.74,47.27
64,11.87,44.77
65,15.54,44.78
66,14.86,43.74
67,14.54,44.8
68,14.84,46.11
69,12.78,48.68
70,12.82,46.14
71,14.54,44.51
72,12.59,46.14
73,12.17,45.69
74,14.37,45.07
75,12.31,47.1
76,13.06,45.02
77,13.78,44.63
78,13.24,44.51
79,14.13,46.06
80,13.04,45.23
81,15.12,44.52
82,13.88,47.66
83,16.03,45.48
84,12.62,45.81
85,12.45,46.37
86,13.45,45.3
87,13.26,44.34
88,13.13,46.21
89,14,47.39
90,13.47,45.27
91,12.96,45.65
92,15.13,46.18
93,12.48,46.22
94,12.84,45.92
95,12.31,46.57
96,12.86,44.59
97,12.68,45.86
98,12.72,47.99
99,12.52,46.33
100,14.43,43.83
101,15.35,45.29
102,12.29,45.52
103,11.86,46.85
104,15.06,47.27
105,12.75,46.12
106,11.87,44.17
107,13.21,45.28
108,14.03,45.31
109,14.27,46.46
110,12.59,47.63
111,13.67,45.06
112,14.62,45.07
113,14.19,44.49
114,13.26,44.09
115,12.85,44.2
116,14.08,46.6
117,13.54,46.54
118,13.62,46.74
119,12.41,46.52
120,11.72,44.73
121,13.42,43.48
122,14.14,46.03
123,12.81,45.81
124,15.18,45.33
125,14.47,44.51
126,13.16,44.44
127,11.33,46.12
128,13.1,45.43
129,14.07,43.83
130,13.62,46.56
131,10.99,46.86
132,12.77,47.81
133,14.25,44.85
134,15.08,44.75
135,12.48,46.26
136,13.27,44.94
137,11.6,46.11
138,14.75,44.87
139,13.8,44.74
140,13.12,46.35
141,13.61,47.24
142,12.47,45.97
143,13.97,47.61
144,13.55,44.48
145,14.45,46.62
146,13.9,43.83
147,13.5,44.62
148,13.91,44.82
149,14.4,44.46
150,12.48,45.65
151,11.1,46.66
152,13.57,45.02
