Subject,A,B
1,48.42,16.1
2,47.19,14.66
3,46.7,13.8
4,46.94,15.5
5,47.98,16.19
6,46.57,14.42
7,47.38,13.99
8,46.75,15.05
9,48.99,14.17
10,46.55,13.76
11,48,14.11
12,46.77,13.83
13,48.43,13.95
14,47.58,13.86
15,47.25,13.98
16,46.66,15.83
17,46.54,14.85
18,47.52,14.49
19,47.14,16.52
20,48.49,13.94
21,46.8,14.33
22,48.12,14.74
23,54.12,17.07
24,47.99,18.32
25,48.11,14.24
26,47.55,13.76
27,47.37,13.92
28,46.57,14.15
29,46.54,13.97
30,47.9,15.76
31,47,13.76
32,47.29,15.77
33,50.23,18.48
34,47.85,14.7
35,49.93,15.02
36,52.08,14.62
37,53.29,13.93
38,46.54,13.91
39,47.99,16.32
40,46.8,14.46
41,46.6,14.25
42,47.26,17.29
43,50.71,15.03
44,46.66,15.35
45,46.63,16.76
46,46.78,13.8
47,49.2,13.94
48,47.19,18.71
49,47.66,15.3
50,51.96,20.37
51,51.04,20.94
52,48.74,13.76
53,48.84,13.77
54,48.55,15.25
55,50.58,13.76
56,46.97,18.78
57,49.52,16.47
58,47.07,14.77
59,46.81,15.24
60,48.26,18.27
61,47.26,14.33
62,48.93,15.31
63,47.75,14.15
64,48.64,15.36
65,46.8,13.79
66,48.37,16.74
67,46.75,16.92
68,46.87,13.76
69,47.2,17.91
70,46.69,14.72
71,46.56,14.34
72,46.55,14.48
73,47.93,13.94
74,47.51,13.79
75,47.38,18.38
76,47.84,14.49
77,48.94,13.96
78,49.3,14.55
79,47.03,17.79
80,47.39,14.27
81,48.57,15.36
82,46.78,13.79
83,46.67,13.76
84,49.2,17.03
85,46.57,14.81
86,47.16,13.92
87,46.7,13.94
88,46.58,14.53
89,48.12,15.99
90,46.88,15.64
91,46.74,13.92
92,47.95,14.09
93,46.97,13.91
94,46.54,17.6
95,47.23,15.77
96,47.18,14.27
97,46.84,15.5
98,47.55,13.76
99,49.22,14.63
100,47.33,15.36
101,47.69,15.4
102,48.46,13.76
103,47.09,13.98
104,46.56,14.44
105,46.55,13.76
106,49.67,16.77
107,47.95,16.52
108,46.6,14.19
109,47.78,16.09
110,46.93,13.96
111,48.4,14.2
112,48.91,17.68
113,46.82,16.41
114,49.03,14.11
115,46.55,14.11
116,46.92,15.39
117,49.61,17.05
118,46.56,15.17
119,49.19,15.04
120,46.69,16.44
121,48.77,17.06
122,50.87,15.7
123,46.56,14
124,46.55,16.18
125,49.95,14.55
126,48.87,15.15
127,48.14,14
128,47.94,14.11
129,47.03,14.01
130,50.97,15.34
131,49,17.15
132,49.51,16.85
133,47.32,15.49
134,46.54,14.79
135,49.05,15.99
136,48.95,14.9
137,46.56,13.9
138,47.35,15.44
139,46.62,14.45
140,46.86,15.88
141,47.24,14.05
142,47.06,15.23
143,46.58,14.43
144,46.71,15.64
145,47.15,14.83
146,46.93,14.38
147,48.02,19.23
148,50.52,15.86
149,46.68,13.76
150,46.62,15.8
151,47,15.41
152,49.52,17.11
153,46.55,13.79
154,52.53,13.76
155,48.22,14.38
156,47.41,14.97
157,49.17,14.22
158,49.08,13.82
159,47,15.78
160,47.26,14.46
161,47.53,13.79
162,47.02,14.59
163,46.85,14.67
164,49.29,16.04
165,46.64,13.88
166,52.23,16.33
167,47.79,15.35
168,48.76,17.26
169,51.61,14.74
170,48.35,14.9
171,46.61,15.5
172,46.97,13.76
173,48.2,15.91
174,47.43,14.32
175,46.59,14.07
176,47.13,15.77
177,51.9,18.47
178,46.55,14.02
179,51.71,21.02
180,49.02,17.1
181,46.74,13.78
182,48.68,13.77
183,47.81,15.46
184,49.92,15.53
185,46.57,14.74
186,46.55,14.46
187,47.7,14.74
188,49.29,16.88
189,46.94,16.06
190,46.57,14.05
191,47.76,14.01
192,46.65,14.17
193,47.54,13.81
194,47.33,17.8
195,46.88,13.81
196,47.66,14.29
197,47.22,13.82
198,46.67,13.94
199,47.35,13.84
200,47.46,17.81
201,47.38,14.03
202,47.04,14.08
203,49.04,13.81
204,46.99,14.75
205,46.62,13.9
206,49.94,14.2
207,48.69,14.15
208,46.56,14.34
209,48.02,16.82
210,46.54,15.08
211,47.72,16.27
212,47.48,16.36
