Subject,A,B
1,41.71,14.42
2,40.55,14.7
3,42.72,14.88
4,43.11,15.83
5,41.77,14.55
6,41.73,13.96
7,41.02,13.91
8,42.68,15.31
9,43.15,16.3
10,41.44,14.22
11,40.53,13.44
12,39.79,13.68
13,42.14,15.42
14,42.26,15.83
15,40.65,13.52
16,42.53,14.94
17,43.49,15.7
18,41.49,14.47
19,40.95,14.28
20,41.48,14.34
21,43.22,14.84
22,41.9,14.9
23,41.58,15.09
24,43.34,15.6
25,41.4,14.62
26,43.93,17.23
27,42.22,13.78
28,43,15.57
29,41.58,14.64
30,41.29,14.68
31,43.45,16.06
32,40.42,12.76
33,43.28,16.62
34,40.97,13.94
