Subject,A,B
1,62.47,94.98
2,62.09,95.36
3,61.99,94.16
4,61.96,95.26
5,62.04,95.14
6,61.19,96.22
7,64.63,93.67
8,61.73,97.3
9,63.68,96.25
10,61.47,96.68
11,63.4,95.1
12,62.65,95.87
13,63.92,94.43
14,61.44,94.55
15,61.99,95.3
16,64.1,93.74
17,60.64,94.86
18,62.45,95.52
19,62.65,97.18
20,61.37,95.78
21,62.26,94.26
22,60.83,96.63
23,62.15,97.11
24,62.08,96.9
25,61.26,95.66
26,61.72,95.76
27,63.67,94.91
28,61.94,96.52
29,62.09,96.02
30,63.67,95.58
31,61.2,94.78
32,62.29,96.09
33,63.19,95.25
34,63.07,94.99
35,61.48,95.78
36,62.55,94.16
37,62.43,97.18
38,61.58,95.12
39,62.29,94.72
40,62.6,96.68
41,61.33,97.92
42,60.99,95.67
