Subject,A,B
1,16.41,94.45
2,17.05,95.44
3,17.58,96.66
4,15.84,94.35
5,18.36,94.25
6,16.21,95.61
7,16.08,95.46
8,16.5,94.4
9,16.24,94.97
10,17.02,95.95
11,18.43,95.82
12,18.08,93.89
13,18.43,95.5
14,15.87,96.13
15,17.97,94.92
16,18.25,96.16
17,18.07,94.5
18,18.1,94.48
19,14.62,92.4
20,16.59,94.54
21,18.23,95.97
22,15.51,94.72
23,16.21,94.26
24,17.17,95.7
25,17.53,97.52
26,16.65,94.1
27,16.87,94.27
28,15.9,94.64
29,16.12,95.66
30,17.58,94.5
31,16.87,95.69
32,15.58,96.33
33,16.89,95.47
34,17.21,93.85
35,17.44,96.73
36,16.57,94.8
37,16.85,96.14
38,18.98,95.94
39,14.45,96.6
40,17.66,96.48
41,16.68,95.99
42,17.06,93.85
43,16.17,96.41
44,16.65,95.95
45,17.92,96.57
46,17.67,96.07
47,15.22,95.1
48,17.52,93.82
49,16.32,93.66
50,17.24,95.28
51,18.27,95.02
52,17.21,94.76
53,16.99,96.5
54,18.34,95.4
55,15.51,93.81
56,17.89,96.75
57,15.89,96.36
58,16.98,94.59
59,17.84,96.3
60,16.34,94.09
61,17.45,93.31
62,18.6,96.75
63,17.75,97.88
64,16.95,96.66
65,16.66,95.45
66,16.41,94.29
67,17.09,95.76
68,16.85,96.57
69,15.75,94.63
70,16.46,95
71,15.79,95.7
72,17.74,95.31
73,16.8,95.68
74,18.42,95.27
75,17.69,94.55
76,17.27,97.25
77,15.68,94.87
78,17.03,95.03
79,16.91,94.86
80,18.89,95.98
81,16.2,95.77
82,14.67,94.94
83,16.59,93.5
84,16.55,95.44
85,16.97,94.43
86,17.29,97
87,16.99,95.66
88,18.97,95.85
89,17.78,95.96
90,17.89,96.62
91,18.34,95.37
92,17.26,96.56
93,16.86,94.92
94,15.72,95.46
95,17.14,94.2
96,16.6,94.42
97,15.72,94.66
98,16.97,96.65
99,16.96,94.09
100,16.96,96.59
101,16.46,97.06
102,17.54,96.24
103,17.9,94.3
104,16.16,96.29
105,16.07,94.55
106,16.73,96.7
107,18.07,96.04
108,16.7,94.52
109,16.32,93.54
110,16.18,94.25
111,16.32,95.87
112,16.81,96.03
