Subject,A,B
1,48.14,50.82
2,47.48,52.15
3,48.87,51.17
4,48.17,49.88
5,48.33,49.6
6,48.27,52.54
7,49.85,50.77
8,49.96,49.9
9,48.56,50.88
10,48.15,48.87
11,49.5,51.12
12,48.64,51.06
13,47.88,51.39
14,48.68,50.56
15,48.15,50.4
16,47.07,50.64
17,48.91,51.06
18,49.01,50.67
19,46.94,51.07
20,49.91,50.29
21,48.62,50.71
22,48.87,50.36
23,47.83,51.01
24,48.06,52.41
25,48.97,49.67
26,48.73,50.96
27,49.5,50.48
28,49.65,49.07
29,48.35,52.38
30,48.38,52.05
31,49.29,51.87
32,49.17,50.92
33,48.86,51.88
34,46.83,51.61
35,49.73,48.73
36,48.31,50.78
37,49.11,51.11
38,49.19,50.86
39,47.18,50.58
40,49.62,49.21
41,48.61,53.11
42,48.15,51.94
43,48.94,49.55
44,50.09,52.06
45,49.56,49.32
46,48.68,50.24
47,47.62,49.83
48,47.06,51.48
49,48.77,50.46
50,48.63,50.28
51,50.39,49.79
52,48.22,51.74
53,47.05,53.18
54,51.29,48.66
55,48.56,51.06
56,48.3,50.52
57,48.56,49.74
58,48.05,50.59
59,47.57,52.11
60,48.66,50.45
61,47.58,50.74
62,48.26,50.51
63,48.46,50.67
64,48.84,50.78
65,49.4,49.85
66,47.81,50.16
67,47.85,50.83
68,49.87,51.35
69,46.71,51.29
70,49.4,50.25
71,49.75,49.12
72,49.24,49.43
73,50.05,50.16
74,49.32,51.98
75,49.56,51.12
76,48.26,50
77,48.02,52.32
78,49.35,50.81
79,50.46,50.6
80,50.93,49.49
81,48.43,51.56
82,48.41,51.49
83,49.39,51.67
84,50.28,49.67
85,47.9,52.35
86,49.01,50.24
87,47.63,50.93
88,49.39,49.63
89,50.27,49.86
90,49.71,52.18
91,50.08,49.19
92,49.8,50.38
93,47.34,50.96
94,49.27,49.93
95,49.6,50.04
96,49.79,49.76
97,49.03,50.4
98,49.98,49.57
99,50.15,49.65
100,51.64,50.38
101,48.35,49.52
102,48.37,52.44
103,47.64,51.17
104,49.02,50.77
105,49.22,50.39
106,47.92,52.31
107,47.49,51.26
108,47.61,50.35
109,48.23,53.11
110,49.65,49.23
111,50.2,49.03
112,50.19,50.32
113,49.99,49.84
114,48.65,52.59
115,48.6,50.67
116,48.71,50.84
117,45.81,51.92
118,50.02,49.54
119,49.14,51.25
120,47.66,50.75
121,49.8,49.86
122,49.64,50.78
123,49.4,50.48
124,48.52,49.64
125,49.26,50.89
126,49.52,49.53
127,48.24,49.83
128,49.21,51.43
129,50.12,49.81
130,50.03,49.87
131,49.15,49.25
132,47.8,52.16
133,47.52,51.94
134,49.84,51.67
135,46.92,52.02
136,50.32,49.37
137,47.94,51.72
138,49.41,50.89
139,49.29,50.53
140,48.9,50.23
141,48.91,49.48
142,47.87,52.51
143,49.84,49.87
144,49,50.67
145,48.57,50.63
146,49.41,50.86
147,49.36,51.4
148,49.49,50.91
149,47.09,51.74
150,48.4,51.04
151,46.77,51.35
152,47.98,51.01
153,49.32,51.2
154,49.72,49.39
155,49.04,50.18
156,48.34,51.8
157,48.48,50.07
158,49.58,50.19
159,49.17,50.21
160,49.75,51.32
161,47.17,51.02
162,48.48,51.54
163,48.47,51.33
164,48.02,51
165,49.65,49.68
166,50.47,52.17
167,48.8,51.03
168,48.61,50.6
169,48.2,50.35
170,47.37,51.16
171,48.55,52.61
172,48.04,52.81
173,48.57,50.4
174,49.23,50.71
175,50.46,50.84
176,47.62,51.66
177,48.14,50.84
178,47.27,52.24
179,49,50.76
180,48.89,50.63
181,48.1,50.67
182,48.73,51.52
183,50.16,49.31
