Subject,A,B
1,72.25,56.59
2,73.31,56.58
3,73.3,57.21
4,73.32,57.13
5,72.77,56.57
6,72.15,54.92
7,69.2,57.2
8,73.3,57
9,73.18,53.15
10,70.9,57.07
11,71.89,56.71
12,72.3,54.7
13,72.27,57.15
14,72.16,55.62
15,72.91,54.81
16,73.29,56.35
17,72.92,56.53
18,73,57.15
19,70.53,53.33
20,70.17,55.19
21,73.3,57.13
22,73.08,57.12
23,73.32,56.62
24,72.71,57.12
25,72.58,56.22
26,70.22,56.34
27,71.03,56.31
28,69.06,56.63
29,71.63,56.2
30,71.45,55.43
31,67.99,56.8
32,72.16,56.9
33,72.26,54.85
34,69.8,56.21
35,73.08,56.79
36,70.88,54.57
37,72.62,56.75
38,72.42,55.1
39,72.27,54.54
40,68.98,50.64
41,71.82,54.8
42,72.28,55.57
43,71.81,57.05
44,72.88,56.83
45,72.65,57.19
46,70.19,57.15
47,71.4,54.91
48,73.13,57.19
49,73.05,52.87
50,71.82,55.79
51,73.26,57.04
52,72.33,52.84
53,73.31,55.75
54,73.29,56.92
55,73.3,57.2
56,73.32,56.78
57,73.33,56.94
58,69.59,54.12
59,70.88,53.22
60,73.31,56.28
61,73.02,54.52
62,73.08,56.06
63,70.65,53.37
64,70.92,55.07
65,72.6,57.24
66,73.32,55.3
67,69.85,54.38
68,73.24,57.13
69,71.96,57.1
70,73.2,55.7
71,71.37,54.28
72,69.59,55.97
73,71.24,56.19
74,73.18,56.55
75,72.19,57.22
76,71.77,57.24
77,71.22,55.71
78,71.85,54.09
79,71.57,55.13
80,73.07,57.13
81,72.98,57.04
82,71.57,57.23
83,72.93,57.21
84,72.39,57.14
85,72.97,56.68
86,73.25,57.23
87,67.97,53.83
88,73.22,54.64
89,72.97,57.24
90,72.92,52.25
91,72.42,57.15
92,73.11,55.97
93,70.1,56.48
94,72.66,56.44
95,73.32,57.19
96,70.77,54.7
97,72.72,57.24
98,71.75,56.07
99,73.29,57.22
100,72.38,54.44
101,72.46,55.3
102,70.54,52.43
103,69.43,56.75
104,71.82,55
105,73.28,55.44
106,72.81,57.17
107,72.99,57.23
108,73.28,56.91
109,71.28,56.95
110,72.41,55.75
111,71.95,55.93
112,71.98,57.22
113,72.64,57.21
114,73.1,56.8
115,72.94,57.17
116,73.32,57.21
117,69.18,57.09
118,73.23,56.75
119,71.67,57.18
120,70.33,56.34
121,73.33,57.23
122,71.12,55.66
123,72.09,55.05
124,73.12,56.97
125,72.97,54.62
126,73.13,57.18
127,73.04,56.31
128,72.5,54.41
129,73.08,56.83
130,73.31,56.45
131,70.86,56.46
132,73.12,55.74
133,73.05,56.01
134,73.05,57.19
135,73.25,57.23
136,72.68,56.56
137,73.29,57.24
138,71.32,53.09
139,73.1,52.71
140,72.61,55.55
141,72.45,55.51
142,69.91,56.3
143,73.32,55.75
144,73.33,56.81
145,71.94,54.28
146,71.96,56.85
147,73.14,57.09
148,70.51,53.48
149,72.84,55.28
150,73.21,56.96
151,72.3,54.03
152,71.93,57.23
153,73.33,57.14
154,71.14,56.66
155,73.27,56.78
156,71.54,56.57
157,70.89,56.53
158,71.87,56.98
159,71.37,54.74
160,72.77,55.39
161,66.79,57.24
162,71.9,54.23
163,67.63,55.83
164,72.72,55.22
165,71.22,56.17
166,72.48,57.24
167,73.31,55.77
168,69.6,55.09
169,71.07,57.23
170,70.71,56.42
171,73.01,57.2
172,73,57.21
173,72.03,57.14
174,71.21,55.8
