Subject,A,B
1,41.14,9.16
2,41.14,10.98
3,40.1,9.65
4,38.24,12.01
5,39.25,9.44
6,40.46,9.63
7,40.12,12.01
8,38.34,10.81
9,39.03,11.93
10,37.81,11.84
11,41.28,11.31
12,37.56,8.44
13,37.88,11.3
14,39.92,9.1
15,40.92,9.41
16,40.52,11.09
17,40.35,8.56
18,41.31,9.03
19,34,11.11
20,41.21,10.33
21,40.92,11.61
22,41.29,11.64
23,38.64,8.45
24,41.23,10.85
25,41,7.13
26,39.69,10.65
27,37.71,9.62
28,39.55,11.82
29,38.87,11.83
30,39.2,11.74
31,40.72,9.91
32,40.21,11.44
33,40.28,11.5
34,40,11.85
35,38.04,11.33
36,40.53,11.96
37,41.21,8.27
38,38.98,12
39,40.48,11.86
40,39.97,8.81
41,41.15,9.76
42,40.97,9.7
43,39.34,11.55
44,40.85,10.85
45,41.33,8.09
46,40.7,11.78
47,38.56,10.03
48,40.64,11.36
49,39.65,12.01
50,41.21,10.23
51,38.01,10.49
52,40.3,8.69
53,40.88,8.82
54,40.59,10.48
55,39.62,11.69
56,41.25,11.91
57,40.92,12
58,38.95,11.04
59,38.88,11.16
60,40.62,7.91
61,36.39,12.01
62,41.22,11.76
63,40.6,8.24
64,41.25,9.31
65,41.21,11.31
66,41.28,11.79
67,39.58,9.5
68,40.21,10.75
69,37.34,11.15
70,40.16,10.69
71,40.88,11.22
72,39.76,11.72
73,41.31,9.73
74,40.72,10.23
75,37.45,10.51
76,39.55,11.96
77,38.61,11.74
78,41.32,9.79
79,40.28,9.73
80,41.01,11.24
81,40.15,11.17
82,39.86,11.69
83,39.12,11.24
84,40.94,6.85
85,38.9,12.01
86,41.06,11.97
87,40.23,10.74
88,35.8,11.78
89,37.28,11.34
90,39.03,11.98
91,41.31,10.25
92,38.72,11.99
93,41.33,11.87
94,36.02,11.6
95,40.82,11.54
96,38.13,12
97,38.21,11.38
98,39.66,10.31
99,41.32,9.46
100,40.52,11.47
101,41.32,10.33
102,39.36,11.88
103,41.02,11.07
104,39.95,10.73
105,40.69,11.79
106,40.93,11.98
107,40.7,10.82
108,40.79,10.99
109,40.8,11.25
110,40.38,11.2
111,41.21,5.79
112,41.03,9.06
113,41.08,11.99
114,41.32,11.41
115,39.44,9.92
116,39.82,8.38
117,41.26,11.86
118,40.81,11.23
119,40.28,11.67
120,39.58,11.45
121,40.83,12.01
122,39.96,8.69
123,37.36,12
124,40.74,12
125,38.92,11.97
126,40.29,11.21
127,40.26,10.41
128,38.31,11.16
129,38.81,12.01
130,41.18,11.91
131,39.41,11.85
132,38.65,9.03
133,41.24,8.72
134,41.3,12.01
135,37.34,10.96
136,41.32,11.12
137,41.23,10.69
138,38.49,12.01
139,40.31,10.78
140,40.54,10.07
141,40.04,9.92
142,41.33,8.85
143,41.33,11.93
144,41.31,11.94
145,38.2,10.5
146,41.29,10.69
147,40.45,11.9
148,40.62,11.41
149,40.8,8.83
150,41.12,11.8
151,39.47,11.87
152,40.22,11.95
153,40.29,11.97
154,40.52,11.89
155,39.66,12.01
156,40.32,12.01
157,37.15,11.98
158,39.57,11.76
159,40.77,10.39
160,39.88,11.2
161,41.33,9.78
162,40.21,11.92
163,40.32,10.76
164,36.56,11.61
165,40.27,11.86
166,38.68,10.37
167,39.51,11.02
168,38.56,11.99
169,41.32,9.75
170,38.45,11.17
171,40.73,6.56
172,41.32,10.85
173,38.3,11.88
174,40.76,11.82
175,41.3,10.13
176,41.31,10.3
177,40.88,11.82
178,40.63,10.74
179,40.54,11.92
180,38.63,11.44
181,41.32,10.07
182,41.31,11.38
183,39.47,11.96
184,40.63,9.89
185,41.3,9.8
186,41.26,8.91
187,41.27,8.81
188,40.99,11.25
189,41.28,8.71
190,40.83,10.53
191,38.28,11.75
192,39.95,11.01
193,39.55,11.63
194,39.19,10.45
195,39.97,10.67
