Subject,A,B
1,28.28,50.21
2,28.63,51.53
3,28.58,49.94
4,29.71,53.45
5,29.86,50.22
6,28.19,51.68
7,29.58,51.22
8,27.95,51.19
9,29.76,50.85
10,28.27,50.91
11,32.53,51
12,28.3,51.59
13,28.58,52.36
14,30.63,50.35
15,31.68,52.31
16,28.08,51.17
17,29.64,51.02
18,28.85,52.64
19,29.84,52.23
20,29.43,53.08
21,29.04,52.44
22,28.16,48.99
23,29.79,51.84
24,29.9,50.94
25,29.06,52.94
26,29.58,51.13
27,30.24,51.32
28,30.34,51.6
29,27.38,52.35
30,27.35,51.79
31,29.97,51.53
32,29.29,50.74
33,29.26,51.96
34,29.37,50.77
35,32.03,51.15
36,30.31,49.58
37,27.13,49.44
38,27.82,50.76
39,29.74,51.42
40,28.67,50.79
41,29.7,52.52
42,28.32,51.34
43,27.8,51.26
44,27.54,52.35
45,28.7,50.66
46,29.27,52.81
47,29.94,50.69
48,29.75,51.7
49,27.84,52.87
50,30.49,49.42
51,29.53,54.68
52,28.12,52.2
53,30.15,49.56
54,30.99,50.53
55,28.72,53.26
56,29.78,51.21
57,29.14,52.16
58,28.36,50.96
59,28.12,51.79
60,28.37,51.75
61,28.89,51.15
62,27.24,50.89
63,27.19,51.43
64,28.19,51.67
65,30.08,50.18
66,31.54,50.34
67,29.68,48.73
68,28.75,51.43
69,27.78,51.6
70,28.58,52.48
71,29.13,51.94
72,29.75,50.61
73,29.82,51.24
74,29.55,51.44
75,28.84,51.38
76,28.39,50.46
77,28.51,51.1
78,29.05,50.1
79,29.21,50.92
80,29.61,52.54
81,30.21,51.52
82,27.48,53.43
83,29.29,52.27
84,28.09,49.62
85,30.03,51.7
86,29.04,51.15
87,28.84,50.92
88,28.59,51.65
89,28.49,50.6
90,28.71,52.26
91,30.19,51.04
92,29.45,51.03
93,29.6,50.41
94,29.01,51.09
95,28.34,51.89
96,29.32,50.17
97,28.46,52.74
98,30.13,51.91
99,28.22,50.92
100,30,50.32
101,30.83,51.82
102,29.9,51.53
103,28.13,51.42
104,29.92,50.94
105,29.36,53.85
106,30.22,51.51
107,30.59,51.25
108,28.23,50.38
109,28.08,51.87
110,29.81,50.01
111,29.85,51.26
112,29.95,52.15
113,30.67,50.64
114,28.06,51.63
115,29.88,50.24
116,27.06,52.34
117,29.81,53.05
118,29.03,51.53
119,29.76,50.51
120,30.26,49.98
121,29.82,50.56
122,28.43,50.78
123,31.71,52.07
124,30.56,49.35
125,28.19,51.46
126,30.37,49.66
127,30.41,51.64
128,30.35,50.49
129,29.55,51.47
130,30.3,52.18
131,31.62,50.55
132,28.44,50.87
133,29.17,51.96
134,29.02,51.03
135,28.63,51.24
136,28.41,51.31
137,29.49,51.6
138,29.62,50.91
139,29.24,53.63
140,27.01,51.92
141,30.05,51.41
142,28.71,51.66
143,28.5,52.25
144,27.81,52.13
145,28.69,52.44
146,28.1,52.47
147,29.21,50.87
148,29.14,53.08
149,28.53,51.06
150,28.29,51.09
151,28.35,52.22
152,29.59,51.76
153,29.17,52
154,27.36,51.66
155,29.27,51.94
156,29.75,51.79
157,29.32,50.61
158,29.67,51.75
159,28.73,51.89
160,30.45,52.63
161,27.73,50.97
162,30.01,49.69
163,30.34,50.14
164,30.43,51.58
165,29.4,51.16
166,28.97,50.49
167,28.82,50.91
168,29.96,51.89
169,30.47,50.55
170,30.59,51.1
171,29.45,51.44
172,28.76,51.58
173,30.8,51.31
174,29.13,50.59
175,29.74,50.97
176,28.5,52.34
177,30.95,51.82
178,30.17,52.11
179,28.49,51.42
180,30.08,51.97
181,29.21,50.36
182,30.41,50.8
183,29.44,52.67
184,28.44,51.03
185,29.07,50.89
186,29.4,50.15
187,30.15,51.58
188,29.91,50.82
189,28.77,49.97
190,29.32,50.57
191,29.05,50.54
192,27.85,52.06
193,28,52.67
