Subject,A,B
1,21.95,73.71
2,22.55,72.1
3,22.71,71.58
4,22.71,70.8
5,22.69,71.58
6,21.74,73.96
7,17.67,72.99
8,22.35,72.96
9,19.21,73.99
10,21.11,74.11
11,19.26,74.24
12,21.35,74.26
13,22.67,72.57
14,21.66,74.2
15,22.35,70.98
16,21.1,73.95
17,22.64,71.23
18,22.63,71.99
19,22.7,71.54
20,22.37,71.78
21,19.55,74.2
22,20.14,74.3
23,22.25,72.9
24,22.02,73.28
25,20.12,74.19
26,22.39,70.77
27,21.67,73.65
28,22.07,72.62
29,21.43,73.94
30,19.07,73.46
31,22.68,72.21
32,20.07,74.32
33,19.06,74.07
34,19.96,74.34
35,21.51,74.27
36,21.74,73.78
37,22.42,69.67
38,18.97,74.2
39,22.68,72.96
40,19.33,74.3
41,21.97,70.74
42,22.71,72.51
43,22.71,72.71
44,20.67,74.33
45,20.91,74.01
46,20.56,74.26
47,22.28,72.58
48,20.04,74.28
49,20.37,74.34
50,21.7,73.9
51,22.06,69.82
52,20.15,73.95
53,22.01,73.94
54,22.4,73.02
55,21.65,73.91
56,18.42,74.05
57,21.16,69.06
58,22.66,71.81
59,22.67,72.01
60,20.5,74.13
61,22.4,72.76
62,22.49,72.14
63,22.63,72.96
64,20.75,74.32
65,22.35,73.86
66,19.85,74.32
67,20.38,74.34
68,22.27,73.54
69,21.8,73.92
70,22.66,72.53
71,22.48,71.32
72,22.15,70.95
73,21.23,74.24
74,22.71,71.77
75,22.71,70.96
76,21.23,74.25
77,21.18,68.34
78,20.37,74.31
79,22.46,70.33
80,22.38,73.7
81,19.86,74.32
82,22.18,73.05
83,22.31,70.07
84,22.59,73.16
85,21.31,73.81
86,22.71,72.26
87,22.71,71.8
88,22.62,71.55
89,20.71,73.83
90,21.11,74.29
91,22.71,71.17
92,20.23,74.34
93,22.63,72.99
94,21.35,74.24
95,19.41,74.33
96,21.18,73.75
97,22.12,72.64
98,17.07,73.3
99,21.47,73.9
100,21.58,74.18
101,21.98,73.69
102,19.34,73.78
103,19,73.75
104,20.37,74.33
105,21.29,73.84
106,20.75,74.18
107,21.82,74.2
108,21.9,73.86
109,22.63,73.31
110,20.75,74.34
111,21.99,73.54
112,22.71,72.22
113,21.94,73.63
114,19.45,74.25
115,22.51,72.9
116,18.09,73.54
117,22.19,73.52
118,20.94,74.28
119,21.49,74.25
120,21.69,73.58
121,22.47,72.42
122,21.96,69.74
123,22.57,73.74
124,22.53,72.36
125,20.85,74.14
126,21.23,74.21
127,21.75,73.57
128,22.06,72.59
129,22.7,72.13
130,22.71,70.47
131,22.5,70.75
132,22.7,70.62
133,22.53,70.68
134,22.21,69.65
135,22,70.61
136,22.67,71.32
137,21.79,73.52
138,21.34,74.29
139,20.07,74.32
140,22.25,70.23
141,22.66,70.78
142,22.12,70.04
143,22.7,72.24
144,22.69,73.18
145,20.07,74.29
146,21.41,73.8
147,19.4,74.3
148,20.03,74.33
149,22.01,73.39
150,22.71,72.13
151,18.54,74.02
152,18.86,74.18
153,22.64,73.37
154,21.66,73.93
155,19.39,73.68
156,21.89,74.04
157,22.71,72.26
158,20.35,74.31
159,21.46,74.19
160,21.12,74
161,21.02,73.96
162,21.4,73.94
163,22.18,72.86
164,21.26,69.3
165,21.72,74.13
166,22.58,71.96
167,22.51,72.7
168,21.58,73.88
169,21.69,73.62
170,19.89,74.01
171,22.63,70.49
172,20.08,74.31
173,22.71,71.88
174,20.33,74.34
175,20.79,74.34
176,20.67,69.43
177,22.49,73.65
178,20.49,74.29
179,19.03,74.02
180,21.24,74.15
181,20.64,74.04
182,20.12,74.32
183,19.8,74.3
184,20.54,74.27
185,22.13,73.07
186,18.41,73.85
187,19.72,74.3
