subject,condition,values
103,B,443.04
18,B,548.44
109,A,511.83
216,B,400.28
133,A,555.31
125,A,481.92
187,B,499.31
221,B,398.11
54,A,455.29
33,B,480.49
186,B,548.73
16,B,453.42
116,A,476.61
61,A,596.68
111,B,519.47
220,B,508.05
66,A,495.2
199,B,507.46
11,B,488.01
114,A,443.13
219,A,436.6
65,A,540.12
86,B,522.64
47,A,465.53
85,B,582.69
59,A,518.46
222,A,503.46
20,B,426.04
35,B,508.12
96,A,439.21
101,A,444.52
225,A,498.19
137,A,481.1
128,A,555.71
100,B,593.42
213,A,485.8
99,B,514.15
76,B,507.8
105,A,458.95
151,A,503.68
194,B,537.72
4,B,504.41
48,B,518.4
160,A,532.59
183,B,479.49
154,B,474.12
129,A,479.07
172,B,463.44
15,A,482.48
72,B,520.65
121,B,446.61
29,B,434.16
217,B,551.01
207,B,493.78
108,B,488.21
98,B,523.43
159,A,499.7
189,A,541.86
142,A,499.77
214,A,503.69
176,B,486.22
174,B,540.99
226,B,521.72
64,A,483.54
168,B,499.99
80,A,459.27
205,B,413.74
57,B,494.11
82,A,631.56
58,A,495.39
74,B,480.85
84,A,506.53
38,A,563.23
208,A,435.29
106,B,521.04
69,B,520.57
166,B,481.87
230,A,457.36
17,A,533.46
140,B,492.83
43,A,485.48
131,B,481.16
177,B,477.44
44,A,577.66
231,B,390.49
19,A,612.27
37,B,520.2
31,A,508.65
138,B,518.65
79,B,471.73
211,A,447.92
143,B,469.23
146,B,522.89
77,A,528.85
123,B,477.42
42,B,468.47
181,A,503.14
201,A,581.84
83,A,516.93
25,B,516.68
127,B,468.87
102,A,438.6
141,A,470.96
75,A,550.39
144,B,462.89
163,A,575.43
155,B,531.27
169,B,481.77
117,A,527.98
171,B,447.57
197,B,481
120,B,474.24
198,B,476.22
51,B,520.93
95,B,547.84
209,A,488.43
122,B,509.49
110,B,576.03
119,B,501.88
67,A,580.12
188,A,440.83
6,B,554.65
206,B,544.6
70,A,451.7
147,A,482.18
136,A,529
227,B,514.49
152,A,570.06
165,A,477.18
40,A,562.88
202,A,422.79
3,A,488.99
179,B,531.28
55,B,544.03
229,B,502.96
228,B,511.88
212,A,408.12
30,A,558
13,B,531.18
161,B,496.18
34,A,395.14
158,A,503.92
2,B,486.85
135,B,513.48
130,A,494.21
195,A,422.25
164,B,538.08
28,B,456.4
224,A,541.59
150,A,443.77
49,A,438.75
36,B,514.96
162,A,441.63
223,B,471.48
71,B,536.01
46,B,506.96
10,A,514.62
157,B,504.16
50,B,553.91
88,A,478.89
60,A,551.16
107,B,470.7
14,B,527.5
7,A,486.13
89,A,524.07
124,B,588.02
5,A,523.43
91,A,511.55
56,B,497.03
32,B,542.04
167,B,466.56
196,A,447.19
94,A,517.63
191,A,473.3
132,A,451.26
193,A,564.42
178,B,464.97
23,B,477.64
115,A,485.93
73,B,586.65
1,B,468.39
21,B,449.03
139,B,447.21
192,B,459.58
53,A,471.66
63,B,580.34
118,A,514.63
104,A,498.76
153,B,455.27
27,B,414.56
145,B,443.81
200,B,490.92
9,B,495.5
62,B,480.39
93,A,520.1
45,B,501.96
41,A,441.95
52,B,425.26
203,B,482.59
112,B,521.58
170,B,596
184,B,513.98
149,B,466.23
204,B,443.61
90,A,444.86
148,B,471.95
190,B,539.46
26,A,570.53
182,A,436.34
126,B,461.95
39,B,506.47
113,B,421.66
68,B,473.09
180,B,463.64
210,B,529.65
12,A,531.26
8,A,497.95
22,B,559.32
185,A,517.69
78,B,490.45
173,A,490.02
97,A,492.08
81,B,530.64
92,B,422.39
175,A,435.11
24,A,475.61
215,A,463
156,A,482.87
218,B,507.47
87,A,404.89
134,B,544.97
